tn_proba,fp_proba,fn_proba,tp_proba,accuracy_proba,balanced_accuracy_proba,f1_weighted_proba,f1_macro_proba,precision_1_proba,recall_1_proba,precision_0_proba,recall_0_proba,roc_auc_proba,tn_ratio,fp_ratio,fn_ratio,tp_ratio,accuracy_ratio,balanced_accuracy_ratio,f1_weighted_ratio,f1_macro_ratio,precision_1_ratio,recall_1_ratio,precision_0_ratio,recall_0_ratio,roc_auc_ratio,best_thresh_proba,tn_proba_best,fp_proba_best,fn_proba_best,tp_proba_best,balanced_accuracy_proba_best,accuracy_proba_best,f1_weighted_proba_best,f1_macro_proba_best,precision_1_proba_best,recall_1_proba_best,precision_0_proba_best,recall_0_proba_best,best_thresh_ratio,tn_ratio_best,fp_ratio_best,fn_ratio_best,tp_ratio_best,balanced_accuracy_ratio_best,accuracy_ratio_best,f1_weighted_ratio_best,f1_macro_ratio_best,precision_1_ratio_best,recall_1_ratio_best,precision_0_ratio_best,recall_0_ratio_best,perm_or_obs
118,82,336,299,0.4994011976047904,0.5304330708661418,0.5340374297277005,0.47471947313925206,0.7847769028871391,0.47086614173228347,0.2599118942731278,0.59,0.5152992125984253,114,86,330,305,0.5017964071856288,0.5251574803149606,0.5369360077563807,0.4742895887060647,0.7800511508951407,0.48031496062992124,0.25675675675675674,0.57,0.5130590551181102,0.49,29,171,42,593,0.5394291338582677,0.7449101796407186,0.6959576727893306,0.5308852659648826,0.7761780104712042,0.9338582677165355,0.4084507042253521,0.145,0.49,30,170,52,583,0.5340551181102362,0.7341317365269461,0.6898081328299315,0.5264117971672083,0.7742363877822045,0.9181102362204724,0.36585365853658536,0.15,35
108,92,322,313,0.5041916167664671,0.5164566929133858,0.5398713561887214,0.4723901098901099,0.7728395061728395,0.49291338582677163,0.25116279069767444,0.54,0.525748031496063,110,90,307,328,0.5245508982035928,0.5332677165354331,0.5591692768263451,0.4897729878821181,0.784688995215311,0.5165354330708661,0.2637889688249401,0.55,0.5376614173228347,0.49,27,173,51,584,0.5273425196850394,0.7317365269461078,0.6846287578650687,0.5166625320433309,0.7714663143989432,0.9196850393700787,0.34615384615384615,0.135,0.5,110,90,307,328,0.5332677165354331,0.5245508982035928,0.5591692768263451,0.4897729878821181,0.784688995215311,0.5165354330708661,0.2637889688249401,0.55,36
101,99,336,299,0.47904191616766467,0.48793307086614174,0.516193434192038,0.44800393908401104,0.7512562814070352,0.47086614173228347,0.2311212814645309,0.505,0.5002047244094487,101,99,317,318,0.5017964071856288,0.5028937007874016,0.5380473133986005,0.46571178953326686,0.762589928057554,0.5007874015748032,0.24162679425837322,0.505,0.4985354330708661,0.51,180,20,564,71,0.5059055118110236,0.3005988023952096,0.240086572897069,0.2884741093523836,0.7802197802197802,0.11181102362204724,0.24193548387096775,0.9,0.51,180,20,560,75,0.5090551181102362,0.30538922155688625,0.2479942475875995,0.29422908772952494,0.7894736842105263,0.11811023622047244,0.24324324324324326,0.9,37
97,103,325,310,0.4874251497005988,0.4865944881889764,0.5246076169498954,0.45175007977221965,0.7506053268765133,0.4881889763779528,0.22985781990521326,0.485,0.4709527559055118,100,100,326,309,0.48982035928143713,0.4933070866141732,0.5266928960191328,0.4557214204399398,0.7555012224938875,0.48661417322834644,0.2347417840375587,0.5,0.4766692913385826,0.0,0,200,0,635,0.5,0.7604790419161677,0.6570125056010427,0.43197278911564624,0.7604790419161677,1.0,0.0,0.0,0.49,20,180,58,577,0.5043307086614174,0.7149700598802395,0.6649180552316354,0.486453940296039,0.76221928665786,0.9086614173228347,0.2564102564102564,0.1,38
98,102,302,333,0.5161676646706587,0.5072047244094489,0.5515884119611245,0.4745482866043614,0.7655172413793103,0.5244094488188976,0.245,0.49,0.510763779527559,99,101,294,341,0.5269461077844312,0.516003937007874,0.561541073016096,0.4835679648514627,0.7714932126696833,0.537007874015748,0.25190839694656486,0.495,0.5116535433070866,0.5,98,102,302,333,0.5072047244094489,0.5161676646706587,0.5515884119611245,0.4745482866043614,0.7655172413793103,0.5244094488188976,0.245,0.49,0.5,99,101,294,341,0.516003937007874,0.5269461077844312,0.561541073016096,0.4835679648514627,0.7714932126696833,0.537007874015748,0.25190839694656486,0.495,39
106,94,333,302,0.48862275449101794,0.5027952755905511,0.5249837569797859,0.45880368968851365,0.7626262626262627,0.4755905511811024,0.24145785876993167,0.53,0.5183149606299212,103,97,335,300,0.48263473053892214,0.49372047244094486,0.5194764658915747,0.45213968068819715,0.7556675062972292,0.47244094488188976,0.23515981735159816,0.515,0.5114055118110237,0.49,23,177,60,575,0.510255905511811,0.7161676646706587,0.6694669084183558,0.49583589158287067,0.7646276595744681,0.905511811023622,0.27710843373493976,0.115,0.47000000000000003,1,199,1,634,0.5017125984251968,0.7604790419161677,0.6592430376520005,0.43683060404133056,0.7611044417767107,0.9984251968503937,0.5,0.005,40
97,103,321,314,0.49221556886227547,0.489744094488189,0.5291636078870352,0.4554370162550605,0.7529976019184652,0.494488188976378,0.23205741626794257,0.485,0.4950787401574803,100,100,319,316,0.49820359281437127,0.4988188976377953,0.5346900796366898,0.46221692088002964,0.7596153846153846,0.49763779527559054,0.2386634844868735,0.5,0.4991811023622047,0.49,25,175,47,588,0.525492125984252,0.7341317365269461,0.6837458634863572,0.512512623074981,0.7706422018348624,0.925984251968504,0.3472222222222222,0.125,0.49,27,173,58,577,0.5218307086614173,0.7233532934131737,0.6790239395804628,0.511343340300209,0.7693333333333333,0.9086614173228347,0.3176470588235294,0.135,41
101,99,329,306,0.4874251497005988,0.49344488188976376,0.5243114503593547,0.4545482295482296,0.7555555555555555,0.4818897637795276,0.23488372093023255,0.505,0.5155433070866141,100,100,320,315,0.49700598802395207,0.49803149606299213,0.5335522503380336,0.4612903225806452,0.7590361445783133,0.49606299212598426,0.23809523809523808,0.5,0.5089370078740156,0.49,23,177,51,584,0.5173425196850394,0.7269461077844311,0.6764862761875075,0.5022797147219376,0.7674113009198423,0.9196850393700787,0.3108108108108108,0.115,0.49,28,172,61,574,0.5219685039370079,0.7209580838323353,0.6785846611050665,0.5125266531198244,0.7694369973190348,0.9039370078740158,0.3146067415730337,0.14,42
101,99,307,328,0.5137724550898204,0.5107677165354331,0.5493274527365134,0.474969645158093,0.7681498829039812,0.5165354330708661,0.24754901960784315,0.505,0.49701574803149606,103,97,314,321,0.5077844311377245,0.510255905511811,0.5436236090066193,0.4717800957671298,0.7679425837320574,0.5055118110236221,0.24700239808153476,0.515,0.5099370078740157,0.5,101,99,307,328,0.5107677165354331,0.5137724550898204,0.5493274527365134,0.474969645158093,0.7681498829039812,0.5165354330708661,0.24754901960784315,0.505,0.49,26,174,63,572,0.5153937007874017,0.7161676646706587,0.6730668012098746,0.5041580119716669,0.7667560321715817,0.9007874015748032,0.29213483146067415,0.13,43
104,96,306,329,0.518562874251497,0.5190551181102363,0.5537436725682566,0.48086916176925454,0.7741176470588236,0.5181102362204725,0.25365853658536586,0.52,0.5188740157480315,101,99,303,332,0.518562874251497,0.5139173228346456,0.5537989537865735,0.4786631959544252,0.7703016241299304,0.5228346456692914,0.25,0.505,0.5179566929133859,0.51,186,14,562,73,0.52248031496063,0.31017964071856285,0.24777031721472373,0.2973105648865668,0.8390804597701149,0.11496062992125984,0.24866310160427807,0.93,0.51,187,13,562,73,0.5249803149606299,0.31137724550898205,0.24838935152527944,0.2982977921134591,0.8488372093023255,0.11496062992125984,0.24966622162883845,0.935,44
108,92,314,321,0.5137724550898204,0.5227559055118111,0.5490436740225643,0.4799311504381336,0.7772397094430993,0.5055118110236221,0.2559241706161137,0.54,0.5208346456692913,105,95,321,314,0.5017964071856288,0.509744094488189,0.5378033914177447,0.46849791291787546,0.7677261613691931,0.494488188976378,0.24647887323943662,0.525,0.514996062992126,0.5,108,92,314,321,0.5227559055118111,0.5137724550898204,0.5490436740225643,0.4799311504381336,0.7772397094430993,0.5055118110236221,0.2559241706161137,0.54,0.5,105,95,321,314,0.509744094488189,0.5017964071856288,0.5378033914177447,0.46849791291787546,0.7677261613691931,0.494488188976378,0.24647887323943662,0.525,45
98,102,328,307,0.48502994011976047,0.48673228346456693,0.5222486978596881,0.45061082344876546,0.7506112469437652,0.48346456692913387,0.2300469483568075,0.49,0.5035354330708661,107,93,321,314,0.5041916167664671,0.514744094488189,0.5399511379822356,0.47172573566267706,0.7714987714987716,0.494488188976378,0.25,0.535,0.5024724409448819,0.49,19,181,54,581,0.5049803149606299,0.718562874251497,0.6658929892462826,0.4854882650158241,0.7624671916010499,0.9149606299212598,0.2602739726027397,0.095,0.5,107,93,321,314,0.514744094488189,0.5041916167664671,0.5399511379822356,0.47172573566267706,0.7714987714987716,0.494488188976378,0.25,0.535,46
105,95,298,337,0.5293413173652695,0.5278543307086614,0.5637928356522557,0.4899681536087137,0.7800925925925926,0.5307086614173229,0.26054590570719605,0.525,0.5264488188976377,106,94,296,339,0.5329341317365269,0.5319291338582677,0.5671255942704162,0.49349546455634774,0.7829099307159353,0.5338582677165354,0.263681592039801,0.53,0.5186220472440944,0.5,105,95,298,337,0.5278543307086614,0.5293413173652695,0.5637928356522557,0.4899681536087137,0.7800925925925926,0.5307086614173229,0.26054590570719605,0.525,0.5,106,94,296,339,0.5319291338582677,0.5329341317365269,0.5671255942704162,0.49349546455634774,0.7829099307159353,0.5338582677165354,0.263681592039801,0.53,47
100,100,338,297,0.4754491017964072,0.4838582677165354,0.5128025279178465,0.4445305095866443,0.7481108312342569,0.46771653543307085,0.228310502283105,0.5,0.4858425196850394,95,105,336,299,0.4718562874251497,0.4729330708661417,0.5098183109961764,0.43833138349229495,0.7400990099009901,0.47086614173228347,0.22041763341067286,0.475,0.484248031496063,0.53,200,0,634,1,0.5007874015748032,0.2407185628742515,0.09504945439219004,0.19499592472294197,1.0,0.0015748031496062992,0.23980815347721823,1.0,0.49,26,174,74,561,0.5067322834645669,0.7029940119760479,0.6643326485714702,0.4961557177615572,0.763265306122449,0.8834645669291339,0.26,0.13,48
112,88,339,296,0.48862275449101794,0.5130708661417323,0.524225031212702,0.4625238743444448,0.7708333333333334,0.46614173228346456,0.24833702882483372,0.56,0.505976377952756,99,101,343,292,0.4682634730538922,0.4774212598425197,0.5058940629958673,0.43825230008363936,0.7430025445292621,0.45984251968503936,0.2239819004524887,0.495,0.49076771653543305,0.49,22,178,47,588,0.517992125984252,0.7305389221556886,0.6775245827490398,0.5014846007498627,0.7676240208877284,0.925984251968504,0.3188405797101449,0.11,0.49,24,176,53,582,0.518267716535433,0.725748502994012,0.6769667467514557,0.5044459015033911,0.7678100263852242,0.9165354330708662,0.3116883116883117,0.12,49
101,99,333,302,0.48263473053892214,0.4902952755905512,0.5196823385493364,0.4508117851966432,0.7531172069825436,0.4755905511811024,0.23271889400921658,0.505,0.4966535433070866,101,99,333,302,0.48263473053892214,0.4902952755905512,0.5196823385493364,0.4508117851966432,0.7531172069825436,0.4755905511811024,0.23271889400921658,0.505,0.4900826771653543,0.49,22,178,44,591,0.5203543307086614,0.7341317365269461,0.6798523639053107,0.5036469378574642,0.7685305591677504,0.9307086614173228,0.3333333333333333,0.11,0.49,24,176,64,571,0.5096062992125985,0.7125748502994012,0.6683333766620161,0.49650265315967196,0.7643908969210174,0.8992125984251969,0.2727272727272727,0.12,50
94,106,302,333,0.511377245508982,0.4972047244094488,0.5471355665183449,0.4677739867271568,0.7585421412300684,0.5244094488188976,0.23737373737373738,0.47,0.4988818897637795,91,109,306,329,0.5029940119760479,0.4865551181102362,0.5393713362402566,0.4590457725096436,0.7511415525114156,0.5181102362204725,0.22921914357682618,0.455,0.5020275590551182,0.51,183,17,574,61,0.5055314960629922,0.29221556886227545,0.22172767024042372,0.2767765677278663,0.782051282051282,0.09606299212598425,0.24174372523117568,0.915,0.51,182,18,563,72,0.5116929133858268,0.30419161676646705,0.24330679636894792,0.2919029374201788,0.8,0.11338582677165354,0.2442953020134228,0.91,51
96,104,332,303,0.47784431137724553,0.4785826771653543,0.5155040970054463,0.4436531902148001,0.7444717444717445,0.47716535433070867,0.22429906542056074,0.48,0.4758031496062992,89,111,338,297,0.4622754491017964,0.4563582677165354,0.5010991746683204,0.4267012864681533,0.7279411764705882,0.46771653543307085,0.20843091334894615,0.445,0.46355511811023625,0.49,18,182,49,586,0.5064173228346457,0.7233532934131737,0.6675632693545214,0.4850921380348691,0.7630208333333334,0.9228346456692913,0.26865671641791045,0.09,0.51,184,16,565,70,0.5151181102362205,0.30419161676646705,0.24054645780206496,0.29097568211812125,0.813953488372093,0.11023622047244094,0.24566088117489987,0.92,52
99,101,315,320,0.5017964071856288,0.49946850393700787,0.5381360465329336,0.4642680880465897,0.7600950118764845,0.5039370078740157,0.2391304347826087,0.495,0.5158346456692914,101,99,314,321,0.5053892215568863,0.5052559055118111,0.5414468485292736,0.46849304512002465,0.7642857142857142,0.5055118110236221,0.2433734939759036,0.505,0.5160511811023623,0.51,183,17,570,65,0.5086811023622048,0.2970059880239521,0.2298713412760547,0.282680692696191,0.7926829268292683,0.10236220472440945,0.24302788844621515,0.915,0.48,6,194,3,632,0.5126377952755905,0.7640718562874251,0.6716890928556217,0.46128855833816385,0.7651331719128329,0.9952755905511811,0.6666666666666666,0.03,53
97,103,310,325,0.5053892215568863,0.4984055118110236,0.5415674097058122,0.46554078243632996,0.7593457943925234,0.5118110236220472,0.23832923832923833,0.485,0.4850314960629921,98,102,318,317,0.49700598802395207,0.4946062992125984,0.5336530664735735,0.45984992237364153,0.7565632458233891,0.49921259842519683,0.23557692307692307,0.49,0.4897125984251968,0.48,3,197,6,629,0.502775590551181,0.7568862275449102,0.6616897758867576,0.4448811032621689,0.761501210653753,0.9905511811023622,0.3333333333333333,0.015,0.47000000000000003,1,199,0,635,0.5025,0.7616766467065869,0.6598430502517718,0.43724197257416114,0.7613908872901679,1.0,1.0,0.005,54
101,99,308,327,0.5125748502994012,0.5099803149606299,0.548206012029835,0.47404546010285553,0.7676056338028169,0.5149606299212598,0.2469437652811736,0.505,0.5227007874015748,100,100,302,333,0.518562874251497,0.5122047244094488,0.5538063817864289,0.47791070961962,0.76905311778291,0.5244094488188976,0.24875621890547264,0.5,0.5232165354330708,0.51,188,12,583,52,0.5109448818897637,0.2874251497005988,0.20589671556142058,0.2680068186271693,0.8125,0.08188976377952756,0.2438391699092088,0.94,0.51,189,11,570,65,0.5236811023622047,0.30419161676646705,0.23345652161751831,0.2885008264293121,0.8552631578947368,0.10236220472440945,0.2490118577075099,0.945,55
93,107,308,327,0.5029940119760479,0.4899803149606299,0.5393789264866602,0.4606354547845888,0.7534562211981567,0.5149606299212598,0.23192019950124687,0.465,0.47592913385826763,94,106,301,334,0.5125748502994012,0.49799212598425197,0.5482387111647332,0.46868086769591555,0.759090909090909,0.525984251968504,0.2379746835443038,0.47,0.48231889763779523,0.48,4,196,3,632,0.5076377952755905,0.7616766467065869,0.6662941069825241,0.45131273506559544,0.7632850241545893,0.9952755905511811,0.5714285714285714,0.02,0.48,5,195,5,630,0.5085629921259842,0.7604790419161677,0.6677095906035287,0.4553163731245923,0.7636363636363637,0.9921259842519685,0.5,0.025,56
109,91,319,316,0.5089820359281437,0.5213188976377953,0.5443960545234701,0.4768298348350184,0.7764127764127764,0.49763779527559054,0.2546728971962617,0.545,0.5053149606299212,103,97,309,326,0.5137724550898204,0.5141929133858267,0.5492736680906322,0.4764291980182117,0.7706855791962175,0.5133858267716536,0.25,0.515,0.5082519685039371,0.5,109,91,319,316,0.5213188976377953,0.5089820359281437,0.5443960545234701,0.4768298348350184,0.7764127764127764,0.49763779527559054,0.2546728971962617,0.545,0.5,103,97,309,326,0.5141929133858267,0.5137724550898204,0.5492736680906322,0.4764291980182117,0.7706855791962175,0.5133858267716536,0.25,0.515,57
107,93,318,317,0.5077844311377245,0.5171062992125984,0.5433935191817322,0.4745492822966507,0.7731707317073171,0.49921259842519683,0.25176470588235295,0.535,0.5298582677165353,103,97,299,336,0.525748502994012,0.5220669291338582,0.5604659880284226,0.4857030870879839,0.7759815242494227,0.5291338582677165,0.2562189054726368,0.515,0.5368464566929134,0.5,107,93,318,317,0.5171062992125984,0.5077844311377245,0.5433935191817322,0.4745492822966507,0.7731707317073171,0.49921259842519683,0.25176470588235295,0.535,0.5,103,97,299,336,0.5220669291338582,0.525748502994012,0.5604659880284226,0.4857030870879839,0.7759815242494227,0.5291338582677165,0.2562189054726368,0.515,58
96,104,314,321,0.4994011976047904,0.49275590551181103,0.5359822267003265,0.4602072378595732,0.7552941176470588,0.5055118110236221,0.23414634146341465,0.48,0.47817322834645665,104,96,311,324,0.5125748502994012,0.5151181102362206,0.5481086376547564,0.4762146957962471,0.7714285714285715,0.510236220472441,0.25060240963855424,0.52,0.4961062992125984,0.48,7,193,8,627,0.5112007874015748,0.7592814371257485,0.6710198878196615,0.46348597458643015,0.7646341463414634,0.9874015748031496,0.4666666666666667,0.035,0.5,104,96,311,324,0.5151181102362206,0.5125748502994012,0.5481086376547564,0.4762146957962471,0.7714285714285715,0.510236220472441,0.25060240963855424,0.52,59
92,108,296,339,0.5161676646706587,0.49692913385826776,0.5514815177069754,0.46977127264954044,0.7583892617449665,0.5338582677165354,0.23711340206185566,0.46,0.48268503937007873,92,108,293,342,0.5197604790419161,0.49929133858267716,0.5547537089356676,0.4724723305368467,0.76,0.5385826771653544,0.23896103896103896,0.46,0.48366141732283463,0.49,21,179,59,576,0.5060433070866142,0.7149700598802395,0.6661956662215137,0.4893884892086331,0.7629139072847683,0.9070866141732283,0.2625,0.105,0.49,24,176,60,575,0.5127559055118109,0.7173652694610778,0.6714715194937849,0.499369957116436,0.7656458055925432,0.905511811023622,0.2857142857142857,0.12,60
93,107,312,323,0.49820359281437127,0.4868307086614173,0.534923727216734,0.45700539324098866,0.7511627906976744,0.5086614173228347,0.22962962962962963,0.465,0.4969763779527559,87,113,305,330,0.4994011976047904,0.4773425196850394,0.5359991544764855,0.4530819084390513,0.744920993227991,0.5196850393700787,0.22193877551020408,0.435,0.4887795275590551,0.51,190,10,575,60,0.522244094488189,0.2994011976047904,0.22376237493043896,0.28199757468856795,0.8571428571428571,0.09448818897637795,0.24836601307189543,0.95,0.51,185,15,568,67,0.515255905511811,0.3017964071856287,0.2351192367358431,0.2875687288618047,0.8170731707317073,0.10551181102362205,0.2456839309428951,0.925,61
102,98,333,302,0.48383233532934133,0.4927952755905512,0.5207449303151087,0.45241736087336903,0.755,0.4755905511811024,0.23448275862068965,0.51,0.5060866141732283,101,99,325,310,0.49221556886227547,0.4965944881889764,0.5289149950988552,0.4582767189355269,0.7579462102689487,0.4881889763779528,0.23708920187793428,0.505,0.5046496062992126,0.51,186,14,571,64,0.5153937007874017,0.2994011976047904,0.22962891216691686,0.28411893759864937,0.8205128205128205,0.10078740157480315,0.24570673712021135,0.93,0.51,179,21,557,78,0.5089173228346456,0.3077844311377245,0.2532393467797863,0.2975063462120683,0.7878787878787878,0.12283464566929134,0.24320652173913043,0.895,62
98,102,297,338,0.5221556886227545,0.5111417322834646,0.557118539937908,0.4791244870041039,0.7681818181818182,0.5322834645669291,0.2481012658227848,0.49,0.5007716535433071,99,101,309,326,0.5089820359281437,0.5041929133858267,0.5448873291181539,0.46979693230250763,0.7634660421545667,0.5133858267716536,0.2426470588235294,0.495,0.4989055118110236,0.5,98,102,297,338,0.5111417322834646,0.5221556886227545,0.557118539937908,0.4791244870041039,0.7681818181818182,0.5322834645669291,0.2481012658227848,0.49,0.52,198,2,623,12,0.5044488188976378,0.25149700598802394,0.12102190328900639,0.2124175066288979,0.8571428571428571,0.01889763779527559,0.24116930572472595,0.99,63
100,100,317,318,0.5005988023952096,0.5003937007874015,0.5369611799410225,0.4640688562892777,0.7607655502392344,0.5007874015748032,0.23980815347721823,0.5,0.515259842519685,95,105,314,321,0.49820359281437127,0.49025590551181103,0.5348853047678155,0.45853820094126896,0.7535211267605634,0.5055118110236221,0.23227383863080683,0.475,0.5068464566929134,0.51,185,15,575,60,0.509744094488189,0.2934131736526946,0.22084703831773073,0.2772153755868545,0.8,0.09448818897637795,0.24342105263157895,0.925,0.49,23,177,54,581,0.5149803149606299,0.7233532934131737,0.674145495631381,0.5001179181104076,0.7664907651715039,0.9149606299212598,0.2987012987012987,0.115,64
102,98,312,323,0.5089820359281437,0.5093307086614174,0.5447975458617854,0.4719949906228408,0.7672209026128266,0.5086614173228347,0.2463768115942029,0.51,0.5019212598425197,102,98,322,313,0.49700598802395207,0.5014566929133858,0.5334290970933555,0.4626967201058979,0.7615571776155717,0.49291338582677163,0.24056603773584906,0.51,0.5109803149606299,0.5,102,98,312,323,0.5093307086614174,0.5089820359281437,0.5447975458617854,0.4719949906228408,0.7672209026128266,0.5086614173228347,0.2463768115942029,0.51,0.49,29,171,67,568,0.5197440944881889,0.7149700598802395,0.6756843918677456,0.5113645304693339,0.7686062246278755,0.8944881889763779,0.3020833333333333,0.145,65
109,91,314,321,0.5149700598802395,0.5252559055118111,0.5501240432847873,0.4815501294687412,0.779126213592233,0.5055118110236221,0.2576832151300236,0.545,0.5300236220472441,110,90,317,318,0.5125748502994012,0.5253937007874017,0.5477669578842013,0.4803283376225799,0.7794117647058824,0.5007874015748032,0.2576112412177986,0.55,0.5326692913385827,0.49,25,175,44,591,0.5278543307086614,0.7377245508982035,0.6861239272090655,0.5147783447298664,0.7715404699738904,0.9307086614173228,0.36231884057971014,0.125,0.5,110,90,317,318,0.5253937007874017,0.5125748502994012,0.5477669578842013,0.4803283376225799,0.7794117647058824,0.5007874015748032,0.2576112412177986,0.55,66
97,103,335,300,0.4754491017964072,0.47872047244094484,0.5131070996223694,0.4424983536986903,0.7444168734491315,0.47244094488188976,0.22453703703703703,0.485,0.4679842519685039,90,110,340,295,0.46107784431137727,0.45728346456692914,0.4998601697703494,0.426510989010989,0.7283950617283951,0.4645669291338583,0.20930232558139536,0.45,0.4580708661417323,0.52,199,1,627,8,0.5037992125984252,0.24790419161676647,0.11180747726877435,0.20637947525819378,0.8888888888888888,0.012598425196850394,0.24092009685230023,0.995,0.49,24,176,66,569,0.5080314960629921,0.7101796407185629,0.6667645219306515,0.4950774612693653,0.763758389261745,0.8960629921259843,0.26666666666666666,0.12,67
93,107,342,293,0.4622754491017964,0.46320866141732286,0.500729637381633,0.4295484803529994,0.7325,0.46141732283464565,0.21379310344827587,0.465,0.4580393700787401,91,109,334,301,0.4694610778443114,0.464507874015748,0.5078426496289717,0.4336382775119617,0.7341463414634146,0.47401574803149604,0.21411764705882352,0.455,0.4564370078740157,0.47000000000000003,1,199,1,634,0.5017125984251968,0.7604790419161677,0.6592430376520005,0.43683060404133056,0.7611044417767107,0.9984251968503937,0.5,0.005,0.47000000000000003,1,199,3,632,0.5001377952755905,0.7580838323353294,0.6580409520418276,0.4360070085332905,0.7605294825511432,0.9952755905511811,0.25,0.005,68
107,93,315,320,0.511377245508982,0.5194685039370079,0.5468222142886854,0.4773692349230505,0.774818401937046,0.5039370078740157,0.25355450236966826,0.535,0.5378267716535433,115,85,312,323,0.5245508982035928,0.5418307086614174,0.5588783348403634,0.49309668313553867,0.7916666666666666,0.5086614173228347,0.2693208430913349,0.575,0.5423267716535434,0.49,28,172,60,575,0.522755905511811,0.7221556886227545,0.6793889307732822,0.5132858980543495,0.7697456492637216,0.905511811023622,0.3181818181818182,0.14,0.5,115,85,312,323,0.5418307086614174,0.5245508982035928,0.5588783348403634,0.49309668313553867,0.7916666666666666,0.5086614173228347,0.2693208430913349,0.575,69
83,117,322,313,0.474251497005988,0.4539566929133858,0.5127243824538097,0.4310867962596515,0.727906976744186,0.49291338582677163,0.20493827160493827,0.415,0.45525196850393695,87,113,317,318,0.48502994011976047,0.46789370078740156,0.5227202739508123,0.4423511797522458,0.7378190255220418,0.5007874015748032,0.21534653465346534,0.435,0.4563740157480315,0.52,198,2,624,11,0.5036614173228346,0.2502994011976048,0.11862724503880548,0.21071307772221012,0.8461538461538461,0.01732283464566929,0.24087591240875914,0.99,0.53,200,0,631,4,0.5031496062992126,0.24431137724550897,0.10244849117718807,0.2002462018582017,1.0,0.006299212598425197,0.24067388688327315,1.0,70
108,92,311,324,0.5173652694610779,0.5251181102362206,0.5524584775503246,0.482752790249766,0.7788461538461539,0.510236220472441,0.2577565632458234,0.54,0.5216771653543306,107,93,305,330,0.5233532934131736,0.5273425196850394,0.558154975123329,0.4867458640671139,0.7801418439716312,0.5196850393700787,0.25970873786407767,0.535,0.5214330708661417,0.5,108,92,311,324,0.5251181102362206,0.5173652694610779,0.5524584775503246,0.482752790249766,0.7788461538461539,0.510236220472441,0.2577565632458234,0.54,0.5,107,93,305,330,0.5273425196850394,0.5233532934131736,0.558154975123329,0.4867458640671139,0.7801418439716312,0.5196850393700787,0.25970873786407767,0.535,71
114,86,305,330,0.5317365269461077,0.5448425196850393,0.5657847759855505,0.4981546922770682,0.7932692307692307,0.5196850393700787,0.2720763723150358,0.57,0.5582992125984252,111,89,310,325,0.5221556886227545,0.5334055118110237,0.5568473723861047,0.4885628364718181,0.785024154589372,0.5118110236220472,0.26365795724465557,0.555,0.5500866141732283,0.5,114,86,305,330,0.5448425196850393,0.5317365269461077,0.5657847759855505,0.4981546922770682,0.7932692307692307,0.5196850393700787,0.2720763723150358,0.57,0.5,111,89,310,325,0.5334055118110237,0.5221556886227545,0.5568473723861047,0.4885628364718181,0.785024154589372,0.5118110236220472,0.26365795724465557,0.555,72
102,98,297,338,0.5269461077844312,0.5211417322834646,0.561576659160927,0.48587671017210443,0.7752293577981652,0.5322834645669291,0.2556390977443609,0.51,0.5213779527559055,102,98,300,335,0.5233532934131736,0.5187795275590551,0.5582461192810914,0.48310562793186257,0.7736720554272517,0.5275590551181102,0.2537313432835821,0.51,0.516716535433071,0.5,102,98,297,338,0.5211417322834646,0.5269461077844312,0.561576659160927,0.48587671017210443,0.7752293577981652,0.5322834645669291,0.2556390977443609,0.51,0.5,102,98,300,335,0.5187795275590551,0.5233532934131736,0.5582461192810914,0.48310562793186257,0.7736720554272517,0.5275590551181102,0.2537313432835821,0.51,73
86,114,306,329,0.49700598802395207,0.47405511811023626,0.5337790547371386,0.4504650754650754,0.7426636568848759,0.5181102362204725,0.2193877551020408,0.43,0.4771338582677166,87,113,303,332,0.5017964071856288,0.4789173228346457,0.5381921655746886,0.4548650345260515,0.7460674157303371,0.5228346456692914,0.2230769230769231,0.435,0.4818307086614173,0.49,22,178,55,580,0.5116929133858268,0.7209580838323353,0.6713242445113066,0.49578993471742416,0.7651715039577837,0.9133858267716536,0.2857142857142857,0.11,0.49,26,174,58,577,0.5193307086614174,0.7221556886227545,0.6770397988243987,0.5078552120805642,0.7683089214380826,0.9086614173228347,0.30952380952380953,0.13,74
99,101,319,316,0.49700598802395207,0.49631889763779524,0.5336054606428179,0.46057440289416374,0.7577937649880095,0.49763779527559054,0.23684210526315788,0.495,0.4976771653543307,101,99,319,316,0.4994011976047904,0.5013188976377952,0.5357734300983287,0.4638556067588326,0.7614457831325301,0.49763779527559054,0.24047619047619048,0.505,0.5033425196850394,0.51,184,16,573,62,0.5088188976377953,0.2946107784431138,0.22436141754925476,0.27922402435146065,0.7948717948717948,0.09763779527559055,0.2430647291941876,0.92,0.51,183,17,556,79,0.5197047244094488,0.3137724550898204,0.25773127372785537,0.30295931434465456,0.8229166666666666,0.12440944881889764,0.2476319350473613,0.915,75
