tn_proba,fp_proba,fn_proba,tp_proba,accuracy_proba,balanced_accuracy_proba,f1_weighted_proba,f1_macro_proba,precision_1_proba,recall_1_proba,precision_0_proba,recall_0_proba,roc_auc_proba,tn_ratio,fp_ratio,fn_ratio,tp_ratio,accuracy_ratio,balanced_accuracy_ratio,f1_weighted_ratio,f1_macro_ratio,precision_1_ratio,recall_1_ratio,precision_0_ratio,recall_0_ratio,roc_auc_ratio,best_thresh_proba,tn_proba_best,fp_proba_best,fn_proba_best,tp_proba_best,balanced_accuracy_proba_best,accuracy_proba_best,f1_weighted_proba_best,f1_macro_proba_best,precision_1_proba_best,recall_1_proba_best,precision_0_proba_best,recall_0_proba_best,best_thresh_ratio,tn_ratio_best,fp_ratio_best,fn_ratio_best,tp_ratio_best,balanced_accuracy_ratio_best,accuracy_ratio_best,f1_weighted_ratio_best,f1_macro_ratio_best,precision_1_ratio_best,recall_1_ratio_best,precision_0_ratio_best,recall_0_ratio_best,perm_or_obs,perm_id
434,472,1550,1502,0.48913592723597776,0.4855825008173268,0.5296284698503354,0.44901901117648435,0.7608915906788247,0.4921363040629096,0.21875,0.47902869757174393,0.48470658693029434,418,488,1513,1539,0.49444163719050027,0.48281407769377876,0.5347563182316147,0.45035114212016925,0.7592501233349778,0.504259501965924,0.216468151216986,0.4613686534216336,0.4834169465829956,0.0,0,906,0,3052,0.5,0.7710965133906014,0.6714369640137277,0.43537803138373754,0.7710965133906014,1.0,0.0,0.0,0.55,906,0,3048,4,0.5006553079947575,0.22991409802930773,0.0873628401688742,0.18772865360997995,1.0,0.001310615989515072,0.2291350531107739,1.0,perm,24
464,442,1497,1555,0.5101061141990905,0.5108216231385925,0.5490595855289436,0.4698234248902092,0.7786680020030045,0.5095019659239842,0.23661397246302907,0.5121412803532008,0.5104118748173673,452,454,1509,1543,0.5040424456796362,0.5022331825980286,0.5434780641533348,0.4632611568125223,0.7726589884827241,0.505570117955439,0.23049464558898522,0.4988962472406181,0.5074924632347623,0.49,235,671,712,2340,0.5130461261605317,0.6505811015664477,0.6532653293023397,0.5127689214676016,0.7771504483560279,0.7667103538663171,0.2481520591341077,0.25938189845474613,0.49,240,666,742,2310,0.5108906980983049,0.6442647801920162,0.6491821805563639,0.5103303228999134,0.7762096774193549,0.7568807339449541,0.24439918533604887,0.26490066225165565,perm,25
458,448,1547,1505,0.4959575543203638,0.4993190149259777,0.5357650811973762,0.4580335500981327,0.7706093189964157,0.49311926605504586,0.228428927680798,0.5055187637969095,0.49823840770283445,445,461,1538,1514,0.49494694290045477,0.4936190649781998,0.5349850913693665,0.45520619943409774,0.7665822784810127,0.49606815203145477,0.22440746343923348,0.4911699779249448,0.4999191714476665,0.55,906,0,3051,1,0.5001638269986893,0.22915613946437594,0.08579675396313954,0.18663229682962704,1.0,0.000327653997378768,0.22896133434420016,1.0,0.51,687,219,2256,796,0.5095453638044318,0.37468418393127845,0.3835535964974249,0.37420958109882385,0.7842364532019704,0.2608125819134993,0.23343527013251783,0.7582781456953642,perm,26
449,457,1546,1506,0.4939363314805457,0.4945159545074485,0.5339758973821992,0.45507331847958366,0.7671930718288335,0.49344692005242463,0.22506265664160402,0.4955849889624724,0.49669091161587675,454,452,1518,1534,0.5022738756947953,0.5018624923692061,0.5417943768967858,0.46223434352017095,0.7724068479355488,0.5026212319790302,0.2302231237322515,0.5011037527593819,0.49122097043447066,0.49,228,678,749,2303,0.5031213925511878,0.6394643759474482,0.6441400151111542,0.5028171750363266,0.772559543777256,0.7545871559633027,0.23336745138178097,0.25165562913907286,0.5,454,452,1518,1534,0.5018624923692061,0.5022738756947953,0.5417943768967858,0.46223434352017095,0.7724068479355488,0.5026212319790302,0.2302231237322515,0.5011037527593819,perm,27
439,467,1556,1496,0.4888832743810005,0.4873589207236452,0.5293226362477229,0.44963221332211567,0.7620988283239939,0.49017038007863695,0.22005012531328322,0.4845474613686534,0.48511235711247863,450,456,1536,1516,0.4967155128852956,0.49670610087403333,0.5365947264310518,0.45735325210772526,0.768762677484787,0.4967234600262123,0.22658610271903323,0.4966887417218543,0.4848300900650679,0.47000000000000003,19,887,58,2994,0.5009836852901438,0.7612430520464881,0.6748412498508106,0.4511762709461979,0.7714506570471528,0.9809960681520314,0.24675324675324675,0.02097130242825607,0.0,0,906,0,3052,0.5,0.7710965133906014,0.6714369640137277,0.43537803138373754,0.7710965133906014,1.0,0.0,0.0,perm,28
440,466,1524,1528,0.49722081859525014,0.49315326106139645,0.5371842440588065,0.4561242147159029,0.7662988966900702,0.5006553079947575,0.2240325865580448,0.4856512141280353,0.4985555738791051,443,463,1535,1517,0.49519959575543204,0.49300679321488605,0.5352477838714679,0.45507669087052294,0.7661616161616162,0.4970511140235911,0.22396359959555107,0.488962472406181,0.495687154806026,0.51,680,226,2255,797,0.5058460561452844,0.37316826680141485,0.38267534274113607,0.37262005197393955,0.7790811339198436,0.2611402359108781,0.23168654173764908,0.7505518763796909,0.52,816,90,2717,335,0.5052131703887582,0.2908034360788277,0.23274278037251614,0.2801726117945735,0.788235294117647,0.10976408912188729,0.23096518539484856,0.9006622516556292,perm,29
446,460,1513,1539,0.5015159171298635,0.49826661632512537,0.5411617762784947,0.4603640424390242,0.7698849424712356,0.504259501965924,0.2276671771311894,0.4922737306843267,0.49305814737341563,435,471,1497,1555,0.5027791814047499,0.49481720812755503,0.5424261146904662,0.4594998780129348,0.7675222112537019,0.5095019659239842,0.2251552795031056,0.48013245033112584,0.49213684653641515,0.49,231,675,745,2307,0.5054323296850182,0.6412329459322891,0.6458240064632722,0.5050752078991277,0.7736418511066399,0.7558977719528178,0.23668032786885246,0.25496688741721857,0.49,241,665,769,2283,0.5070192455133824,0.6376958059626073,0.6443887267245535,0.5062828810020876,0.7744233378561737,0.7480340760157274,0.2386138613861386,0.26600441501103755,perm,30
451,455,1514,1538,0.5025265285497726,0.5008621712248906,0.542063287728375,0.46194441596512614,0.7717009533366783,0.5039318479685452,0.22951653944020356,0.4977924944812362,0.5020082369177089,446,460,1489,1563,0.5075795856493178,0.5021984642936705,0.546834796716799,0.46496727198325716,0.7726149283242709,0.5121231979030144,0.23049095607235143,0.4922737306843267,0.5016442371954555,0.49,230,676,745,2307,0.5048804533053273,0.6409802930773117,0.6455127929998539,0.5045454765683257,0.7733825008380825,0.7558977719528178,0.2358974358974359,0.25386313465783666,0.5,446,460,1489,1563,0.5021984642936705,0.5075795856493178,0.546834796716799,0.46496727198325716,0.7726149283242709,0.5121231979030144,0.23049095607235143,0.4922737306843267,perm,31
444,462,1522,1530,0.4987367357251137,0.49568842057753904,0.5385696475566147,0.4579267902071796,0.7680722891566265,0.5013106159895151,0.22583926754832145,0.4900662251655629,0.49051250003616487,447,459,1535,1517,0.4962102071753411,0.49521429873364986,0.536154336138665,0.45648881499062316,0.7677125506072875,0.4970511140235911,0.2255297679112008,0.49337748344370863,0.48561269850913813,0.53,890,16,2987,65,0.5018187328397548,0.2412834765032845,0.11718245195958743,0.20682257268350998,0.8024691358024691,0.02129750982961992,0.22955893732267216,0.9823399558498896,0.47000000000000003,32,874,85,2967,0.5037347492615127,0.7577059120768065,0.6781368912127003,0.46171722229714673,0.7724550898203593,0.9721494102228048,0.27350427350427353,0.03532008830022075,perm,32
453,453,1486,1566,0.5101061141990905,0.5065530799475754,0.549147176279447,0.4680415429547179,0.7756315007429421,0.5131061598951507,0.23362558019597732,0.5,0.5101030265681824,448,458,1462,1590,0.5149065184436584,0.5077255460176658,0.5536342829657932,0.470855614973262,0.7763671875,0.5209698558322412,0.23455497382198953,0.49448123620309054,0.5114474567395462,0.51,689,217,2252,800,0.5113044245585712,0.376200101061142,0.3852017654343923,0.37570910118623746,0.7866273352999017,0.2621231979030144,0.2342740564433866,0.760485651214128,0.51,671,235,2207,845,0.5087428646651564,0.38302172814552804,0.39656160105930477,0.3818270334766654,0.7824074074074074,0.27686762778505897,0.2331480194579569,0.7406181015452539,perm,33
