comparison_type,iteration,mean_proba_diff,pooled_sd,norm_proba_diff,discrepancy_ratio,pearson_r,spearman_r,ccc,icc,mean_proba_diff_test,pooled_sd_test,norm_proba_diff_test,discrepancy_ratio_test,pearson_r_test,spearman_r_test,ccc_test,icc_test
within,100,0.02744328312425006,0.07991117773138408,0.3434223334374919,0.065,0.895163912486376,0.8142128553213832,0.8895428805691644,0.8944855663037538,0.04711240247031391,0.0806466556879825,0.5841829654113522,0.2,0.6269337723288703,0.541371034275857,0.619905502527706,0.624547471905369
within,101,0.023547128887282814,0.10127303815600036,0.23251133091327786,0.06,0.9612297505549897,0.9228980724518114,0.9468256550856413,0.9517744501008217,0.044471066777503516,0.08398011104581413,0.5295428432244269,0.21,0.7268336382668716,0.6577394434860873,0.7140170193764537,0.7188145822798897
within,102,0.027443283124250054,0.07991117773138408,0.3434223334374918,0.065,0.8951639124863756,0.8142128553213832,0.8895428805691644,0.8944855663037538,0.04711240247031391,0.0806466556879825,0.5841829654113522,0.2,0.6269337723288704,0.541371034275857,0.6199055025277059,0.6245474719053687
within,103,0.025307235478159988,0.10290797964209066,0.24592102153960674,0.1,0.9538803967702496,0.8641251031275783,0.944413432886678,0.9493304221559877,0.04829615849334479,0.08060121206289358,0.5991989109997381,0.235,0.6449301238642742,0.5613125328133204,0.6315097129692078,0.6352209091006632
within,104,0.02530723547815999,0.10290797964209066,0.24592102153960677,0.1,0.9538803967702495,0.8641251031275783,0.944413432886678,0.9493304221559877,0.05779690696290886,0.09334538381492763,0.6191726317982752,0.21,0.6784412413523131,0.5449876246906173,0.6094484296783186,0.6140704284902262
within,105,0.027119525544071425,0.1085819839774927,0.2497608217371757,0.055,0.9494840578931816,0.8923858096452413,0.9438761859156344,0.9488695313240885,0.050695064129301956,0.08532577281591339,0.5941354230529424,0.21,0.6689555494087895,0.5881092027300684,0.6461734412757184,0.6508076175066179
within,106,0.02330804958356098,0.10181054321337404,0.2289355193274245,0.055,0.955603089988769,0.8929588239705994,0.9504687746571587,0.9554557823932469,0.04925763634516033,0.08979003808437552,0.5485868744021807,0.21,0.7330537820333496,0.6580199504987626,0.7028609640056189,0.7075085533563203
within,107,0.027571684578249763,0.11433875408251855,0.2411403272625414,0.04,0.9496906160501934,0.8944783619590491,0.9397125345865719,0.9447035709295889,0.04770478206249508,0.0891005455495176,0.5354039278691415,0.21,0.7432779701151182,0.6621930548263707,0.7144326149901861,0.7190027714129292
within,108,0.025089559258340017,0.10129756524598131,0.24768176014314788,0.08,0.9509232306174871,0.8979944498612468,0.9439389588285179,0.9489229541912624,0.0544703820853738,0.09274353882642086,0.5873226617686086,0.21,0.7183105249644962,0.5606060151503788,0.6471146739631377,0.6516279602177116
within,109,0.02757168457824977,0.11433875408251855,0.24114032726254145,0.04,0.9496906160501934,0.8944783619590491,0.9397125345865719,0.9447035709295889,0.04770478206249509,0.08910054554951759,0.5354039278691417,0.21,0.7432779701151182,0.6621930548263707,0.7144326149901863,0.7190027714129292
within,110,0.02330804958356099,0.10181054321337404,0.22893551932742456,0.055,0.9556030899887689,0.8929588239705994,0.9504687746571587,0.9554557823932469,0.049257636345160345,0.08979003808437552,0.5485868744021808,0.21,0.7330537820333495,0.6580199504987626,0.7028609640056187,0.7075085533563202
within,111,0.02744328312425006,0.07991117773138408,0.3434223334374919,0.065,0.8951639124863757,0.8142128553213832,0.8895428805691646,0.8944855663037538,0.04711240247031392,0.0806466556879825,0.5841829654113523,0.2,0.6269337723288703,0.541371034275857,0.6199055025277062,0.6245474719053692
within,112,0.02508955925834001,0.10129756524598132,0.2476817601431478,0.08,0.9509232306174871,0.8979944498612468,0.9439389588285179,0.9489229541912624,0.054470382085373796,0.09274353882642086,0.5873226617686086,0.21,0.7183105249644962,0.5606060151503788,0.6471146739631378,0.6516279602177116
within,113,0.02530723547816,0.10290797964209066,0.24592102153960685,0.1,0.9538803967702494,0.8641251031275783,0.944413432886678,0.9493304221559877,0.04829615849334477,0.0806012120628936,0.5991989109997377,0.235,0.6449301238642744,0.5613125328133204,0.6315097129692079,0.6352209091006632
within,114,0.022443323670887833,0.08480755079451928,0.2646382717178792,0.05,0.937625191314311,0.8939353483837097,0.9327473170902701,0.9377373659656117,0.041400237543596,0.07296013765225626,0.5674363957606338,0.12,0.6911453638150313,0.6098297457436436,0.6482917986052145,0.6525936747965944
within,115,0.02508955925834001,0.10129756524598132,0.2476817601431478,0.08,0.9509232306174873,0.8979944498612468,0.9439389588285175,0.9489229541912624,0.047107522486021194,0.08111535328936854,0.5807473009205938,0.21,0.640949262711064,0.5378774469361736,0.6326254480719554,0.6371818818696898
within,116,0.02744328312425006,0.07991117773138408,0.3434223334374919,0.065,0.8951639124863757,0.8142128553213832,0.8895428805691644,0.8944855663037538,0.045605642715465376,0.07652206003992912,0.5959803315758673,0.17,0.6430796722942003,0.5745113627840697,0.5878186757629489,0.5917958396322044
within,117,0.027443283124250057,0.07991117773138408,0.34342233343749184,0.065,0.8951639124863757,0.8142128553213832,0.8895428805691645,0.8944855663037538,0.04711240247031391,0.0806466556879825,0.5841829654113522,0.2,0.6269337723288704,0.541371034275857,0.619905502527706,0.624547471905369
within,118,0.02530723547815999,0.10290797964209066,0.24592102153960677,0.1,0.9538803967702494,0.8641251031275783,0.944413432886678,0.9493304221559877,0.05779690696290886,0.09334538381492764,0.6191726317982751,0.21,0.6784412413523131,0.5449876246906173,0.6094484296783185,0.6140704284902263
within,119,0.025307235478159988,0.10290797964209066,0.24592102153960674,0.1,0.9538803967702495,0.8641251031275783,0.944413432886678,0.9493304221559877,0.04829615849334477,0.08060121206289358,0.5991989109997378,0.235,0.6449301238642742,0.5613125328133204,0.631509712969208,0.6352209091006633
within,120,0.024802350579530282,0.08459408444017968,0.29319249382111523,0.06,0.9382452074894033,0.8643291082277058,0.9215512266316293,0.92640643600498,0.049247160532773344,0.0805702669020873,0.611232436310789,0.23,0.6232336803639268,0.5453281332033302,0.6112670903091261,0.615191154990891
within,121,0.02530723547816,0.10290797964209066,0.24592102153960685,0.1,0.9538803967702494,0.8641251031275783,0.944413432886678,0.9493304221559877,0.05779690696290885,0.09334538381492764,0.619172631798275,0.21,0.6784412413523131,0.5449876246906173,0.6094484296783186,0.6140704284902264
within,122,0.02480235057953029,0.08459408444017968,0.2931924938211153,0.06,0.9382452074894032,0.8643291082277058,0.9215512266316291,0.92640643600498,0.04803897987427692,0.08108279510894364,0.5924682271958098,0.135,0.7297952095208196,0.647134178354459,0.642616895074691,0.6462415083293568
within,123,0.024802350579530296,0.08459408444017968,0.2931924938211154,0.06,0.9382452074894034,0.8643291082277058,0.9215512266316293,0.92640643600498,0.048038979874276924,0.08108279510894366,0.5924682271958097,0.135,0.7297952095208196,0.647134178354459,0.6426168950746909,0.6462415083293566
within,124,0.022443323670887815,0.08480755079451929,0.2646382717178789,0.05,0.9376251913143113,0.8939353483837097,0.93274731709027,0.937737365965612,0.041400237543596,0.07296013765225626,0.5674363957606338,0.12,0.6911453638150312,0.6098297457436436,0.6482917986052145,0.6525936747965944
within,125,0.024802350579530296,0.08459408444017968,0.2931924938211154,0.06,0.9382452074894031,0.8643291082277058,0.9215512266316293,0.92640643600498,0.04803897987427691,0.08108279510894364,0.5924682271958097,0.135,0.7297952095208194,0.647134178354459,0.6426168950746907,0.6462415083293567
within,126,0.025089559258340017,0.10129756524598132,0.24768176014314786,0.08,0.9509232306174873,0.8979944498612468,0.9439389588285177,0.9489229541912624,0.0544703820853738,0.09274353882642086,0.5873226617686086,0.21,0.7183105249644962,0.5606060151503788,0.6471146739631378,0.6516279602177116
within,127,0.026769006041537747,0.1002078462561736,0.26713483067089233,0.08,0.9383613485370962,0.887902197554939,0.9300693536727895,0.9350584587251024,0.04374578566102203,0.0851910588176613,0.5135020771916139,0.195,0.7462929214645864,0.6718847971199281,0.7300094012131392,0.7348157639063955
within,128,0.02354712888728283,0.10127303815600036,0.23251133091327802,0.06,0.9612297505549898,0.9228980724518114,0.9468256550856411,0.9517744501008217,0.044471066777503516,0.08398011104581414,0.5295428432244269,0.21,0.7268336382668716,0.6577394434860873,0.7140170193764533,0.7188145822798897
within,129,0.027443283124250067,0.07991117773138408,0.343422333437492,0.065,0.895163912486376,0.8142128553213832,0.8895428805691644,0.8944855663037538,0.04711240247031392,0.0806466556879825,0.5841829654113523,0.2,0.6269337723288702,0.541371034275857,0.6199055025277062,0.624547471905369
within,130,0.027571684578249763,0.11433875408251855,0.2411403272625414,0.04,0.9496906160501937,0.8944783619590491,0.939712534586572,0.9447035709295889,0.04853145217370731,0.08503169864499567,0.570745415498806,0.18,0.6954646247729452,0.5960759018975476,0.6744966127347838,0.6784058781551582
within,131,0.024802350579530296,0.08459408444017968,0.2931924938211154,0.06,0.9382452074894032,0.8643291082277058,0.9215512266316293,0.92640643600498,0.04924716053277334,0.0805702669020873,0.6112324363107889,0.23,0.6232336803639268,0.5453281332033302,0.6112670903091261,0.6151911549908909
within,132,0.025089559258340017,0.10129756524598131,0.24768176014314788,0.08,0.9509232306174872,0.8979944498612468,0.9439389588285179,0.9489229541912624,0.047107522486021215,0.08111535328936854,0.5807473009205941,0.21,0.6409492627110638,0.5378774469361736,0.6326254480719552,0.6371818818696896
within,133,0.026769006041537754,0.1002078462561736,0.2671348306708924,0.08,0.9383613485370961,0.887902197554939,0.9300693536727895,0.9350584587251024,0.05519816645952452,0.09558008279485888,0.577506995657191,0.175,0.7295765873090592,0.565116627915698,0.6459269977316253,0.6506161794349974
within,134,0.02508955925834002,0.10129756524598132,0.24768176014314788,0.08,0.9509232306174871,0.8979944498612468,0.9439389588285177,0.9489229541912624,0.05447038208537381,0.09274353882642086,0.5873226617686087,0.21,0.7183105249644961,0.5606060151503788,0.6471146739631378,0.6516279602177116
within,135,0.026769006041537747,0.1002078462561736,0.26713483067089233,0.08,0.9383613485370961,0.887902197554939,0.9300693536727895,0.9350584587251023,0.04374578566102203,0.0851910588176613,0.5135020771916139,0.195,0.7462929214645863,0.6718847971199281,0.7300094012131392,0.7348157639063954
within,136,0.02744328312425006,0.07991117773138408,0.3434223334374919,0.065,0.8951639124863761,0.8142128553213832,0.8895428805691644,0.8944855663037539,0.04560564271546539,0.07652206003992912,0.5959803315758674,0.17,0.6430796722942003,0.5745113627840697,0.5878186757629489,0.5917958396322042
within,137,0.025089559258340017,0.10129756524598132,0.24768176014314786,0.08,0.9509232306174873,0.8979944498612468,0.9439389588285175,0.9489229541912624,0.047107522486021194,0.08111535328936854,0.5807473009205938,0.21,0.640949262711064,0.5378774469361736,0.6326254480719554,0.6371818818696898
within,138,0.02530723547815997,0.10290797964209066,0.24592102153960657,0.1,0.9538803967702497,0.8641251031275783,0.944413432886678,0.9493304221559877,0.05779690696290885,0.09334538381492764,0.619172631798275,0.21,0.6784412413523131,0.5449876246906173,0.6094484296783187,0.6140704284902263
within,139,0.026769006041537747,0.1002078462561736,0.26713483067089233,0.08,0.9383613485370962,0.887902197554939,0.9300693536727895,0.9350584587251024,0.05519816645952452,0.09558008279485888,0.577506995657191,0.175,0.7295765873090592,0.565116627915698,0.6459269977316253,0.6506161794349974
within,140,0.02711952554407142,0.1085819839774927,0.24976082173717565,0.055,0.9494840578931815,0.8923858096452413,0.9438761859156344,0.9488695313240885,0.050736553136006626,0.08596941655591686,0.5901697972209243,0.205,0.666195782090421,0.5936728418210456,0.6450197734751733,0.6491831377584326
within,141,0.027119525544071436,0.1085819839774927,0.24976082173717581,0.055,0.9494840578931816,0.8923858096452413,0.9438761859156345,0.9488695313240885,0.05073655313600664,0.08596941655591686,0.5901697972209244,0.205,0.6661957820904209,0.5936728418210456,0.6450197734751731,0.6491831377584326
within,142,0.02480235057953029,0.08459408444017968,0.2931924938211153,0.06,0.9382452074894033,0.8643291082277058,0.9215512266316293,0.92640643600498,0.04803897987427691,0.08108279510894364,0.5924682271958097,0.135,0.7297952095208196,0.647134178354459,0.6426168950746907,0.6462415083293568
within,143,0.025089559258340027,0.10129756524598131,0.247681760143148,0.08,0.9509232306174871,0.8979944498612468,0.9439389588285177,0.9489229541912624,0.0544703820853738,0.09274353882642085,0.5873226617686087,0.21,0.7183105249644962,0.5606060151503788,0.6471146739631379,0.6516279602177116
within,144,0.025307235478160002,0.10290797964209066,0.24592102153960688,0.1,0.9538803967702496,0.8641251031275783,0.944413432886678,0.9493304221559877,0.04829615849334477,0.08060121206289358,0.5991989109997378,0.235,0.6449301238642744,0.5613125328133204,0.631509712969208,0.6352209091006632
within,145,0.023547128887282828,0.10127303815600036,0.232511330913278,0.06,0.9612297505549896,0.9228980724518114,0.9468256550856411,0.9517744501008217,0.0460657126902345,0.07824787792288689,0.588715169191325,0.15,0.7181767663296492,0.6055261381534539,0.645138193387915,0.6484814245862877
within,146,0.02744328312425006,0.07991117773138408,0.3434223334374919,0.065,0.8951639124863757,0.8142128553213832,0.8895428805691644,0.8944855663037539,0.04711240247031391,0.0806466556879825,0.5841829654113522,0.2,0.6269337723288703,0.541371034275857,0.619905502527706,0.624547471905369
within,147,0.02744328312425007,0.07991117773138408,0.343422333437492,0.065,0.895163912486376,0.8142128553213832,0.8895428805691644,0.8944855663037539,0.04560564271546538,0.07652206003992912,0.5959803315758673,0.17,0.6430796722942003,0.5745113627840697,0.587818675762949,0.5917958396322044
within,148,0.026769006041537757,0.1002078462561736,0.26713483067089244,0.08,0.9383613485370961,0.887902197554939,0.9300693536727895,0.9350584587251023,0.04374578566102204,0.0851910588176613,0.513502077191614,0.195,0.7462929214645864,0.6718847971199281,0.7300094012131392,0.7348157639063954
within,149,0.023308049583560978,0.10181054321337404,0.22893551932742448,0.055,0.9556030899887691,0.8929588239705994,0.9504687746571587,0.9554557823932469,0.044331904458035074,0.08520668978056639,0.5202866649579212,0.17,0.7308142489843013,0.6319942998574966,0.7057862897302121,0.7104167719432709
within,150,0.025307235478159988,0.10290797964209066,0.24592102153960674,0.1,0.9538803967702495,0.8641251031275783,0.944413432886678,0.9493304221559877,0.05779690696290885,0.09334538381492763,0.6191726317982751,0.21,0.678441241352313,0.5449876246906173,0.6094484296783188,0.6140704284902262
within,151,0.026769006041537747,0.1002078462561736,0.26713483067089233,0.08,0.9383613485370961,0.887902197554939,0.9300693536727895,0.9350584587251024,0.04374578566102203,0.0851910588176613,0.5135020771916139,0.195,0.7462929214645861,0.6718847971199281,0.7300094012131393,0.7348157639063956
within,152,0.02244332367088782,0.08480755079451928,0.264638271717879,0.05,0.9376251913143112,0.8939353483837097,0.9327473170902701,0.937737365965612,0.0496331894641256,0.086466949508329,0.5740134206925461,0.205,0.6858085039625303,0.5551068776719419,0.6423638023325017,0.6469324961479684
within,153,0.02508955925834001,0.10129756524598132,0.2476817601431478,0.08,0.9509232306174871,0.8979944498612468,0.9439389588285179,0.9489229541912624,0.0544703820853738,0.09274353882642085,0.5873226617686087,0.21,0.7183105249644962,0.5606060151503788,0.6471146739631379,0.6516279602177116
within,154,0.02757168457824977,0.11433875408251855,0.24114032726254145,0.04,0.9496906160501934,0.8944783619590491,0.9397125345865719,0.9447035709295889,0.04770478206249507,0.0891005455495176,0.5354039278691415,0.21,0.7432779701151183,0.6621930548263707,0.7144326149901861,0.7190027714129292
within,155,0.022443323670887826,0.08480755079451929,0.26463827171787907,0.05,0.9376251913143112,0.8939353483837097,0.9327473170902701,0.9377373659656117,0.0496331894641256,0.086466949508329,0.5740134206925461,0.205,0.6858085039625303,0.5551068776719419,0.6423638023325018,0.6469324961479684
within,156,0.024802350579530275,0.08459408444017967,0.2931924938211152,0.06,0.9382452074894034,0.8643291082277058,0.9215512266316295,0.92640643600498,0.049247160532773344,0.0805702669020873,0.611232436310789,0.23,0.6232336803639267,0.5453281332033302,0.611267090309126,0.6151911549908908
within,157,0.025089559258340013,0.10129756524598131,0.24768176014314786,0.08,0.9509232306174871,0.8979944498612468,0.9439389588285179,0.9489229541912624,0.0544703820853738,0.09274353882642086,0.5873226617686086,0.21,0.7183105249644961,0.5606060151503788,0.6471146739631378,0.6516279602177116
within,158,0.02354712888728282,0.10127303815600036,0.2325113309132779,0.06,0.9612297505549896,0.9228980724518114,0.9468256550856411,0.9517744501008217,0.044471066777503516,0.08398011104581414,0.5295428432244269,0.21,0.7268336382668718,0.6577394434860873,0.7140170193764535,0.7188145822798897
within,159,0.02480235057953029,0.08459408444017967,0.29319249382111534,0.06,0.9382452074894034,0.8643291082277058,0.9215512266316294,0.92640643600498,0.049247160532773344,0.08057026690208731,0.6112324363107889,0.23,0.6232336803639268,0.5453281332033302,0.611267090309126,0.615191154990891
within,160,0.025089559258340017,0.10129756524598132,0.24768176014314786,0.08,0.9509232306174871,0.8979944498612468,0.9439389588285177,0.9489229541912624,0.0544703820853738,0.09274353882642086,0.5873226617686086,0.21,0.7183105249644962,0.5606060151503788,0.6471146739631378,0.6516279602177116
within,161,0.023308049583560995,0.10181054321337404,0.22893551932742465,0.055,0.955603089988769,0.8929588239705994,0.9504687746571587,0.9554557823932469,0.044331904458035074,0.08520668978056639,0.5202866649579212,0.17,0.7308142489843011,0.6319942998574966,0.7057862897302122,0.7104167719432709
within,162,0.022443323670887826,0.08480755079451929,0.26463827171787907,0.05,0.9376251913143111,0.8939353483837097,0.9327473170902699,0.9377373659656117,0.041400237543596,0.07296013765225626,0.5674363957606338,0.12,0.6911453638150313,0.6098297457436436,0.6482917986052142,0.6525936747965944
within,163,0.02508955925834002,0.10129756524598131,0.24768176014314794,0.08,0.9509232306174871,0.8979944498612468,0.9439389588285179,0.9489229541912624,0.0544703820853738,0.09274353882642085,0.5873226617686087,0.21,0.7183105249644962,0.5606060151503788,0.6471146739631379,0.6516279602177114
within,164,0.02757168457824977,0.11433875408251855,0.24114032726254145,0.04,0.9496906160501934,0.8944783619590491,0.9397125345865719,0.9447035709295889,0.04853145217370731,0.08503169864499567,0.570745415498806,0.18,0.6954646247729452,0.5960759018975476,0.6744966127347837,0.6784058781551582
within,165,0.027571684578249756,0.11433875408251855,0.24114032726254134,0.04,0.9496906160501934,0.8944783619590491,0.9397125345865719,0.9447035709295889,0.04770478206249508,0.08910054554951759,0.5354039278691416,0.21,0.7432779701151181,0.6621930548263707,0.7144326149901863,0.7190027714129291
within,166,0.027119525544071425,0.1085819839774927,0.2497608217371757,0.055,0.9494840578931817,0.8923858096452413,0.9438761859156347,0.9488695313240885,0.050736553136006626,0.08596941655591686,0.5901697972209243,0.205,0.666195782090421,0.5936728418210456,0.6450197734751733,0.6491831377584326
within,167,0.025089559258340013,0.10129756524598131,0.24768176014314786,0.08,0.9509232306174871,0.8979944498612468,0.9439389588285179,0.9489229541912624,0.047107522486021194,0.08111535328936854,0.5807473009205938,0.21,0.6409492627110641,0.5378774469361736,0.6326254480719554,0.6371818818696898
within,168,0.02508955925834003,0.10129756524598132,0.247681760143148,0.08,0.950923230617487,0.8979944498612468,0.9439389588285177,0.9489229541912624,0.04710752248602121,0.08111535328936853,0.5807473009205941,0.21,0.6409492627110638,0.5378774469361736,0.6326254480719553,0.6371818818696896
within,169,0.02508955925834001,0.10129756524598131,0.24768176014314783,0.08,0.9509232306174873,0.8979944498612468,0.9439389588285179,0.9489229541912624,0.04710752248602121,0.08111535328936854,0.580747300920594,0.21,0.640949262711064,0.5378774469361736,0.6326254480719554,0.6371818818696897
within,170,0.02530723547815998,0.10290797964209066,0.24592102153960668,0.1,0.9538803967702495,0.8641251031275783,0.944413432886678,0.9493304221559877,0.057796906962908866,0.09334538381492764,0.6191726317982752,0.21,0.6784412413523129,0.5449876246906173,0.6094484296783186,0.6140704284902263
within,171,0.025089559258340017,0.10129756524598131,0.24768176014314788,0.08,0.9509232306174872,0.8979944498612468,0.9439389588285177,0.9489229541912624,0.04710752248602121,0.08111535328936854,0.580747300920594,0.21,0.6409492627110639,0.5378774469361736,0.6326254480719553,0.6371818818696896
within,172,0.027571684578249777,0.11433875408251856,0.24114032726254148,0.04,0.9496906160501934,0.8944783619590491,0.9397125345865718,0.9447035709295889,0.04770478206249508,0.08910054554951759,0.5354039278691416,0.21,0.7432779701151182,0.6621930548263707,0.7144326149901863,0.7190027714129292
within,173,0.022443323670887826,0.08480755079451929,0.26463827171787907,0.05,0.937625191314311,0.8939353483837097,0.93274731709027,0.9377373659656117,0.041400237543596,0.07296013765225626,0.5674363957606338,0.12,0.6911453638150314,0.6098297457436436,0.6482917986052144,0.6525936747965944
within,174,0.022443323670887826,0.08480755079451929,0.26463827171787907,0.05,0.9376251913143111,0.8939353483837097,0.93274731709027,0.9377373659656117,0.04140023754359601,0.07296013765225626,0.5674363957606339,0.12,0.6911453638150311,0.6098297457436436,0.6482917986052145,0.6525936747965942
within,175,0.023308049583560985,0.10181054321337404,0.22893551932742454,0.055,0.955603089988769,0.8929588239705994,0.9504687746571587,0.9554557823932469,0.049257636345160324,0.08979003808437552,0.5485868744021806,0.21,0.7330537820333495,0.6580199504987626,0.7028609640056189,0.7075085533563203
within,176,0.027443283124250054,0.07991117773138408,0.3434223334374918,0.065,0.8951639124863758,0.8142128553213832,0.8895428805691645,0.8944855663037538,0.04711240247031392,0.0806466556879825,0.5841829654113523,0.2,0.6269337723288704,0.541371034275857,0.6199055025277062,0.624547471905369
within,177,0.02330804958356099,0.10181054321337404,0.22893551932742456,0.055,0.9556030899887689,0.8929588239705994,0.9504687746571587,0.9554557823932469,0.044331904458035074,0.08520668978056638,0.5202866649579213,0.17,0.7308142489843014,0.6319942998574966,0.7057862897302124,0.7104167719432711
within,178,0.025089559258340013,0.10129756524598131,0.24768176014314786,0.08,0.9509232306174872,0.8979944498612468,0.9439389588285179,0.9489229541912624,0.047107522486021194,0.08111535328936854,0.5807473009205938,0.21,0.640949262711064,0.5378774469361736,0.6326254480719554,0.6371818818696897
within,179,0.02330804958356098,0.10181054321337404,0.2289355193274245,0.055,0.955603089988769,0.8929588239705994,0.9504687746571588,0.9554557823932469,0.044331904458035074,0.08520668978056638,0.5202866649579213,0.17,0.7308142489843014,0.6319942998574966,0.7057862897302124,0.7104167719432709
within,180,0.02744328312425006,0.07991117773138408,0.3434223334374919,0.065,0.8951639124863755,0.8142128553213832,0.8895428805691644,0.8944855663037539,0.045605642715465376,0.07652206003992912,0.5959803315758673,0.17,0.6430796722942005,0.5745113627840697,0.5878186757629491,0.5917958396322044
within,181,0.027443283124250067,0.07991117773138408,0.343422333437492,0.065,0.8951639124863757,0.8142128553213832,0.8895428805691646,0.8944855663037539,0.045605642715465376,0.07652206003992912,0.5959803315758673,0.17,0.6430796722942004,0.5745113627840697,0.587818675762949,0.5917958396322044
within,182,0.02530723547816,0.10290797964209066,0.24592102153960685,0.1,0.9538803967702496,0.8641251031275783,0.944413432886678,0.9493304221559877,0.04829615849334478,0.0806012120628936,0.5991989109997379,0.235,0.6449301238642743,0.5613125328133204,0.6315097129692077,0.6352209091006632
within,183,0.02711952554407142,0.1085819839774927,0.24976082173717565,0.055,0.9494840578931815,0.8923858096452413,0.9438761859156344,0.9488695313240885,0.05073655313600661,0.08596941655591686,0.5901697972209241,0.205,0.6661957820904211,0.5936728418210456,0.6450197734751734,0.6491831377584328
within,184,0.027443283124250057,0.07991117773138408,0.34342233343749184,0.065,0.8951639124863758,0.8142128553213832,0.8895428805691646,0.8944855663037539,0.04711240247031392,0.0806466556879825,0.5841829654113523,0.2,0.6269337723288704,0.541371034275857,0.6199055025277062,0.624547471905369
within,185,0.026769006041537757,0.1002078462561736,0.26713483067089244,0.08,0.9383613485370961,0.887902197554939,0.9300693536727895,0.9350584587251023,0.04374578566102203,0.0851910588176613,0.5135020771916139,0.195,0.7462929214645864,0.6718847971199281,0.7300094012131392,0.7348157639063954
within,186,0.02330804958356098,0.10181054321337404,0.2289355193274245,0.055,0.955603089988769,0.8929588239705994,0.9504687746571587,0.9554557823932469,0.04925763634516032,0.08979003808437552,0.5485868744021805,0.21,0.7330537820333496,0.6580199504987626,0.7028609640056189,0.7075085533563205
within,187,0.025089559258340003,0.10129756524598131,0.24768176014314774,0.08,0.9509232306174872,0.8979944498612468,0.9439389588285181,0.9489229541912624,0.04710752248602121,0.08111535328936853,0.5807473009205941,0.21,0.6409492627110639,0.5378774469361736,0.6326254480719554,0.6371818818696896
within,188,0.025307235478159985,0.10290797964209066,0.2459210215396067,0.1,0.9538803967702495,0.8641251031275783,0.944413432886678,0.9493304221559877,0.05779690696290886,0.09334538381492763,0.6191726317982752,0.21,0.678441241352313,0.5449876246906173,0.6094484296783186,0.6140704284902262
within,189,0.02354712888728282,0.10127303815600036,0.2325113309132779,0.06,0.9612297505549898,0.9228980724518114,0.9468256550856411,0.9517744501008217,0.04606571269023451,0.07824787792288689,0.5887151691913252,0.15,0.718176766329649,0.6055261381534539,0.6451381933879149,0.6484814245862877
within,190,0.02330804958356098,0.10181054321337404,0.2289355193274245,0.055,0.955603089988769,0.8929588239705994,0.9504687746571587,0.9554557823932469,0.04925763634516033,0.08979003808437552,0.5485868744021807,0.21,0.7330537820333496,0.6580199504987626,0.7028609640056189,0.7075085533563203
within,191,0.024802350579530286,0.08459408444017968,0.2931924938211153,0.06,0.9382452074894034,0.8643291082277058,0.9215512266316293,0.92640643600498,0.04803897987427691,0.08108279510894364,0.5924682271958097,0.135,0.7297952095208196,0.647134178354459,0.642616895074691,0.6462415083293568
within,192,0.027571684578249763,0.11433875408251855,0.2411403272625414,0.04,0.9496906160501937,0.8944783619590491,0.9397125345865719,0.9447035709295889,0.04770478206249508,0.0891005455495176,0.5354039278691415,0.21,0.7432779701151182,0.6621930548263707,0.7144326149901861,0.7190027714129292
within,193,0.026769006041537754,0.1002078462561736,0.2671348306708924,0.08,0.9383613485370962,0.887902197554939,0.9300693536727895,0.9350584587251024,0.04374578566102204,0.0851910588176613,0.513502077191614,0.195,0.7462929214645864,0.6718847971199281,0.7300094012131392,0.7348157639063956
within,194,0.026769006041537747,0.1002078462561736,0.26713483067089233,0.08,0.9383613485370963,0.887902197554939,0.9300693536727893,0.9350584587251024,0.05519816645952451,0.09558008279485888,0.5775069956571908,0.175,0.7295765873090592,0.565116627915698,0.6459269977316255,0.6506161794349976
within,195,0.023308049583560985,0.10181054321337404,0.22893551932742454,0.055,0.9556030899887691,0.8929588239705994,0.9504687746571587,0.9554557823932469,0.049257636345160324,0.08979003808437552,0.5485868744021806,0.21,0.7330537820333496,0.6580199504987626,0.7028609640056189,0.7075085533563205
within,196,0.027119525544071425,0.1085819839774927,0.2497608217371757,0.055,0.9494840578931815,0.8923858096452413,0.9438761859156344,0.9488695313240885,0.05069506412930196,0.08532577281591339,0.5941354230529425,0.21,0.6689555494087893,0.5881092027300684,0.6461734412757184,0.6508076175066178
within,197,0.026769006041537757,0.1002078462561736,0.26713483067089244,0.08,0.9383613485370961,0.887902197554939,0.9300693536727895,0.9350584587251024,0.04374578566102203,0.08519105881766129,0.513502077191614,0.195,0.7462929214645864,0.6718847971199281,0.7300094012131392,0.7348157639063956
within,198,0.025089559258340017,0.10129756524598132,0.24768176014314786,0.08,0.9509232306174871,0.8979944498612468,0.9439389588285175,0.9489229541912624,0.054470382085373824,0.09274353882642085,0.5873226617686089,0.21,0.7183105249644962,0.5606060151503788,0.6471146739631379,0.6516279602177116
within,199,0.026769006041537754,0.1002078462561736,0.2671348306708924,0.08,0.9383613485370961,0.887902197554939,0.9300693536727893,0.9350584587251024,0.05519816645952453,0.09558008279485888,0.577506995657191,0.175,0.7295765873090592,0.565116627915698,0.6459269977316254,0.6506161794349974
between,0,0.019621276394084012,0.025848785549214142,0.759079236304026,0.47,0.3035044987225651,0.13940448511212783,0.3005882306103565,0.3028219303096415,0.013563536819826649,0.016688343053728714,0.812755153471999,0.465,0.1296127820270724,0.12447311182779572,0.1281229168755547,0.13121599312764934
