comparison_type,iteration,mean_proba_diff,pooled_sd,norm_proba_diff,discrepancy_ratio,pearson_r,spearman_r,ccc,icc,mean_proba_diff_test,pooled_sd_test,norm_proba_diff_test,discrepancy_ratio_test,pearson_r_test,spearman_r_test,ccc_test,icc_test
within,26,0.023308049583560985,0.10181054321337404,0.22893551932742454,0.055,0.9556030899887691,0.8929588239705994,0.9504687746571587,0.9554557823932469,0.044331904458035074,0.08520668978056639,0.5202866649579212,0.17,0.7308142489843013,0.6319942998574966,0.7057862897302122,0.7104167719432709
within,27,0.02354712888728282,0.10127303815600036,0.2325113309132779,0.06,0.9612297505549897,0.9228980724518114,0.9468256550856411,0.9517744501008217,0.04606571269023451,0.07824787792288689,0.5887151691913252,0.15,0.718176766329649,0.6055261381534539,0.6451381933879149,0.6484814245862875
within,28,0.027571684578249767,0.11433875408251855,0.24114032726254142,0.04,0.9496906160501934,0.8944783619590491,0.939712534586572,0.9447035709295889,0.04853145217370731,0.08503169864499567,0.570745415498806,0.18,0.6954646247729451,0.5960759018975476,0.6744966127347837,0.6784058781551582
within,29,0.025089559258340017,0.10129756524598132,0.24768176014314786,0.08,0.9509232306174871,0.8979944498612468,0.9439389588285175,0.9489229541912624,0.0544703820853738,0.09274353882642088,0.5873226617686086,0.21,0.7183105249644962,0.5606060151503788,0.6471146739631377,0.6516279602177116
within,30,0.024802350579530282,0.08459408444017967,0.2931924938211153,0.06,0.9382452074894035,0.8643291082277058,0.9215512266316294,0.92640643600498,0.04803897987427691,0.08108279510894364,0.5924682271958097,0.135,0.7297952095208196,0.647134178354459,0.6426168950746907,0.6462415083293567
within,31,0.02711952554407143,0.1085819839774927,0.24976082173717576,0.055,0.9494840578931816,0.8923858096452413,0.9438761859156344,0.9488695313240885,0.050736553136006626,0.08596941655591686,0.5901697972209243,0.205,0.6661957820904211,0.5936728418210456,0.6450197734751735,0.6491831377584328
within,32,0.025307235478159988,0.10290797964209066,0.24592102153960674,0.1,0.9538803967702495,0.8641251031275783,0.944413432886678,0.9493304221559877,0.05779690696290886,0.09334538381492764,0.6191726317982751,0.21,0.678441241352313,0.5449876246906173,0.6094484296783187,0.6140704284902264
within,33,0.025089559258340013,0.10129756524598132,0.24768176014314783,0.08,0.9509232306174871,0.8979944498612468,0.9439389588285177,0.9489229541912624,0.0544703820853738,0.09274353882642086,0.5873226617686086,0.21,0.7183105249644962,0.5606060151503788,0.6471146739631378,0.6516279602177116
within,34,0.027119525544071425,0.1085819839774927,0.2497608217371757,0.055,0.9494840578931816,0.8923858096452413,0.9438761859156344,0.9488695313240885,0.050736553136006626,0.08596941655591686,0.5901697972209243,0.205,0.666195782090421,0.5936728418210456,0.6450197734751733,0.6491831377584326
within,35,0.024802350579530296,0.08459408444017968,0.2931924938211154,0.06,0.9382452074894034,0.8643291082277058,0.9215512266316293,0.92640643600498,0.04924716053277333,0.08057026690208731,0.6112324363107887,0.23,0.6232336803639269,0.5453281332033302,0.611267090309126,0.615191154990891
within,36,0.022443323670887826,0.08480755079451929,0.26463827171787907,0.05,0.9376251913143111,0.8939353483837097,0.9327473170902699,0.937737365965612,0.041400237543596,0.07296013765225626,0.5674363957606338,0.12,0.6911453638150316,0.6098297457436436,0.6482917986052145,0.6525936747965944
within,37,0.027119525544071425,0.1085819839774927,0.2497608217371757,0.055,0.9494840578931816,0.8923858096452413,0.9438761859156345,0.9488695313240885,0.050736553136006605,0.08596941655591686,0.5901697972209241,0.205,0.6661957820904209,0.5936728418210456,0.6450197734751734,0.6491831377584325
within,38,0.023308049583560978,0.10181054321337404,0.22893551932742448,0.055,0.955603089988769,0.8929588239705994,0.9504687746571587,0.9554557823932469,0.044331904458035074,0.08520668978056639,0.5202866649579212,0.17,0.7308142489843011,0.6319942998574966,0.7057862897302123,0.710416771943271
within,39,0.023547128887282817,0.10127303815600036,0.23251133091327789,0.06,0.9612297505549896,0.9228980724518114,0.9468256550856413,0.9517744501008217,0.0460657126902345,0.07824787792288689,0.588715169191325,0.15,0.718176766329649,0.6055261381534539,0.6451381933879149,0.6484814245862877
within,40,0.022443323670887826,0.08480755079451928,0.26463827171787907,0.05,0.9376251913143112,0.8939353483837097,0.9327473170902704,0.9377373659656117,0.04140023754359601,0.07296013765225626,0.5674363957606339,0.12,0.6911453638150313,0.6098297457436436,0.6482917986052144,0.6525936747965944
within,41,0.02711952554407143,0.1085819839774927,0.24976082173717576,0.055,0.9494840578931816,0.8923858096452413,0.9438761859156344,0.9488695313240885,0.050695064129301956,0.08532577281591336,0.5941354230529426,0.21,0.6689555494087894,0.5881092027300684,0.6461734412757185,0.6508076175066178
within,42,0.027443283124250067,0.07991117773138408,0.343422333437492,0.065,0.895163912486376,0.8142128553213832,0.8895428805691644,0.8944855663037539,0.04711240247031391,0.0806466556879825,0.5841829654113522,0.2,0.6269337723288704,0.541371034275857,0.6199055025277062,0.6245474719053691
within,43,0.02508955925834001,0.10129756524598131,0.24768176014314783,0.08,0.9509232306174871,0.8979944498612468,0.9439389588285179,0.9489229541912624,0.0544703820853738,0.09274353882642086,0.5873226617686086,0.21,0.7183105249644961,0.5606060151503788,0.6471146739631378,0.6516279602177116
within,44,0.02354712888728282,0.10127303815600036,0.2325113309132779,0.06,0.9612297505549897,0.9228980724518114,0.9468256550856411,0.9517744501008217,0.04447106677750351,0.08398011104581414,0.5295428432244268,0.21,0.7268336382668716,0.6577394434860873,0.7140170193764536,0.7188145822798897
within,45,0.02330804958356098,0.10181054321337404,0.2289355193274245,0.055,0.9556030899887692,0.8929588239705994,0.9504687746571588,0.9554557823932469,0.049257636345160324,0.08979003808437552,0.5485868744021806,0.21,0.7330537820333496,0.6580199504987626,0.7028609640056187,0.7075085533563205
within,46,0.023547128887282828,0.10127303815600036,0.232511330913278,0.06,0.9612297505549896,0.9228980724518114,0.9468256550856411,0.9517744501008217,0.0460657126902345,0.07824787792288687,0.5887151691913252,0.15,0.718176766329649,0.6055261381534539,0.645138193387915,0.6484814245862875
within,47,0.027571684578249763,0.11433875408251855,0.2411403272625414,0.04,0.9496906160501934,0.8944783619590491,0.9397125345865719,0.9447035709295889,0.048531452173707315,0.08503169864499567,0.570745415498806,0.18,0.6954646247729452,0.5960759018975476,0.6744966127347835,0.6784058781551581
within,48,0.026769006041537747,0.1002078462561736,0.26713483067089233,0.08,0.9383613485370961,0.887902197554939,0.9300693536727893,0.9350584587251024,0.05519816645952452,0.09558008279485888,0.577506995657191,0.175,0.7295765873090592,0.565116627915698,0.6459269977316254,0.6506161794349974
within,49,0.02530723547815999,0.10290797964209066,0.24592102153960677,0.1,0.9538803967702496,0.8641251031275783,0.944413432886678,0.9493304221559877,0.04829615849334479,0.0806012120628936,0.599198910999738,0.235,0.6449301238642741,0.5613125328133204,0.6315097129692077,0.6352209091006632
within,50,0.023547128887282828,0.10127303815600036,0.232511330913278,0.06,0.9612297505549896,0.9228980724518114,0.9468256550856413,0.9517744501008217,0.04606571269023451,0.07824787792288689,0.5887151691913252,0.15,0.718176766329649,0.6055261381534539,0.645138193387915,0.6484814245862877
within,51,0.022443323670887833,0.08480755079451929,0.2646382717178791,0.05,0.9376251913143112,0.8939353483837097,0.9327473170902699,0.9377373659656117,0.04140023754359601,0.07296013765225626,0.5674363957606339,0.12,0.6911453638150313,0.6098297457436436,0.6482917986052144,0.6525936747965944
within,52,0.027571684578249763,0.11433875408251855,0.2411403272625414,0.04,0.9496906160501934,0.8944783619590491,0.9397125345865719,0.9447035709295889,0.0485314521737073,0.08503169864499567,0.5707454154988059,0.18,0.6954646247729454,0.5960759018975476,0.6744966127347837,0.6784058781551582
within,53,0.02744328312425008,0.07991117773138408,0.3434223334374922,0.065,0.8951639124863757,0.8142128553213832,0.8895428805691644,0.8944855663037539,0.047112402470313924,0.0806466556879825,0.5841829654113524,0.2,0.6269337723288703,0.541371034275857,0.6199055025277059,0.6245474719053687
within,54,0.025089559258340017,0.10129756524598132,0.24768176014314786,0.08,0.9509232306174868,0.8979944498612468,0.9439389588285175,0.9489229541912624,0.0544703820853738,0.09274353882642086,0.5873226617686086,0.21,0.7183105249644963,0.5606060151503788,0.6471146739631378,0.6516279602177116
within,55,0.02744328312425007,0.07991117773138408,0.343422333437492,0.065,0.8951639124863757,0.8142128553213832,0.8895428805691646,0.8944855663037539,0.047112402470313924,0.0806466556879825,0.5841829654113524,0.2,0.6269337723288703,0.541371034275857,0.6199055025277059,0.624547471905369
within,56,0.025089559258340017,0.10129756524598132,0.24768176014314786,0.08,0.9509232306174871,0.8979944498612468,0.9439389588285177,0.9489229541912624,0.0544703820853738,0.09274353882642085,0.5873226617686087,0.21,0.7183105249644963,0.5606060151503788,0.6471146739631379,0.6516279602177116
within,57,0.02330804958356098,0.10181054321337403,0.22893551932742454,0.055,0.955603089988769,0.8929588239705994,0.9504687746571591,0.9554557823932469,0.049257636345160324,0.08979003808437552,0.5485868744021806,0.21,0.7330537820333495,0.6580199504987626,0.7028609640056189,0.7075085533563205
within,58,0.02530723547815998,0.10290797964209066,0.24592102153960668,0.1,0.9538803967702495,0.8641251031275783,0.944413432886678,0.9493304221559877,0.05779690696290886,0.09334538381492764,0.6191726317982751,0.21,0.6784412413523131,0.5449876246906173,0.6094484296783187,0.6140704284902263
within,59,0.026769006041537747,0.1002078462561736,0.26713483067089233,0.08,0.9383613485370961,0.887902197554939,0.9300693536727895,0.9350584587251024,0.05519816645952451,0.09558008279485888,0.5775069956571908,0.175,0.7295765873090593,0.565116627915698,0.6459269977316253,0.6506161794349974
within,60,0.02711952554407143,0.1085819839774927,0.24976082173717576,0.055,0.9494840578931816,0.8923858096452413,0.9438761859156345,0.9488695313240885,0.05069506412930194,0.08532577281591337,0.5941354230529424,0.21,0.6689555494087894,0.5881092027300684,0.6461734412757186,0.6508076175066178
within,61,0.027443283124250054,0.07991117773138408,0.3434223334374918,0.065,0.8951639124863757,0.8142128553213832,0.8895428805691645,0.8944855663037538,0.047112402470313924,0.0806466556879825,0.5841829654113524,0.2,0.6269337723288705,0.541371034275857,0.6199055025277062,0.6245474719053691
within,62,0.027119525544071436,0.1085819839774927,0.24976082173717581,0.055,0.9494840578931816,0.8923858096452413,0.9438761859156346,0.9488695313240885,0.050736553136006626,0.08596941655591686,0.5901697972209243,0.205,0.666195782090421,0.5936728418210456,0.6450197734751731,0.6491831377584326
within,63,0.02354712888728282,0.10127303815600036,0.2325113309132779,0.06,0.9612297505549896,0.9228980724518114,0.9468256550856411,0.9517744501008217,0.044471066777503516,0.08398011104581413,0.5295428432244269,0.21,0.7268336382668716,0.6577394434860873,0.7140170193764537,0.7188145822798897
within,64,0.025307235478159988,0.10290797964209066,0.24592102153960674,0.1,0.9538803967702496,0.8641251031275783,0.944413432886678,0.9493304221559877,0.05779690696290886,0.09334538381492764,0.6191726317982751,0.21,0.6784412413523129,0.5449876246906173,0.6094484296783185,0.6140704284902262
within,65,0.02711952554407142,0.1085819839774927,0.24976082173717565,0.055,0.9494840578931818,0.8923858096452413,0.9438761859156344,0.9488695313240885,0.05073655313600663,0.08596941655591686,0.5901697972209243,0.205,0.666195782090421,0.5936728418210456,0.6450197734751733,0.6491831377584326
within,66,0.026769006041537768,0.1002078462561736,0.26713483067089255,0.08,0.9383613485370962,0.887902197554939,0.9300693536727895,0.9350584587251024,0.05519816645952453,0.09558008279485888,0.577506995657191,0.175,0.729576587309059,0.565116627915698,0.6459269977316254,0.6506161794349973
within,67,0.02744328312425006,0.07991117773138408,0.3434223334374919,0.065,0.8951639124863757,0.8142128553213832,0.8895428805691646,0.8944855663037539,0.045605642715465376,0.07652206003992912,0.5959803315758673,0.17,0.6430796722942004,0.5745113627840697,0.587818675762949,0.5917958396322042
within,68,0.026769006041537754,0.1002078462561736,0.2671348306708924,0.08,0.9383613485370962,0.887902197554939,0.9300693536727895,0.9350584587251024,0.043745785661022045,0.08519105881766129,0.5135020771916141,0.195,0.7462929214645864,0.6718847971199281,0.7300094012131393,0.7348157639063954
within,69,0.02330804958356097,0.10181054321337404,0.2289355193274244,0.055,0.9556030899887693,0.8929588239705994,0.9504687746571587,0.9554557823932469,0.044331904458035074,0.08520668978056639,0.5202866649579212,0.17,0.7308142489843015,0.6319942998574966,0.7057862897302123,0.7104167719432712
within,70,0.025089559258340013,0.10129756524598132,0.24768176014314783,0.08,0.9509232306174871,0.8979944498612468,0.9439389588285177,0.9489229541912624,0.047107522486021194,0.08111535328936854,0.5807473009205938,0.21,0.640949262711064,0.5378774469361736,0.6326254480719552,0.6371818818696898
within,71,0.027571684578249763,0.11433875408251855,0.2411403272625414,0.04,0.9496906160501937,0.8944783619590491,0.9397125345865719,0.9447035709295889,0.04853145217370733,0.08503169864499567,0.5707454154988062,0.18,0.6954646247729451,0.5960759018975476,0.6744966127347836,0.6784058781551582
within,72,0.02354712888728283,0.10127303815600036,0.23251133091327802,0.06,0.9612297505549896,0.9228980724518114,0.9468256550856413,0.9517744501008217,0.0460657126902345,0.07824787792288689,0.588715169191325,0.15,0.7181767663296491,0.6055261381534539,0.645138193387915,0.648481424586288
within,73,0.02744328312425007,0.07991117773138408,0.343422333437492,0.065,0.8951639124863756,0.8142128553213832,0.8895428805691644,0.8944855663037538,0.045605642715465355,0.07652206003992912,0.5959803315758669,0.17,0.6430796722942004,0.5745113627840697,0.5878186757629491,0.5917958396322044
within,74,0.024802350579530296,0.08459408444017967,0.29319249382111545,0.06,0.9382452074894034,0.8643291082277058,0.9215512266316294,0.92640643600498,0.04924716053277334,0.08057026690208731,0.6112324363107888,0.23,0.6232336803639269,0.5453281332033302,0.611267090309126,0.615191154990891
within,75,0.023308049583560968,0.10181054321337404,0.22893551932742437,0.055,0.9556030899887689,0.8929588239705994,0.9504687746571587,0.9554557823932469,0.044331904458035074,0.08520668978056639,0.5202866649579212,0.17,0.7308142489843013,0.6319942998574966,0.7057862897302121,0.7104167719432709
within,76,0.025089559258340013,0.10129756524598132,0.24768176014314783,0.08,0.9509232306174873,0.8979944498612468,0.9439389588285177,0.9489229541912624,0.0544703820853738,0.09274353882642085,0.5873226617686087,0.21,0.718310524964496,0.5606060151503788,0.6471146739631379,0.6516279602177116
within,77,0.02330804958356099,0.10181054321337404,0.22893551932742456,0.055,0.9556030899887691,0.8929588239705994,0.9504687746571587,0.9554557823932469,0.044331904458035074,0.08520668978056639,0.5202866649579212,0.17,0.7308142489843013,0.6319942998574966,0.7057862897302124,0.7104167719432709
within,78,0.027119525544071436,0.1085819839774927,0.24976082173717581,0.055,0.9494840578931815,0.8923858096452413,0.9438761859156345,0.9488695313240885,0.050695064129301956,0.08532577281591339,0.5941354230529424,0.21,0.6689555494087895,0.5881092027300684,0.6461734412757186,0.6508076175066179
within,79,0.025089559258340027,0.10129756524598132,0.24768176014314797,0.08,0.9509232306174871,0.8979944498612468,0.9439389588285177,0.9489229541912624,0.04710752248602119,0.08111535328936853,0.5807473009205938,0.21,0.640949262711064,0.5378774469361736,0.6326254480719554,0.6371818818696897
within,80,0.02744328312425007,0.07991117773138408,0.343422333437492,0.065,0.8951639124863756,0.8142128553213832,0.8895428805691645,0.8944855663037538,0.047112402470313924,0.0806466556879825,0.5841829654113524,0.2,0.6269337723288702,0.541371034275857,0.619905502527706,0.624547471905369
within,81,0.025307235478159985,0.10290797964209066,0.2459210215396067,0.1,0.9538803967702494,0.8641251031275783,0.944413432886678,0.9493304221559877,0.04829615849334478,0.0806012120628936,0.5991989109997379,0.235,0.6449301238642741,0.5613125328133204,0.6315097129692079,0.6352209091006632
within,82,0.025307235478159985,0.10290797964209066,0.2459210215396067,0.1,0.9538803967702496,0.8641251031275783,0.944413432886678,0.9493304221559877,0.05779690696290885,0.09334538381492763,0.6191726317982751,0.21,0.6784412413523129,0.5449876246906173,0.6094484296783186,0.6140704284902263
within,83,0.022443323670887815,0.08480755079451929,0.2646382717178789,0.05,0.9376251913143113,0.8939353483837097,0.93274731709027,0.937737365965612,0.041400237543596,0.07296013765225626,0.5674363957606338,0.12,0.6911453638150313,0.6098297457436436,0.6482917986052144,0.6525936747965944
within,84,0.025089559258340034,0.10129756524598131,0.24768176014314805,0.08,0.9509232306174871,0.8979944498612468,0.9439389588285177,0.9489229541912624,0.0544703820853738,0.09274353882642086,0.5873226617686086,0.21,0.7183105249644963,0.5606060151503788,0.6471146739631378,0.6516279602177117
within,85,0.027571684578249763,0.11433875408251855,0.2411403272625414,0.04,0.9496906160501934,0.8944783619590491,0.9397125345865719,0.9447035709295889,0.04853145217370731,0.08503169864499567,0.570745415498806,0.18,0.6954646247729452,0.5960759018975476,0.6744966127347837,0.6784058781551582
within,86,0.023308049583560985,0.10181054321337404,0.22893551932742454,0.055,0.955603089988769,0.8929588239705994,0.9504687746571587,0.9554557823932469,0.049257636345160324,0.08979003808437552,0.5485868744021806,0.21,0.7330537820333495,0.6580199504987626,0.7028609640056189,0.7075085533563205
within,87,0.02744328312425007,0.07991117773138408,0.343422333437492,0.065,0.895163912486376,0.8142128553213832,0.8895428805691646,0.8944855663037539,0.045605642715465376,0.07652206003992912,0.5959803315758673,0.17,0.6430796722942003,0.5745113627840697,0.5878186757629488,0.5917958396322042
within,88,0.02330804958356098,0.10181054321337404,0.2289355193274245,0.055,0.9556030899887692,0.8929588239705994,0.9504687746571587,0.9554557823932469,0.04433190445803507,0.08520668978056638,0.5202866649579212,0.17,0.7308142489843013,0.6319942998574966,0.7057862897302123,0.7104167719432711
within,89,0.026769006041537754,0.1002078462561736,0.2671348306708924,0.08,0.9383613485370961,0.887902197554939,0.9300693536727893,0.9350584587251024,0.05519816645952453,0.09558008279485888,0.577506995657191,0.175,0.7295765873090589,0.565116627915698,0.6459269977316255,0.6506161794349974
within,90,0.025307235478159985,0.10290797964209066,0.2459210215396067,0.1,0.9538803967702494,0.8641251031275783,0.944413432886678,0.9493304221559877,0.04829615849334479,0.0806012120628936,0.599198910999738,0.235,0.6449301238642742,0.5613125328133204,0.6315097129692078,0.6352209091006632
within,91,0.025307235478159988,0.10290797964209066,0.24592102153960674,0.1,0.9538803967702496,0.8641251031275783,0.944413432886678,0.9493304221559877,0.05779690696290885,0.09334538381492764,0.619172631798275,0.21,0.678441241352313,0.5449876246906173,0.6094484296783186,0.6140704284902263
within,92,0.022443323670887826,0.08480755079451929,0.26463827171787907,0.05,0.9376251913143112,0.8939353483837097,0.9327473170902701,0.937737365965612,0.041400237543596,0.07296013765225626,0.5674363957606338,0.12,0.6911453638150314,0.6098297457436436,0.6482917986052144,0.6525936747965944
within,93,0.026769006041537754,0.1002078462561736,0.2671348306708924,0.08,0.9383613485370961,0.887902197554939,0.9300693536727893,0.9350584587251024,0.04374578566102203,0.08519105881766129,0.513502077191614,0.195,0.7462929214645864,0.6718847971199281,0.7300094012131392,0.7348157639063956
within,94,0.02757168457824977,0.11433875408251855,0.24114032726254145,0.04,0.9496906160501933,0.8944783619590491,0.9397125345865719,0.9447035709295889,0.04853145217370731,0.08503169864499567,0.570745415498806,0.18,0.695464624772945,0.5960759018975476,0.6744966127347836,0.6784058781551581
within,95,0.02330804958356097,0.10181054321337404,0.2289355193274244,0.055,0.9556030899887691,0.8929588239705994,0.9504687746571587,0.9554557823932469,0.04433190445803509,0.08520668978056638,0.5202866649579214,0.17,0.7308142489843013,0.6319942998574966,0.7057862897302123,0.7104167719432709
within,96,0.02354712888728283,0.10127303815600036,0.23251133091327802,0.06,0.9612297505549896,0.9228980724518114,0.9468256550856411,0.9517744501008217,0.04606571269023451,0.07824787792288689,0.5887151691913252,0.15,0.7181767663296491,0.6055261381534539,0.6451381933879149,0.6484814245862877
within,97,0.02530723547815998,0.10290797964209066,0.24592102153960668,0.1,0.9538803967702497,0.8641251031275783,0.944413432886678,0.9493304221559877,0.04829615849334479,0.0806012120628936,0.599198910999738,0.235,0.6449301238642742,0.5613125328133204,0.6315097129692079,0.6352209091006632
within,98,0.027571684578249763,0.11433875408251855,0.2411403272625414,0.04,0.9496906160501937,0.8944783619590491,0.939712534586572,0.9447035709295889,0.04853145217370731,0.08503169864499567,0.570745415498806,0.18,0.6954646247729452,0.5960759018975476,0.6744966127347835,0.6784058781551582
within,99,0.023547128887282828,0.10127303815600036,0.232511330913278,0.06,0.9612297505549897,0.9228980724518114,0.9468256550856411,0.9517744501008217,0.04606571269023451,0.07824787792288689,0.5887151691913252,0.15,0.7181767663296492,0.6055261381534539,0.6451381933879149,0.6484814245862877
