fold,perm,train_tn,train_fp,train_fn,train_tp,train_accuracy,train_bal_acc,train_f1_macro,train_f1_weighted,train_roc_auc,train_prec_left,train_prec_right,train_rec_left,train_rec_right,test_tn,test_fp,test_fn,test_tp,test_accuracy,test_bal_acc,test_f1_macro,test_f1_weighted,test_roc_auc,test_prec_left,test_prec_right,test_rec_left,test_rec_right,train_sac_tn,train_sac_fp,train_sac_fn,train_sac_tp,train_sac_accuracy,train_sac_bal_acc,train_sac_f1_macro,train_sac_f1_weighted,train_sac_roc_auc,train_sac_prec_left,train_sac_prec_right,train_sac_rec_left,train_sac_rec_right,test_sac_tn,test_sac_fp,test_sac_fn,test_sac_tp,test_sac_accuracy,test_sac_bal_acc,test_sac_f1_macro,test_sac_f1_weighted,test_sac_roc_auc,test_sac_prec_left,test_sac_prec_right,test_sac_rec_left,test_sac_rec_right,train_sac_opt_tn,train_sac_opt_fp,train_sac_opt_fn,train_sac_opt_tp,train_sac_opt_accuracy,train_sac_opt_bal_acc,train_sac_opt_f1_macro,train_sac_opt_f1_weighted,train_sac_opt_roc_auc,train_sac_opt_prec_left,train_sac_opt_prec_right,train_sac_opt_rec_left,train_sac_opt_rec_right,train_sac_opt_thr,test_sac_opt_tn,test_sac_opt_fp,test_sac_opt_fn,test_sac_opt_tp,test_sac_opt_accuracy,test_sac_opt_bal_acc,test_sac_opt_f1_macro,test_sac_opt_f1_weighted,test_sac_opt_roc_auc,test_sac_opt_prec_left,test_sac_opt_prec_right,test_sac_opt_rec_left,test_sac_opt_rec_right,test_sac_opt_thr
2,30,332200,93,244677,68081,0.6205416315919207,0.6086998051665062,0.5441103978626085,0.5497634714805689,0.9063796207644963,0.9997201265148529,0.9986358435767302,0.5758593252981138,0.2176794838181597,79380,3527,74354,3403,0.5152554399243141,0.5006114527417852,0.3756280930068762,0.38509254720518366,0.500122317896108,0.9574583569541776,0.4910533910533911,0.516346416537656,0.04376454852939285,1682,0,1472,0,0.533291058972733,0.5,0.347808105872622,0.3709659062002221,0.4995189635785555,1.0,,0.533291058972733,0.0,421,0,367,0,0.5342639593908629,0.5,0.348221670802316,0.372084577177094,0.4994401548149922,1.0,,0.5342639593908629,0.0,1549,133,1347,125,0.5307545973367153,0.502922972780851,0.4106116965532567,0.4283293996182331,0.4995189635785555,0.9209274673008323,0.4844961240310077,0.5348756906077348,0.08491847826086957,0.487,395,26,339,28,0.5368020304568528,0.5072682791070955,0.4084996555305344,0.4273779341300472,0.4994401548149922,0.9382422802850356,0.5185185185185185,0.5381471389645777,0.07629427792915532,0.486
3,30,332271,151,231701,80679,0.6404291549964175,0.6289088672708026,0.5758556097891617,0.5809995849276551,0.919341625830618,0.9995457581026527,0.9981318817270816,0.589162227912024,0.25827197643895256,78492,4286,74083,4052,0.5129728486822072,0.5000409599217873,0.3803660967444137,0.3886370955252731,0.49778400937102674,0.9482229577907173,0.48596785799952025,0.5144486318204162,0.051858962052857234,1691,0,1463,0,0.536144578313253,0.5,0.34901960784313724,0.37424994094023145,0.516909714208105,1.0,,0.536144578313253,0.0,412,0,376,0,0.5228426395939086,0.5,0.3433333333333333,0.3590186125211506,0.4830032534600289,1.0,,0.5228426395939086,0.0,1115,576,922,541,0.5250475586556753,0.5145806293056441,0.5087779053132382,0.5152404157001295,0.516909714208105,0.6593731519810763,0.4843330349149508,0.5473735886107021,0.3697881066302119,0.485,1,411,0,376,0.4784263959390863,0.5012135922330098,0.3257231131810318,0.31106359803625855,0.4830032534600289,0.0024271844660194173,0.4777636594663278,1.0,1.0,0.481
4,30,331624,106,240769,71450,0.6259408741996649,0.6142631205754248,0.5529675979939326,0.5584400187279416,0.9150827639816774,0.9996804630271606,0.9985186427413494,0.5793641781083976,0.2288457781236888,79775,3695,74804,3492,0.5147373366467614,0.5001662890515628,0.3759703078502182,0.38538237353973376,0.4999977112226865,0.955732598538397,0.4858772784193683,0.5160791569359356,0.04459997956472872,1676,0,1478,0,0.5313887127457197,0.5,0.34699792960662523,0.36878156627818887,0.5101076730794695,1.0,,0.5313887127457197,0.0,427,0,361,0,0.5418781725888325,0.5,0.351440329218107,0.38087568674145095,0.4980181255554762,1.0,,0.5418781725888325,0.0,1330,346,1134,344,0.5307545973367153,0.5131515206319577,0.4799276253632101,0.49013425868040483,0.5101076730794695,0.7935560859188544,0.4985507246376812,0.5397727272727273,0.2327469553450609,0.486,88,339,67,294,0.4847715736040609,0.5102467125536014,0.44697739702821737,0.434868583173821,0.4980181255554762,0.20608899297423888,0.46445497630331756,0.567741935483871,0.814404432132964,0.484
0,31,331406,162,234121,78218,0.636153978757802,0.624969016117401,0.569611205048572,0.5746649635033755,0.9154896991483794,0.9995114124402837,0.997933146210768,0.5860126925858535,0.25042661979451813,79562,4070,74439,3737,0.5148014931276574,0.49956840602233704,0.37827248062576296,0.3880964475523747,0.5004366072728048,0.9513344174478668,0.4786729857819905,0.5166330088765657,0.047802394596807206,1641,0,1512,0,0.5204567078972407,0.5,0.3423028785982478,0.35630765859798585,0.5061958123353614,1.0,,0.5204567078972407,0.0,401,0,388,0,0.5082382762991128,0.5,0.3369747899159664,0.3425269727662929,0.4460691055865491,1.0,,0.5082382762991128,0.0,198,1443,142,1370,0.49730415477323187,0.5133713956840099,0.4167125262245669,0.4078419459491593,0.5061958123353614,0.1206581352833638,0.4870245289726271,0.5823529411764706,0.906084656084656,0.483,2,399,0,388,0.49429657794676807,0.5024937655860349,0.33517554511377434,0.32981654659867354,0.4460691055865491,0.004987531172069825,0.49301143583227447,1.0,1.0,0.48
1,31,332184,165,218687,94115,0.6607739893451301,0.6501903830892364,0.6072998201230493,0.6116903942246082,0.9296334602215085,0.9995035339357121,0.9982498939329656,0.6030159511028897,0.3008772322427606,78316,4535,73460,4253,0.5142435415161556,0.49999509582810514,0.3829564379817039,0.39206426696459706,0.4979615585712561,0.9452631833049692,0.4839553937187073,0.5159972591187012,0.054727008351241106,1629,0,1524,0,0.5166508087535681,0.5,0.34065244667503136,0.3519967241570733,0.5113469932280564,1.0,,0.5166508087535681,0.0,413,0,376,0,0.523447401774398,0.5,0.34359400998336104,0.35970678358207375,0.4765854412446551,1.0,,0.523447401774398,0.0,1172,457,1050,474,0.5220424992071043,0.5152417066651199,0.49741189238016315,0.5011170696249035,0.5113469932280564,0.7194597912829958,0.5091299677765844,0.5274527452745275,0.3110236220472441,0.486,8,405,5,371,0.4803548795944233,0.5030362938540003,0.3408279538341158,0.32660620107066846,0.4765854412446551,0.01937046004842615,0.47809278350515466,0.6153846153846154,0.9867021276595744,0.483
2,31,332529,83,242354,70085,0.6241583998784592,0.6120331232184717,0.5496026757221713,0.5553334701903427,0.9183514271571513,0.9997504599954301,0.9988171246152092,0.5784290020752049,0.22431578644151337,79296,3292,75113,2963,0.5119939750037344,0.49904484497190615,0.3697218732296878,0.3781314958464394,0.4998070070024502,0.9601394875768877,0.4737010391686651,0.5135451949044421,0.037950202366924535,1652,0,1502,0,0.5237793278376665,0.5,0.34373699542238867,0.3600846648305555,0.49809858042384164,1.0,,0.5237793278376665,0.0,390,0,398,0,0.4949238578680203,0.5,0.3310696095076401,0.32770849672076047,0.49412446849632774,1.0,,0.4949238578680203,0.0,1079,573,975,527,0.5091946734305643,0.5020066062038347,0.4936859976944963,0.4979003117532105,0.49809858042384164,0.6531476997578692,0.47909090909090907,0.5253164556962026,0.35086551264980026,0.485,15,375,15,383,0.5050761421319797,0.5003865481252416,0.3670291646070193,0.3700301858575619,0.49412446849632774,0.038461538461538464,0.5052770448548812,0.5,0.9623115577889447,0.483
3,31,332223,177,232544,79858,0.6390814544619898,0.6275466366324681,0.5737948311126375,0.5789682976937416,0.9149095857592109,0.9994675090252707,0.9977884675454489,0.5882478969203229,0.25562576423966554,79005,3795,74480,3633,0.5135570152815496,0.5003381052663023,0.37683402505513197,0.38533613001707034,0.4998990566496907,0.9541666666666667,0.48909531502423265,0.5147408541551292,0.04650954386593781,1632,0,1522,0,0.517438173747622,0.5,0.34099456748850815,0.3528872125182278,0.5125399371312257,1.0,,0.517438173747622,0.0,410,0,378,0,0.5203045685279187,0.5,0.34223706176961605,0.35613501351660554,0.5358046199509614,1.0,,0.5203045685279187,0.0,617,1015,545,977,0.5053899809765378,0.5099911268712478,0.4988610849576436,0.496866144507426,0.5125399371312257,0.37806372549019607,0.4904618473895582,0.5309810671256454,0.6419185282522996,0.484,106,304,71,307,0.5241116751269036,0.535352948767583,0.49099377651612375,0.48572127524475583,0.5358046199509614,0.25853658536585367,0.502454991816694,0.5988700564971752,0.8121693121693122,0.484
4,31,331689,182,223828,88250,0.652130836448228,0.6411167313894565,0.5941253159702886,0.5988415005866395,0.9286247409069319,0.9994515941435076,0.9979419214763886,0.5970816374656401,0.2827818686354053,79127,4202,74254,4183,0.5150031527020511,0.501451400714751,0.38245726371047833,0.3911092503798151,0.5022707559925413,0.9495733778156464,0.4988670244484198,0.5158852791414843,0.0533294236138557,1614,0,1540,0,0.5117311350665821,0.5,0.338506711409396,0.3464488473143723,0.5126816492058127,1.0,,0.5117311350665821,0.0,428,0,360,0,0.5431472081218274,0.5,0.3519736842105263,0.3823470478226022,0.5197494807892005,1.0,,0.5431472081218274,0.0,1277,337,1187,353,0.5168040583386176,0.510211380936288,0.47143966201668364,0.4750727413757996,0.5126816492058127,0.7912019826517968,0.5115942028985507,0.518262987012987,0.2292207792207792,0.486,288,140,225,135,0.5368020304568528,0.5239485981308412,0.5186558109566803,0.5267207974012015,0.5197494807892005,0.6728971962616822,0.4909090909090909,0.5614035087719298,0.375,0.485
0,32,331582,216,227522,84587,0.6463184900925134,0.6351832492966376,0.5852995701321839,0.5901636423405238,0.9190954171035708,0.9993490015009132,0.997452920297631,0.5930596096611722,0.27101749709236195,78539,4863,73889,4517,0.5132997132403837,0.49965121635724,0.3844869428733281,0.3931809608781619,0.497451338522688,0.9416920457542984,0.48155650319829424,0.5152531031044165,0.05761038696018162,1656,0,1497,0,0.5252140818268316,0.5,0.34435433562071116,0.3617194924122409,0.5037276646691128,1.0,,0.5252140818268316,0.0,406,0,383,0,0.514575411913815,0.5,0.3397489539748954,0.3496529158778391,0.4747135011382783,1.0,,0.514575411913815,0.0,537,1119,463,1034,0.49825562955915004,0.507495062588946,0.48547140617263573,0.48138148360029015,0.5037276646691128,0.3242753623188406,0.48026010218300047,0.537,0.6907147628590514,0.484,13,393,10,373,0.4892268694550063,0.5029550219295424,0.3549331434448928,0.34635326650535775,0.4747135011382783,0.03201970443349754,0.4869451697127937,0.5652173913043478,0.9738903394255874,0.483
1,32,332329,140,225235,87447,0.6506631780776904,0.6396232148720628,0.5918601045422737,0.5966115212084446,0.930149399071967,0.999578908108726,0.9984015892769474,0.5960374055713783,0.27966752163539954,78098,4633,73424,4409,0.5138574026556388,0.5003230749749545,0.38414275394982,0.3927646968362902,0.4995929765006066,0.9439992264084806,0.4876133598761336,0.5154235028576708,0.056646923541428446,1620,0,1533,0,0.5137963843958135,0.5,0.33940917661847897,0.34877441555466915,0.5054081805223357,1.0,,0.5137963843958135,0.0,442,0,347,0,0.5602027883396705,0.5,0.35905767668562144,0.40229022330809805,0.5025167238254202,1.0,,0.5602027883396705,0.0,1307,313,1212,321,0.5163336504915953,0.5080917349182189,0.46390781443143336,0.4685336234955653,0.5054081805223357,0.8067901234567901,0.5063091482649842,0.518856689162366,0.20939334637964774,0.486,27,415,11,336,0.4600760456273764,0.5146928423331203,0.36226092896174866,0.3321883202781414,0.5025167238254202,0.06108597285067873,0.4474034620505992,0.7105263157894737,0.968299711815562,0.483
2,32,332383,191,218669,93808,0.6607089982032428,0.6498166935060622,0.6069416258534843,0.6114708635444122,0.9310230005712823,0.9994256917257512,0.9979680634900371,0.6031790103293337,0.3002076952863731,77681,4945,73372,4666,0.5125417019369616,0.4999716969739924,0.38566116847655724,0.39363388487067263,0.4979967575173004,0.9401520102631133,0.48548538133388824,0.5142632056298121,0.059791383684871476,1656,0,1498,0,0.5250475586556753,0.5,0.3442827442827443,0.3615296287458621,0.5142496758963643,1.0,,0.5250475586556753,0.0,406,0,382,0,0.5152284263959391,0.5,0.34003350083752093,0.3503898511168363,0.4734093312356537,1.0,,0.5152284263959391,0.0,1379,277,1193,305,0.5339251743817375,0.5181671375037893,0.47279355578196636,0.4817868479037205,0.5142496758963643,0.8327294685990339,0.5240549828178694,0.536158631415241,0.20360480640854473,0.486,51,355,37,345,0.5025380710659898,0.5143785624016712,0.4220928405187574,0.41552588292306497,0.4734093312356537,0.12561576354679804,0.4928571428571429,0.5795454545454546,0.9031413612565445,0.483
3,32,332160,137,225584,86921,0.649937500193858,0.638865233965969,0.5907364535850537,0.5955142707939048,0.926038737852248,0.9995877182159333,0.998426336465345,0.5955420407929086,0.27814274971600456,78309,4594,73809,4201,0.5127615543803173,0.49921895576589836,0.3815958416471393,0.3902560919899287,0.49961839575898626,0.9445858412843926,0.4776577600909608,0.5147911489764525,0.05385207024740418,1658,0,1496,0,0.5256816740646798,0.5,0.34455527847049044,0.36225279118837866,0.515118724318327,1.0,,0.5256816740646798,0.0,404,0,384,0,0.5126903553299492,0.5,0.3389261744966443,0.34752836166660994,0.5397457714521452,1.0,,0.5126903553299492,0.0,1373,285,1191,305,0.5320228281547241,0.5159915786689717,0.47141417394072865,0.4806076214900425,0.515118724318327,0.8281061519903499,0.5169491525423728,0.5354914196567863,0.2038770053475936,0.486,104,300,76,308,0.5228426395939086,0.5297545379537953,0.48856606274856385,0.4852056140382359,0.5397457714521452,0.25742574257425743,0.506578947368421,0.5777777777777777,0.8020833333333334,0.484
4,32,331295,367,220993,91294,0.6562460691762857,0.6456167553756821,0.6007936352291351,0.6052702453587847,0.9183449219233983,0.9988934517671605,0.9959961161235422,0.59985913146764,0.2923400589842036,77633,5905,72762,5466,0.5136987995005131,0.499593142821534,0.39286512214867136,0.4017559839932579,0.5004411373061532,0.929313605784194,0.4806965086623868,0.5161940224076599,0.06987267985887406,1658,0,1496,0,0.5256816740646798,0.5,0.34455527847049044,0.36225279118837866,0.5077444153448198,1.0,,0.5256816740646798,0.0,404,0,384,0,0.5126903553299492,0.5,0.3389261744966443,0.34752836166660994,0.48709519389438943,1.0,,0.5126903553299492,0.0,1463,195,1288,208,0.5298034242232086,0.5107129264689756,0.44135260694560446,0.45277016264199643,0.5077444153448198,0.882388419782871,0.5161290322580645,0.5318066157760815,0.13903743315508021,0.487,70,334,64,320,0.4949238578680203,0.5033003300330033,0.43839668794006204,0.43387451434582536,0.48709519389438943,0.17326732673267325,0.4892966360856269,0.5223880597014925,0.8333333333333334,0.484
0,33,331741,130,243836,68200,0.621116092851918,0.6090864030686061,0.5448767575762766,0.550614791564128,0.9040059512337788,0.9996082815310768,0.998097468169179,0.5763625023237551,0.21856452460613518,79096,4233,74469,4010,0.5136087214476417,0.5001489150691102,0.3801274388711074,0.38874934202876915,0.4991592539022225,0.9492013584706405,0.486473371345384,0.5150652818024941,0.051096471667579864,1630,0,1523,0,0.5169679670155407,0.5,0.34079029897553836,0.35235533608000474,0.5213245571986191,1.0,,0.5169679670155407,0.0,402,0,387,0,0.5095057034220533,0.5,0.33753148614609574,0.3439484345519151,0.49175312070140254,1.0,,0.5095057034220533,0.0,1065,565,942,581,0.5220424992071043,0.5174290732288952,0.5105082818824428,0.5130582018281841,0.5213245571986191,0.6533742331288344,0.5069808027923212,0.5306427503736921,0.381483913328956,0.485,302,100,280,107,0.5183776932826363,0.5138647846041112,0.4870452492403712,0.48945543724362234,0.49175312070140254,0.7512437810945274,0.5169082125603864,0.5189003436426117,0.27648578811369506,0.485
1,33,331895,194,228370,84692,0.6457201492363803,0.6349718509545521,0.5847537668250227,0.5894462962770961,0.9214020170772013,0.9994158192532725,0.9977145819098556,0.5923893157702159,0.2705278826558318,77962,5149,72626,4827,0.515613711666376,0.5001841873306133,0.38881057186846774,0.39862054199189106,0.49820255900374566,0.9380467086185944,0.48386126704089816,0.5177172151831487,0.062321666042632305,1616,0,1537,0,0.5125277513479226,0.5,0.33885510589222056,0.34734529091140404,0.5187153352615679,1.0,,0.5125277513479226,0.0,416,0,373,0,0.5272496831432193,0.5,0.34522821576763485,0.36404293475116883,0.5173102701587956,1.0,,0.5272496831432193,0.0,1403,213,1299,238,0.5204567078972407,0.5115200870282214,0.4446372538146899,0.4497786588554809,0.5187153352615679,0.8681930693069307,0.5277161862527716,0.5192450037009623,0.15484710474951205,0.487,216,200,187,186,0.5095057034220533,0.5089451433285214,0.5087955522738131,0.5098134355862907,0.5173102701587956,0.5192307692307693,0.48186528497409326,0.5359801488833746,0.49865951742627346,0.485
2,33,332609,92,232490,79860,0.6394362616289254,0.6276990996501763,0.5740388113133443,0.5793045235866764,0.9307987193085145,0.9997234754328962,0.9988493095857515,0.5885853629187098,0.2556747238674564,78020,4479,73979,4186,0.5116640940098591,0.4996309067492931,0.3809198710489018,0.38859445812684407,0.4992045494009144,0.9457084328294888,0.48309290248124637,0.5132928506108593,0.05355338066909742,1618,0,1536,0,0.5129993658845909,0.5,0.3390611902766136,0.3478763512159548,0.5343241398846312,1.0,,0.5129993658845909,0.0,414,0,374,0,0.5253807106598984,0.5,0.34442595673876875,0.3619095078422595,0.5032550569634969,1.0,,0.5253807106598984,0.0,1174,444,1022,514,0.5351934051997463,0.530111280644829,0.5139079464548162,0.5165525034503984,0.5343241398846312,0.7255871446229913,0.5365344467640919,0.5346083788706739,0.3346354166666667,0.485,401,13,355,19,0.5329949238578681,0.5097005864269292,0.389533072291693,0.40455525570176365,0.5032550569634969,0.9685990338164251,0.59375,0.5304232804232805,0.05080213903743316,0.486
3,33,332184,109,229008,83501,0.644670767150226,0.6334337405036505,0.5825824063584182,0.5875218518770309,0.9309099960829464,0.9996719762378383,0.9986963281904079,0.5919257580293376,0.26719550476946263,78321,4586,73627,4379,0.5139423166555841,0.5004108579681328,0.38383673610903024,0.3924603525957179,0.5010663646825497,0.9446850085035039,0.48845510317902957,0.5154460736567773,0.056136707432761584,1643,0,1511,0,0.5209258084971464,0.5,0.3425057327496352,0.35684015149502263,0.5267003226088416,1.0,,0.5209258084971464,0.0,389,0,399,0,0.4936548223350254,0.5,0.33050127442650806,0.3263070958170346,0.4566300068938413,1.0,,0.4936548223350254,0.0,1054,589,912,599,0.5240963855421686,0.5189678208858309,0.5139817082792175,0.5169160761884694,0.5267003226088416,0.6415094339622641,0.5042087542087542,0.5361139369277721,0.39642620780939775,0.485,389,0,398,1,0.4949238578680203,0.5012531328320802,0.3332823129251701,0.3291162937256121,0.4566300068938413,1.0,1.0,0.49428208386277,0.002506265664160401,0.488
4,33,331725,121,225551,86552,0.6495498867146311,0.6384770393590902,0.5901369365327239,0.5949212719833706,0.9338151828669439,0.9996353730344798,0.9986039481730181,0.5952615938960228,0.2773187056837006,78503,4851,73866,4546,0.5133897110641297,0.4998891265120818,0.38480217676482587,0.39339473182394347,0.4976186744334551,0.9418024329966168,0.4837714164094924,0.515216349782436,0.0579758200275468,1621,0,1533,0,0.5139505389980976,0.5,0.3394764397905759,0.34894819841504343,0.5255024863249111,1.0,,0.5139505389980976,0.0,411,0,377,0,0.5215736040609137,0.5,0.3427856547122602,0.35757589869730694,0.5172155640315721,1.0,,0.5215736040609137,0.0,995,626,881,652,0.5221940393151554,0.5195642402211997,0.5164755235137258,0.517942664593976,0.5255024863249111,0.6138186304750154,0.5101721439749609,0.5303837953091685,0.4253098499673842,0.485,275,136,239,138,0.5241116751269036,0.5175737510245438,0.5092788641175738,0.5129599996965316,0.5172155640315721,0.6690997566909975,0.5036496350364964,0.5350194552529183,0.3660477453580902,0.485
0,34,331688,132,232186,79901,0.6392056616871691,0.6278118760258772,0.5740806729032886,0.5791846353940935,0.919973306801227,0.999602193960581,0.9983506803443579,0.5882307040225299,0.2560215580911733,79078,4302,74488,3940,0.5130648670028676,0.4993210267288315,0.3791982789464845,0.3880208100766079,0.49946229050885893,0.9484048932597745,0.47803931084688184,0.5149447143247854,0.05023716019788851,1634,0,1519,0,0.5182366000634316,0.5,0.3413411322331314,0.3537909356606005,0.5202232351858105,1.0,,0.5182366000634316,0.0,402,0,387,0,0.5095057034220533,0.5,0.33753148614609574,0.3439484345519151,0.4967732397444303,1.0,,0.5095057034220533,0.0,575,1059,470,1049,0.5150650174437044,0.5212415483032949,0.5038520663272316,0.5011316246006612,0.5202232351858105,0.3518971848225214,0.4976280834914611,0.5502392344497608,0.6905859117840685,0.484,369,33,348,39,0.5171102661596958,0.5093428207798218,0.41472603339816716,0.4193798621600548,0.4967732397444303,0.917910447761194,0.5416666666666666,0.5146443514644351,0.10077519379844961,0.486
1,34,332204,153,233026,79768,0.638566785140223,0.6272786655034519,0.5732271662815723,0.5782907822623825,0.9171894087172814,0.9995396516396525,0.9980856095394202,0.5877324275073864,0.2550176793672513,78516,4327,73646,4075,0.5143805585311776,0.500099901364229,0.3814195776900259,0.3905681133608038,0.4998502635059948,0.9477686708593364,0.4850035705784337,0.5160026813527687,0.0524311318691216,1639,0,1514,0,0.5198223913732952,0.5,0.34202838063439067,0.35558802147780927,0.5197171326718373,1.0,,0.5198223913732952,0.0,397,0,392,0,0.5031685678073511,0.5,0.33473861720067455,0.3368599012133531,0.49356783015473193,1.0,,0.5031685678073511,0.0,937,702,821,693,0.5169679670155407,0.5147089640475755,0.5140578107004613,0.5155486694684323,0.5197171326718373,0.5716900549115315,0.4967741935483871,0.5329920364050057,0.45772787318361957,0.485,393,4,388,4,0.5031685678073511,0.5000642574410117,0.343616298811545,0.3456670991842417,0.49356783015473193,0.9899244332493703,0.5,0.5032010243277849,0.01020408163265306,0.487
2,34,332244,130,225996,86681,0.6494447725838732,0.6384155278484156,0.5900307369381985,0.5947964315261978,0.9335258237907733,0.9996088743403515,0.9985024939235811,0.5951633705932932,0.2772221813564797,78547,4279,73815,4023,0.5139296917791166,0.5000108729469872,0.38067841445342554,0.3895971167681235,0.5002731000802941,0.9483374785695313,0.4845820284268851,0.5155288063952954,0.051684267324443076,1618,0,1536,0,0.5129993658845909,0.5,0.3390611902766136,0.3478763512159548,0.5330445895138031,1.0,,0.5129993658845909,0.0,418,0,370,0,0.5304568527918782,0.5,0.3466003316749585,0.36771304223383927,0.5128733997155049,1.0,,0.5304568527918782,0.0,590,1028,487,1049,0.5196575776791376,0.5237952107797693,0.5092643705193625,0.5074076319853721,0.5330445895138031,0.3646477132262052,0.5050553683196919,0.5478180129990715,0.6829427083333334,0.484,272,146,233,137,0.5190355329949239,0.5104939868097762,0.5044921431048299,0.5096631261768633,0.5128733997155049,0.6507177033492823,0.4840989399293286,0.5386138613861386,0.37027027027027026,0.485
3,34,332375,89,237534,74804,0.6314791207223303,0.6196146285323969,0.5615110632240708,0.5669782048091482,0.9190236767659938,0.999732301843207,0.9988116379367898,0.5832071435966093,0.23949695522158687,78915,3821,74634,3543,0.5124383983891917,0.49956859741037046,0.37540100205302307,0.3836899354752036,0.5017169300019535,0.9538169599690582,0.4811243889190657,0.5139401754488795,0.04532023485168272,1614,0,1540,0,0.5117311350665821,0.5,0.338506711409396,0.3464488473143723,0.5191659022514041,1.0,,0.5117311350665821,0.0,422,0,366,0,0.5355329949238579,0.5,0.3487603305785124,0.37354532869069096,0.5160826664594826,1.0,,0.5355329949238579,0.0,1105,509,1003,537,0.5206087507926442,0.5166678736381338,0.5045400085526456,0.5066334714501102,0.5191659022514041,0.684634448574969,0.5133843212237094,0.5241935483870968,0.3487012987012987,0.485,353,69,287,79,0.5482233502538071,0.5261699427653899,0.4860882118021207,0.49878736418640696,0.5160826664594826,0.8364928909952607,0.5337837837837838,0.5515625,0.21584699453551912,0.485
4,34,331627,158,208755,103409,0.675575239654072,0.6653943820487715,0.6289735436649375,0.6329801157889716,0.948607489001208,0.9995237879952379,0.9984744175268184,0.613689945260945,0.3312649761023052,78231,5184,73441,4910,0.5139584337870752,0.5002598109364559,0.38828940157387715,0.39696887920140045,0.5021543641988289,0.9378529041539292,0.48642758074103426,0.5157906535154808,0.06266671771898252,1639,0,1515,0,0.5196575776791376,0.5,0.34195702065512207,0.35540111404803115,0.5106591196032355,1.0,,0.5196575776791376,0.0,397,0,391,0,0.5038071065989848,0.5,0.33502109704641353,0.3375720191051425,0.5377092902652245,1.0,,0.5038071065989848,0.0,1477,162,1333,182,0.525998731769182,0.5106456283212214,0.4298868135685398,0.4390898080526167,0.5106591196032355,0.9011592434411226,0.5290697674418605,0.5256227758007117,0.12013201320132014,0.487,93,304,66,325,0.5304568527918782,0.5327294864939733,0.4858936380307518,0.48474114109727445,0.5377092902652245,0.23425692695214106,0.5166931637519873,0.5849056603773585,0.8312020460358056,0.484
0,35,331483,126,236003,76295,0.6332871051254296,0.6219609755985708,0.5649580639426774,0.570128769909573,0.9214191815200159,0.9996200344381485,0.9983512385339108,0.5841254233584617,0.24430191675899302,79780,3811,74724,3493,0.5146408088598833,0.49953338921719304,0.3759201044429234,0.3856922158844107,0.4996590525219894,0.9544089674725748,0.47823110624315446,0.5163620359343447,0.04465781096181137,1636,0,1517,0,0.518870916587377,0.5,0.3416162038003759,0.3545094255740025,0.5089644179333487,1.0,,0.518870916587377,0.0,412,0,377,0,0.5221799746514575,0.5,0.3430474604496253,0.3582650284036644,0.5143120187479076,1.0,,0.5221799746514575,0.0,411,1225,346,1171,0.50174437044085,0.5115703768053341,0.4710098208966031,0.46619743748112236,0.5089644179333487,0.25122249388753054,0.4887312186978297,0.5429326287978864,0.7719182597231378,0.484,188,224,160,217,0.5133079847908745,0.515953748293889,0.5126495946467635,0.5118549858521471,0.5143120187479076,0.4563106796116505,0.49206349206349204,0.5402298850574713,0.5755968169761273,0.485
1,35,332437,117,235506,77091,0.6347785247174692,0.6231314141256199,0.5669386950728859,0.5722408320956587,0.9269044843579572,0.999648177438852,0.9984846129934721,0.5853351480694365,0.24661465081238784,78669,3977,74175,3743,0.5132657382725891,0.49995838972278994,0.37777237354080784,0.3863223111919818,0.4998407276471296,0.9518790988069598,0.4848445595854922,0.5147012640339169,0.04803768063862009,1650,0,1503,0,0.5233111322549953,0.5,0.3435352904434728,0.3595516836230448,0.5127381600435493,1.0,,0.5233111322549953,0.0,398,0,391,0,0.5044359949302915,0.5,0.33529907329401853,0.33827384327254595,0.49589379120667265,1.0,,0.5044359949302915,0.0,1390,260,1236,267,0.5255312400888044,0.5100344765015423,0.4565972526231873,0.4656206686137889,0.5127381600435493,0.8424242424242424,0.5066413662239089,0.5293221629855294,0.17764471057884232,0.486,21,377,9,382,0.5107731305449936,0.5148729581410891,0.3812393336042259,0.3787275979294742,0.49589379120667265,0.052763819095477386,0.5032938076416338,0.7,0.9769820971867008,0.483
2,35,332267,147,237117,75520,0.6321779208155635,0.6205579406433904,0.5629362692336441,0.5682698939433218,0.9140791717047942,0.999557780358228,0.9980572772807168,0.583555210543324,0.24155810092855293,78773,4013,74137,3741,0.5135811382761539,0.49978114650925426,0.37790135124655516,0.3867764498010556,0.4999783355837658,0.9515256202739594,0.4824606654629868,0.5151592439997384,0.04803667274454917,1652,0,1502,0,0.5237793278376665,0.5,0.34373699542238867,0.3600846648305555,0.5204174901584006,1.0,,0.5237793278376665,0.0,396,0,392,0,0.5025380710659898,0.5,0.3344594594594595,0.33615722321306085,0.4815373118944547,1.0,,0.5025380710659898,0.0,593,1059,490,1012,0.5088776157260622,0.5163635733469176,0.5000543892314439,0.49689571626201,0.5204174901584006,0.3589588377723971,0.4886528247223563,0.5475530932594644,0.6737683089214381,0.484,1,395,0,392,0.4987309644670051,0.5012626262626263,0.33500404860029526,0.3333290929392547,0.4815373118944547,0.0025252525252525255,0.49809402795425667,1.0,1.0,0.481
