train_circ_mse_rad_ch,test_circ_mse_rad_ch,train_circ_mse_deg_ch,test_circ_mse_deg_ch,fold,perm,train_circ_mse_rad_sac,train_circ_mse_deg_sac,test_circ_mse_rad_sac,test_circ_mse_deg_sac
3.2720404067784714,3.291506530542407,10741.47502486737,10805.378539569734,2,37,3.0751371271202763,10095.079688067315,3.245344055222107,10653.836072455999
3.276169967563361,3.2917623845086976,10755.031573234764,10806.218458594954,3,37,3.0970352323205943,10166.966926872146,3.3875835048010194,11120.780640755826
3.27361960541162,3.293338266778683,10746.659228168202,10811.391774917733,4,37,3.0521943766936785,10019.763081280145,3.2644664582607357,10716.61121857869
3.2780275022945453,3.2963364815876894,10761.129500045665,10821.23433353144,0,38,3.1099876381720897,10209.487167049361,3.386242453123202,11116.378227792195
3.2781714275327656,3.2979779423967903,10761.601978731625,10826.62293149885,1,38,3.1072699619191346,10200.565562188884,3.378169973952845,11089.877841911408
3.2747319289688184,3.2989731848708383,10750.310771005048,10829.890119812457,2,38,3.0939549386732206,10156.854919326644,3.4874955455831214,11448.772522677942
3.27424542549214,3.290805517070719,10748.713674302498,10803.07724809344,3,38,3.1226678066119478,10251.113704522948,3.2288607620274643,10599.724612887518
3.271857219740653,3.289027071227843,10740.87365729639,10797.23895478729,4,38,3.0958758132902755,10163.160778717087,3.1677647673468425,10399.158293589688
3.2754614813253617,3.2999258365730704,10752.70575011377,10833.01749086989,0,39,3.128994655285326,10271.883523523476,3.4771961392233255,11414.961566078653
3.2770979294579083,3.2808733878156744,10758.077892434761,10770.471991105838,1,39,3.103331404746988,10187.636041694277,3.223339194126779,10581.598374721125
3.281056808999488,3.2950955058726823,10771.074127332793,10817.160450574002,2,39,3.1724982119404364,10414.697275558967,3.427888269712466,11253.093378942853
3.274295739744725,3.284435694437258,10748.878846250385,10782.166353903862,3,39,3.015845588898618,9900.437049891289,3.297630904269363,10825.483672530432
3.276418045384103,3.277152590239478,10755.845964680002,10758.25733319559,4,39,3.1510319663933726,10344.227748366156,3.101172868238221,10180.549984336565
3.275541555266431,3.2896166090828443,10752.96861735599,10799.174293401264,0,40,3.1390416932290903,10304.866003484074,3.3540775931128417,11010.787221102943
3.27270267360098,3.2796496067175194,10743.649118597714,10766.454554745791,1,40,3.0514365151829512,10017.2751687003,3.092226777368106,10151.181700420371
3.2760813840835468,3.298309813434748,10754.740770824732,10827.712399849644,2,40,3.1117853408372027,10215.38867677383,3.3853098960515853,11113.316823515743
3.274545683048177,3.285920017756652,10749.699361714096,10787.039099922244,3,40,3.1262436865395555,10262.852625856178,3.26073383228638,10704.357730327858
3.2745416082379455,3.2883164802648834,10749.685984901194,10794.906222261825,4,40,3.037501645475584,9971.529689938368,3.2907311993223636,10802.833277317219
3.2697759229560095,3.298736199945021,10734.041162995496,10829.112144193128,0,41,3.106823271546095,10199.099164195783,3.3785083491294885,11090.98866208998
3.2733704499291565,3.281263575914844,10745.841298968231,10771.75290307549,1,41,3.0741754778483203,10091.922779730852,3.139752807738141,10307.200454709973
3.271571378502615,3.270137660897339,10739.935295865062,10735.228678606336,2,41,3.109721245673072,10208.612652061993,3.0628627343376396,10054.785233497936
3.2759586168374346,3.294501559929561,10754.337749729626,10815.210641060361,3,41,3.1072155818199465,10200.387042853958,3.3095691640085385,10864.674667410287
3.2756028661640486,3.2880599322079416,10753.16988916001,10794.064024671416,4,41,3.1269488897015787,10265.167671274516,3.2837209010865593,10779.81982575324
3.2753549517867424,3.2785710509893344,10752.356034267927,10762.913865152466,0,42,3.1639602785736924,10386.668893686643,3.155751135944964,10359.719868136901
3.2752143777142697,3.292909393241443,10751.894556810164,10809.983866146327,1,42,3.086325405188529,10131.808638355473,3.409838473691875,11193.83939395004
3.275138793925091,3.2853782699086236,10751.646429867094,10785.26064664663,2,42,3.0868190585249886,10133.429206663106,3.1753742711518607,10424.138821001241
3.2744699593961224,3.2905345875181524,10749.45077562829,10802.187838837865,3,42,3.0753694659287465,10095.842411383113,3.2941962805582636,10814.208468001738
3.2743236620394436,3.2965476701336085,10748.970509736788,10821.927624631031,4,42,3.024906636149667,9930.182713344793,3.338966328783284,10961.179866605167
3.2771064511036405,3.2918767621055243,10758.105867347485,10806.593938096114,0,43,3.120978584966538,10245.568316978817,3.3174114536712302,10890.419385713607
3.271396329900102,3.286119989226175,10739.360645201172,10787.695567532213,1,43,3.1164458082530615,10230.688088800634,3.254792307866607,10684.852856233876
3.272280284437372,3.2850886022207186,10742.26249676925,10784.30972372138,2,43,3.11451537762551,10224.350858878248,3.1627553624432494,10382.713387362393
3.273960547670611,3.280185935722166,10747.778475581013,10768.215219007945,3,43,3.104591398794555,10191.772358154605,3.320477501038173,10900.484625479241
3.2712177501781334,3.2954739656528083,10738.774402555906,10818.402860743425,4,43,2.9878491633482858,9808.53020631703,3.4121384292161796,11201.38970254997
3.2657684102812445,3.288073153270869,10720.885274939026,10794.107426860746,0,44,3.0219153433298125,9920.362878281026,3.28913745953523,10797.60133822375
3.278819174070838,3.288458305467873,10763.728405180012,10795.371806938794,1,44,3.1555033508060304,10358.906437509373,3.34331656466792,10975.460848591296
3.27386945492688,3.29440657160144,10747.479435743453,10814.898812773627,2,44,3.068008644711677,10071.67826075042,3.3881307054376792,11122.576994480583
3.278532074110049,3.292541669077452,10762.785911605644,10808.776698925723,3,44,3.1548541295559107,10356.775169866916,3.3677061962923167,11055.527286162316
3.276579883741052,3.280476320913405,10756.377248665869,10769.16849735769,4,44,3.1078363932582858,10202.425046585897,3.217566691532191,10562.648366548156
3.275765879954129,3.290193761106058,10753.705031865224,10801.068971727993,0,45,3.1050007159947484,10193.116067258572,3.333426342953638,10942.993165944628
3.2768438210141877,3.30024548423676,10757.243703622124,10834.066832250019,1,45,3.1153524549513985,10227.098821639127,3.3152941097926645,10883.468555783887
3.2705505326019004,3.287445390031542,10736.584056459811,10792.046601712384,2,45,3.0465221446884945,10001.14224203479,3.3261447571567166,10919.089129852338
3.27639441761117,3.2921855934513182,10755.768399276982,10807.60777159917,3,45,3.1101063156363415,10209.876762182612,3.4077170635094918,11186.875215132333
3.274982678237352,3.2990815214129947,10751.13393229605,10830.245767700986,4,45,3.126393107632733,10263.343146369685,3.4535452288080233,11337.32020718374
3.274602513107189,3.277706041790449,10749.885923792692,10760.074207461545,0,46,3.1309933228912037,10278.444762231615,3.1610544872542015,10377.12974349121
3.2764827623868626,3.2818581211478315,10756.05841806761,10773.704679941713,1,46,3.129746325646639,10274.351111758711,3.205153209226084,10521.89730800791
3.281239439067479,3.29622571570008,10771.673666479699,10820.87071057223,2,46,3.1629523472398047,10383.360050303381,3.4008218507704835,11164.239566968034
3.27547433222287,3.2923048044472134,10752.747937121716,10807.999118213485,3,46,3.0651471386780713,10062.284490572702,3.2778867073116276,10760.6672973817
3.2779184516980373,3.2883917679865493,10760.77150805498,10795.15337727259,4,46,3.1083888344567425,10204.238604060198,3.2629986433728564,10711.792666544121
3.2779468847541096,3.2932843978643374,10760.864848272005,10811.214933703652,0,47,3.1417175721421553,10313.650395771749,3.308115514853776,10859.902618734346
3.2786441095855916,3.3027073101556,10763.153702376178,10842.148530009013,1,47,3.151344532068195,10345.253840948259,3.4385535256418716,11288.105348832407
3.2736880887893984,3.295654522445132,10746.88404583564,10818.9955937278,2,47,3.0775975600898575,10103.156813043634,3.3028213429704905,10842.52287765784
3.277689409245083,3.2874199356872507,10760.019606036001,10791.963040029306,3,47,3.1035517284127923,10188.359321623439,3.2405742376076585,10638.177684902887
3.2760184070714247,3.2859839457906053,10754.534029489432,10787.248963278045,4,47,3.1020000821635847,10183.26556746357,3.2338507354498542,10616.105729324932
3.276083337210192,3.2837932159062477,10754.747182561281,10780.057221302519,0,48,3.1180926870021386,10236.094472815801,3.1659829064327614,10393.308789266108
3.268885792617736,3.275746035872139,10731.11903746867,10753.639887586856,1,48,3.042198982146945,9986.950136591257,3.1310082641875034,10278.493811613986
3.275613721608195,3.2944720732985404,10753.205525480982,10815.113842160803,2,48,3.076301779850849,10098.903017446797,3.3388207437138506,10960.701939014763
3.271339777153947,3.287299935019407,10739.174993486986,10791.569101074901,3,48,3.0929932307093866,10153.697818316115,3.2298504631879164,10602.973610141667
3.2777906916238195,3.2947419465841157,10760.352096472063,10815.99978389639,4,48,3.1413107081187133,10312.314739971998,3.344300970014182,10978.692460712993
3.2704573012311617,3.2877711021443465,10736.27799592393,10793.115851504574,0,49,3.0695287275668663,10076.668398399977,3.272532920891439,10743.091853324897
3.26984154477925,3.294098004732802,10734.256586733536,10813.885847497855,1,49,3.0675053319085146,10070.025982284153,3.3454092703703417,10982.330796159913
3.278354280963178,3.2908985372399018,10762.20225113411,10803.382615295512,2,49,3.1361434698641855,10295.351697418013,3.31682064463482,10888.479874057231
3.2724058832001957,3.278215535435519,10742.674813185396,10761.746776434868,3,49,2.973099097751498,9760.108597312805,3.0804734059180574,10112.597657990105
3.274417659075685,3.28445933686612,10749.279083804255,10782.24396741946,4,49,3.083684366266894,10123.138619012898,3.2322459415930727,10610.837501861426
3.276304698795977,3.2943733654424534,10755.473869780752,10814.789803384047,0,50,3.13929661080789,10305.702848530489,3.350655554033884,10999.553329484548
3.2778482914482994,3.2819045187556,10760.541185541624,10773.856994303122,1,50,3.1142903502298793,10223.612137514949,3.1862746144080583,10459.922537059994
3.2754037649527645,3.2945183043117194,10752.51627843931,10815.265609624435,2,50,3.158241129676925,10367.894035371675,3.344908568793093,10980.687089842662
3.2777431674813937,3.2961590171506256,10760.196083915525,10820.651752150541,3,50,3.1262111091605522,10262.745680629518,3.39604403653138,11148.55492804473
3.2737933480427244,3.2859465089749307,10747.229591580865,10787.126065461824,4,50,3.124911417228285,10258.47904370121,3.183189247459111,10449.793874847875
3.273366592099455,3.2884024773213842,10745.828634460388,10795.188533944991,0,51,3.120627551771603,10244.41594297742,3.2971259621502016,10823.826045335265
3.2779688381533667,3.282854064108043,10760.936917030493,10776.974167815744,1,51,3.194960592079323,10488.436919715285,3.163297956394572,10384.494618231274
3.2715233949950586,3.293968626815836,10739.777775301764,10813.461124850492,2,51,3.1004761790187785,10178.262888542997,3.334333960901312,10945.972699906639
3.2743685962754974,3.292156544820615,10749.11802013225,10807.512410569836,3,51,3.0831641592936694,10121.430880257878,3.323163131847774,10909.30103135479
3.274488398164745,3.2935010770009203,10749.511306535007,10811.926249349139,4,51,3.112601294180117,10218.06729358926,3.2257254314642094,10589.431929805078
3.27721349425563,3.3015211408158236,10758.457269286557,10838.254565768204,0,52,3.0973827063178407,10168.107616716768,3.4618346198083056,11364.532672597197
3.271210156215026,3.2800903992731056,10738.749473045598,10767.90159134631,1,52,3.069982825391749,10078.159113623029,3.249228826038257,10666.589022759594
3.271542070786844,3.2858493925250096,10739.83908430962,10786.807250963335,2,52,3.060092775962351,10045.691996554271,3.3121819437946876,10873.251917483442
3.2784055091671864,3.277812710232684,10762.370423407527,10760.42437930106,3,52,3.180938518762554,10442.405168390664,3.0807658624179197,10113.557736044953
3.271642533413717,3.2946044457402195,10740.168883659067,10815.548395252916,4,52,3.062355086976488,10053.118725517184,3.3107173047122305,10868.443791003077
3.2747035774298037,3.3031732723928333,10750.217698392737,10843.67819380026,0,53,3.0815829150302667,10116.23996154906,3.3802076627102564,11096.567179503585
3.2732325921413046,3.2762599336036424,10745.388738546873,10755.326914323092,1,53,3.0971835798497533,10167.453923082878,3.0899351331017764,10143.658676070894
3.2773054120190928,3.293683284591435,10758.759017504133,10812.524401584304,2,53,3.1224337032127187,10250.3451883974,3.347766880084747,10990.07037230121
3.2721269234217014,3.287768073512051,10741.759042253154,10793.105909091239,3,53,3.103107352318019,10186.900520957723,3.3147060671687534,10881.538125724037
3.2785545756945935,3.277389140824884,10762.859779950279,10759.033882959464,4,53,3.1832088007217023,10449.858064422473,3.2258776271155667,10589.931558655799
3.276067671891294,3.302145675565934,10754.695756352934,10840.304792411667,0,54,3.0402290792570947,9980.483326875545,3.49188282879689,11463.175123871402
3.2726791018719137,3.291641262487015,10743.57173717585,10805.820838453048,1,54,3.0556926476326143,10031.247227332546,3.3510689612666393,11000.910465373383
3.276262329940476,3.301774883293588,10755.334781032867,10839.087553185473,2,54,3.2018045929038146,10510.90444908141,3.391216086540956,11132.705703158626
3.2735378226310914,3.2828098937533223,10746.390751136958,10776.829165094781,3,54,3.086955189698652,10133.876098944442,3.181139449537309,10443.064785213941
3.2744050653275534,3.2841529262958336,10749.237740967912,10781.238080853616,4,54,3.1204179414972835,10243.727833037858,3.190185842673975,10472.762342047694
3.2747253421862963,3.2940492545919993,10750.289147873553,10813.725810226068,0,55,3.135969856784831,10294.78175929866,3.3565566982404316,11018.925643158143
3.2779593394221167,3.288589883053159,10760.905734535221,10795.803750671288,1,55,3.106480879549737,10197.975157575946,3.1402876467416685,10308.956227586987
3.2783348293872003,3.2758703709039088,10762.138395376965,10754.048055418682,2,55,3.1680290942824434,10400.026027732358,3.1341276871617696,10288.734273162276
3.275296202789413,3.2886626469006655,10752.163172686447,10796.042620291937,3,55,3.1322583896308087,10282.59773135758,3.3201604505101314,10899.44380999251
3.2746744014280553,3.280510387268914,10750.12191922893,10769.28033060588,4,55,3.0563074120438762,10033.265379845596,3.0767938688241423,10100.518450253096
3.27123295564881,3.290986069667172,10738.8243191716,10803.669967303584,0,56,3.0606108337385334,10047.392679911596,3.2871304897283147,10791.012844997322
3.273643493881951,3.2918261207492856,10746.737649390298,10806.427692330282,1,56,3.1099463076956204,10209.351487098758,3.380014234737852,11095.932192927507
3.27328143117507,3.296732962184296,10745.549067637043,10822.535902551635,2,56,3.0456635281693014,9998.323570273353,3.3425925473924667,10973.084040081923
3.273282559314408,3.2901602764129954,10745.552771100027,10800.959047964978,3,56,3.0293186643669614,9944.666547592957,3.3410618155554883,10968.058943887323
3.2728416252265777,3.291202733354981,10744.10526987656,10804.38123223374,4,56,3.0709438106105345,10081.313842001526,3.3232743354320533,10909.666091187402
3.2726352344350946,3.2962482061387113,10743.4277288757,10820.944542326986,0,57,3.0807301701863303,10113.440565360446,3.389729263435408,11127.82475082639
3.2791016370519293,3.2887983572618316,10764.655676447974,10796.488131127331,1,57,3.1221743857627904,10249.493899426105,3.1993537923126922,10502.858945338261
3.277947701006678,3.284944205179518,10760.86752787112,10783.835696197604,2,57,3.10788857930981,10202.596363287223,3.199588067644396,10503.628025884831
3.27588066099529,3.283937037983484,10754.081835796005,10780.52936133094,3,57,3.1141026536521035,10222.995965997547,3.2521991633768415,10676.340065036376
3.2743570121945855,3.2921762444052094,10749.079991837867,10807.577080491235,4,57,3.1382729718683464,10302.342440119635,3.3764091873653483,11084.097520520958
3.274674130409756,3.2891641864021244,10750.121029528334,10797.689077352105,0,58,3.12440915576741,10256.830216588085,3.302716861283207,10842.17988451137
3.2701711959880617,3.2861306684719356,10735.338767815107,10787.73062542801,1,58,2.9929861313932156,9825.393877634731,3.292944011136325,10810.097509991472
3.27211659079417,3.291672181975306,10741.725122237878,10805.922341145546,2,58,3.0360111995655803,9966.636844640658,3.3278261244774328,10924.608733169489
3.2768451796558007,3.288505393282775,10757.248163779437,10795.52638711656,3,58,3.1038635684934097,10189.383032220276,3.283955610813557,10780.590332335443
3.2754261278614547,3.306508351241492,10752.589691537962,10854.626611822432,4,58,3.1146080858075162,10224.655201886837,3.384336748734699,11110.122169324371
3.2745187324962557,3.292568190877571,10749.610888271114,10808.863764859572,0,59,3.1155510364270285,10227.75072616832,3.3604420491666076,11031.680497850615
3.273884955130287,3.284993648319232,10747.530319909622,10783.99800845062,1,59,3.1172659962056803,10233.380607019692,3.195000212234895,10488.566985013584
3.275398966727239,3.288867636857013,10752.500526794083,10796.715562622321,2,59,3.1068477887251875,10199.179649346992,3.2845529227665664,10782.551191807719
3.273971021046587,3.2880153660732097,10747.81285764617,10793.917722681323,3,59,3.1049759770277174,10193.03485402051,3.292189513548852,10807.620640520245
3.2769303841392556,3.282363012941893,10757.527873598769,10775.362141929329,4,59,3.0998759020674242,10176.292295555324,3.1415957644574273,10313.250524730842
3.2719206294458507,3.2885804601299315,10741.081819079254,10795.772817039082,0,60,3.1039235627161617,10189.57998163569,3.3135976562431355,10877.899427298997
3.275082682904598,3.2907929239500087,10751.462228252714,10803.035907316806,1,60,3.057175564781788,10036.115357166394,3.3265174201716095,10920.312510364049
3.2767030256864516,3.2846354313506487,10756.781499826175,10782.822051511472,2,60,3.1465810691771003,10329.616314721328,3.1439014807383616,10320.819744779219
3.273358978301173,3.2941350849093505,10745.803639835049,10814.007574536892,3,60,3.090530700752113,10145.613809335282,3.243958141917031,10649.28638745753
3.273681082190322,3.289223102204936,10746.861044527705,10797.88248652369,4,60,3.0852233147432364,10128.190688843377,3.2775408697340893,10759.531979586083
3.271228351640137,3.29323260119223,10738.809205102694,10811.044895259543,0,61,3.076735999098975,10100.328475151844,3.289898484592698,10800.099636114921
3.275170161893781,3.2998280082119598,10751.749404833898,10832.69633930483,1,61,3.177555213882853,10431.298433647557,3.36431859591023,11044.406450116698
3.276006534842075,3.2779887479439496,10754.495055259538,10761.002277017444,2,61,3.1194590069536297,10240.579836628707,3.1610526218604176,10377.12361976465
3.2745262766718604,3.2894365239646945,10749.6356543387,10798.583108831857,3,61,3.07356388579564,10089.915041456698,3.258044747027965,10695.529984165809
3.270947698165123,3.291927277956077,10737.887874092767,10806.759771851086,4,61,2.9963134270813723,9836.31674504818,3.3417952423867043,10970.46664214611
3.2752191108399376,3.2896917327476864,10751.910094745166,10799.420909845245,0,62,3.1373988473184053,10299.472858496389,3.273252842981924,10745.455218135055
3.2768329339180933,3.2827870810916555,10757.20796339393,10776.754275544206,1,62,3.107044252682755,10199.824602474442,3.2367558031267656,10625.64250394191
3.2754378561535296,3.277668168883548,10752.628193249662,10759.949878042276,2,62,3.10281388714756,10185.937131632632,3.165116041595022,10390.463039872175
3.2683561713336506,3.282558862496332,10729.380393354175,10776.005078090287,3,62,3.046201940421335,10000.091073433256,3.0941393871990406,10157.460428118458
3.272583583892152,3.278601439071262,10743.258170145353,10763.013623340783,4,62,3.0559400840899165,10032.059513305801,3.056337703237577,10033.364819968627
3.2725714055374246,3.284536461833198,10743.218190965114,10782.497153751128,0,63,3.097134568645655,10167.29302879084,3.183883852545352,10452.074128835737
3.276077553700752,3.2885276708239553,10754.728196419772,10795.599519970208,1,63,3.163096424210334,10383.833027097126,3.287225155014213,10791.323612798997
3.2707849795477677,3.282724633548689,10737.353700382448,10776.549272353615,2,63,3.068239327363124,10072.435547223424,3.2475845792434885,10661.191278940743
3.2751565278158004,3.2829204028843213,10751.704646796126,10777.191945171762,3,63,3.0830393355275145,10121.021108005712,3.1830925363845344,10449.476391118138
3.27164507213203,3.296591267104322,10740.17721777966,10822.070745043327,4,63,3.0154165891174793,9899.028726685616,3.306405181432723,10854.287925319075
3.274548188719102,3.2869134837853213,10749.707587346518,10790.300456509676,0,64,3.0356517284368296,9965.456770536552,3.2954233003701465,10818.236536431774
3.277541926045173,3.2910112750496383,10759.53544725081,10803.7527116932,1,64,3.1042997546931783,10190.814947046665,3.275336331777473,10752.294908383261
3.2729424258288775,3.2899284351936617,10744.436178733878,10800.197958137955,2,64,3.0909902695351716,10147.122484654576,3.2852370923202803,10784.797187963131
3.2767451593538035,3.3011142321679143,10756.919816496902,10836.918763474969,3,64,3.1399512954958264,10307.852051581302,3.4963316187955122,11477.779639928749
3.269459943101719,3.290968176342862,10733.003862323356,10803.61122698492,4,64,3.053424803031441,10023.802332674975,3.268818018392494,10730.896547811688
3.276953998041264,3.3044489097259357,10757.605393466234,10847.865864137688,0,65,3.0956784224771807,10162.512782902428,3.5747582098122983,11735.238950928426
3.2764911251296995,3.279386660932004,10756.085871332903,10765.591354651393,1,65,3.1099039269460262,10209.212359304873,3.124891810716848,10258.414679320966
3.272560127274167,3.29900012938909,10743.181166610879,10829.978573448067,2,65,3.0978350929415646,10169.59271439779,3.435717274593306,11278.79448587995
3.274336635433619,3.277214719276208,10749.013098877573,10758.461290791896,3,65,3.0816075459017926,10116.32081993051,3.1338713216793157,10287.892674928557
3.2731067713315176,3.2869970331504206,10744.975693193546,10790.574732895964,4,65,3.157342003919414,10364.942379625458,3.2025807932567565,10513.452564528927
3.272227408242405,3.2865194771220376,10742.088914460639,10789.007008933502,0,66,3.034364098968733,9961.22973234222,3.250548672947468,10670.9218245742
3.2700574355165175,3.280974365742683,10734.965314216746,10770.803482085837,1,66,3.0936146292881257,10155.737749516287,3.1356072115514046,10293.59126522357
3.27722349902246,3.2938354869459316,10758.49011299864,10813.02405244013,2,66,3.1089262385945067,10206.002797776175,3.448308563239165,11320.129248201403
3.2766343420249306,3.2944167703601677,10756.556024665997,10814.932293323543,3,66,3.1465546950522807,10329.529733576894,3.347549174128443,10989.355685805422
3.2808587496111525,3.3023624161542773,10770.423936715082,10841.016309791386,4,66,3.176385368568291,10427.45805802038,3.4216261498546503,11232.536052109082
3.2752668449051088,3.284172133352864,10752.066796437426,10781.301133902398,0,67,3.100144627755558,10177.17446995074,3.233940602053824,10616.400743983097
3.269649904403864,3.2896430144499207,10733.627468492301,10799.260977107973,1,67,3.0279891986317775,9940.302169035373,3.3594126131001234,11028.301058594629
3.2792941193919503,3.3047887967041376,10765.287558696064,10848.981647268014,2,67,3.1865191042567607,10460.725149887829,3.528618799999133,11583.772203407976
3.276275594342487,3.298303594687669,10755.378325496022,10827.691984907238,3,67,3.1171091932861072,10232.865853399619,3.3275766806010063,10923.789857227985
3.2726831399252037,3.2967902898068133,10743.584993322831,10822.724098034865,4,67,3.080401194839923,10112.360603004261,3.41343246985225,11205.637787367235
3.2769604674802917,3.282876740827024,10757.62663138176,10777.048611092814,0,68,3.114535037074119,10224.41539704098,3.280989316624442,10770.852562935412
3.2769432043536986,3.2872073529942023,10757.569959880153,10791.265172214666,1,68,3.17264013971491,10415.163196958254,3.3247622927023137,10914.55076676276
3.271074285728069,3.2932855364707567,10738.303436548234,10811.218671528033,2,68,3.0467156606384873,10001.77751742425,3.283008236988952,10777.480287528193
3.2719840103956233,3.291089009824107,10741.28988646364,10804.007899904444,3,68,3.0530419375102515,10022.545459310813,3.290010296348442,10800.466692456686
3.2747919542263126,3.292243516235204,10750.507822301504,10807.797920881923,4,68,3.1078959173967804,10202.620452805728,3.3040338646310237,10846.503351464567
3.2770532907796324,3.2833662517521054,10757.931352298263,10778.655580666073,0,69,3.1424032544296123,10315.901357939103,3.3353395100616092,10949.27372307531
3.275961768736099,3.2965274014973356,10754.348096802567,10821.861086623168,1,69,3.1582375499098494,10367.882283689585,3.3369288308613436,10954.491155488882
3.2768211051640996,3.2853084474409693,10757.169131885206,10785.03143300644,2,69,3.143352445058508,10319.017366963011,3.3082581192405995,10860.37076132095
3.277492159775667,3.2958099937116434,10759.372074225268,10819.505975788752,3,69,3.153515789170855,10352.381657552376,3.305203686187394,10850.343649098202
3.273722477205207,3.291170937967828,10746.996936345427,10804.276854134894,4,69,3.0727249503320837,10087.160978789687,3.367522806617045,11054.925253371803
3.275740658750515,3.2923515377675048,10753.622235537845,10808.152534654097,0,70,3.1101518344552876,10210.026191650493,3.312529754922693,10874.393714063062
3.275931759552485,3.282901093509894,10754.249582464043,10777.12855623478,1,70,3.1145515754146547,10224.469689210307,3.1778266475713766,10432.189497883846
3.272013121671166,3.3029486009742643,10741.385453143852,10842.94064104072,2,70,3.0437533026880152,9992.052669933433,3.372391837956867,11070.909340372578
3.278602388358527,3.2830977442020415,10763.016739667044,10777.774122375693,3,70,3.1159507357536733,10229.062861655926,3.191246615088083,10476.244652464644
3.2766982639175484,3.281042326479212,10756.765867860984,10771.026584023264,4,70,3.104916653458746,10192.840106231584,3.228652067871149,10599.039510385957
3.2740255260428626,3.2917125287709488,10747.991786994047,10806.054791862485,0,71,3.1884346826014864,10467.01362264184,3.332733005431522,10940.717073124324
3.279117919150539,3.2817272471840933,10764.709127424692,10773.275046062505,1,71,3.2447704007073734,10651.952875772318,3.3489243196874092,10993.870022378587
3.2734794523274573,3.287530402814274,10746.199132733544,10792.325682215367,2,71,3.066273077137211,10065.980728496086,3.3130111736412764,10875.974118489441
3.2748391752998796,3.2862671596535216,10750.662839941671,10788.178699545637,3,71,3.089424720453445,10141.983090187827,3.330071123261065,10931.978629432164
3.2750558817909723,3.2726604550277894,10751.374245386718,10743.51052319755,4,71,3.0767453387663384,10100.359135471172,3.2485741520605576,10664.439854868417
3.2737004493160096,3.2892748208135942,10746.924623050903,10798.052268700607,0,72,3.086672701356823,10132.948744422081,3.342540781161252,10972.914101569377
3.2745371198527935,3.2796632430841153,10749.671250401918,10766.499320296643,1,72,3.115501567790744,10227.588330214998,3.26050766795854,10703.61527663628
3.2708721551967272,3.296447945718509,10737.63988115641,10821.60024868789,2,72,3.1017836626360276,10182.555104064237,3.317875545515591,10891.942909367259
3.2727610280553874,3.2783363778115544,10743.840684971196,10762.14347855427,3,72,3.0379148771710556,9972.88624957229,3.1892399535892175,10469.657171353845
3.272787546191937,3.2960138443604836,10743.927738878243,10820.17517799322,4,72,3.083909143553282,10123.876519315996,3.403747438971154,11173.843706490716
3.2795579917006688,3.2884030984369454,10766.153800386719,10795.190572947102,0,73,3.115944493146131,10229.042368384244,3.2506249398736498,10671.172194123761
3.2717072849409026,3.2881300497772386,10740.381450383682,10794.29420707315,1,73,3.0880423741511165,10137.445114968627,3.3587933682895033,11026.268197798116
3.27665042842561,3.2785729099654666,10756.60883320429,10762.919967811114,2,73,3.1530739059480806,10350.93104050269,3.1494509963784045,10339.03772996184
3.2728284285219003,3.2986932299655303,10744.061947650649,10828.971082071595,3,73,2.9933136545929333,9826.469072874543,3.4784757886392086,11419.162407306905
3.2719545593578725,3.2932873260627247,10741.193204409905,10811.22454641191,4,73,3.062072103407899,10052.189745261268,3.404483938516553,11176.261491875131
3.2770117362416125,3.2914708052411688,10757.794936796972,10805.26126032398,0,74,3.1773640664004494,10430.670933478534,3.4205926654172116,11229.14332283522
3.274152376377126,3.293112225017219,10748.408212076873,10810.649723587832,1,74,3.1368717772385435,10297.742589491318,3.2627839008143713,10711.087708309507
3.2730622636576823,3.2869316506172868,10744.82958311925,10790.360094701016,2,74,3.0781837128146003,10105.081038930497,3.281430345535623,10772.300375445575
3.273176338899066,3.2983409139731656,10745.204070046047,10827.814496894647,3,74,3.0804886513054504,10112.647705644647,3.391147059845744,11132.479101885263
3.2750835478016054,3.287972594448732,10751.465067542102,10793.777311720887,4,74,3.098886217369302,10173.043352343817,3.307249182768477,10857.058618263507
3.2774849922856326,3.2904201905216217,10759.348544743465,10801.812295651234,0,75,3.1483940535498633,10335.567991332708,3.2202964249115236,10571.609552619668
3.27318359549376,3.289971598962316,10745.22789204119,10800.339656431785,1,75,3.137732251306208,10300.567359224664,3.2686905794586685,10730.478190470481
3.278501404668139,3.2871299697561316,10762.685229766981,10791.01113802934,2,75,3.076479298349384,10099.485776301031,3.3181491491802197,10892.841097214892
3.2746093586459613,3.2875767220284686,10749.908396370845,10792.477739225851,3,75,3.1044857904330394,10191.42566635481,3.24971988346494,10668.20106919813
3.2777220304199934,3.2883580704991595,10760.126695036144,10795.042754947006,4,75,3.1305673867848416,10277.046496476953,3.1549030426423204,10356.935742057582
3.273412300873326,3.2893174071679634,10745.978687513505,10798.192071455152,0,76,3.0737904649029937,10090.6588567891,3.273399671847801,10745.93722886832
3.2735478037665273,3.289367180042852,10746.423517271753,10798.355466164901,1,76,3.0624090878926653,10053.296000067712,3.3370374973514796,10954.847886532736
3.2714344174114274,3.2863143220505866,10739.485679125206,10788.333524562204,2,76,3.06641515556326,10066.44714445532,3.208027089795963,10531.331701391884
3.2736341618946345,3.2870116222220136,10746.707014283082,10790.622625992833,3,76,3.0857808096074737,10130.020836523796,3.3275931032661186,10923.843769657298
