perm,fold,epoch,train_mse_sin_ch,train_mse_cos_ch,train_mse_ang_ch,train_mse_sin_sac,train_mse_cos_sac,train_mse_ang_sac,test_mse_sin_ch,test_mse_cos_ch,test_mse_ang_ch,test_mse_sin_sac,test_mse_cos_sac,test_mse_ang_sac
obs,0,29,0.7508050964375108,1.1716335777218307,10302.456695846839,0.5624188061115375,1.1216606471522172,10335.339497658528,0.7479209865742102,1.250618025931483,10874.765668892247,0.5600884252693891,1.1942525986140058,10965.392587943737
obs,0,30,0.755976759708003,1.1664766151608856,10286.273719038869,0.5576779316898094,1.1189112684761937,10346.278218107238,0.752953423226996,1.245407502026728,10862.044816426453,0.5549972272344108,1.1914434278406552,10962.40410441731
obs,0,31,0.6895923712199292,1.2327167627691729,10362.268552986303,0.5537111124112104,1.188799062420835,10354.381659278555,0.6843153840204667,1.3149665463133284,10955.713513755549,0.5482312417105183,1.2640837488864247,11006.236146418607
obs,0,32,0.6959014428949893,1.225773859422888,10358.538690030353,0.5391385764334669,1.18403415614827,10405.334309136832,0.6936496121602982,1.3089798602550495,10965.158617064279,0.5374583639882274,1.2606642222374982,11055.482771868456
obs,0,33,0.6805808834521537,1.2412065939996608,10397.753925673944,0.499728716120558,1.1928252682605303,10545.700723208336,0.6834725777664278,1.3261395054116756,11038.972802337208,0.5029063021962958,1.2718126536543204,11218.660152407456
obs,0,34,0.7580464686142168,1.1625759561313171,10261.851204125545,0.5715076015542653,1.099464830970487,10251.913109167172,0.7531305570624458,1.2420278687953092,10846.521055420759,0.5673644130640668,1.172924438374783,10913.373773568628
obs,0,35,0.6987154843670065,1.221814646279185,10350.249551308007,0.5182853309032581,1.1719647115634797,10425.44934237637,0.6985764539240589,1.3066846968053722,10993.575796813606,0.518450180396723,1.250678271829045,11123.392829187249
obs,0,36,0.7061389159181075,1.214385977072663,10319.986862892447,0.5407299042446515,1.1643714220399757,10340.0033914392,0.7030840109338651,1.298503142782451,10957.557169094178,0.5377084717609425,1.2424725615897638,11045.361277318518
obs,0,37,0.7113613205683613,1.2082984193048552,10304.991087833643,0.541754484283371,1.1588880855039445,10349.614816407655,0.7093215365629142,1.2921545545684483,10938.892764784336,0.54023927908873,1.236640807343402,11036.469224486993
obs,0,38,0.6905465880524713,1.2293727721538275,10350.442904465093,0.5311172523092788,1.1825949011583357,10405.12494029246,0.6899282710404525,1.3136552681561395,10982.056868914526,0.530776812114949,1.260572899419731,11089.778888515495
obs,0,39,0.7329703691029793,1.186462836184698,10297.73279702367,0.5404292027288332,1.1243552903281022,10315.802047685056,0.7321752893105447,1.2675550684468482,10902.582267358974,0.5396576567908595,1.1996899326227783,11005.608839863105
obs,0,40,0.7557607014160108,1.1642644985866424,10284.366717256959,0.5379877452816475,1.0922369102777527,10364.391620983151,0.7567534690219324,1.2439587700209835,10882.358519374753,0.5396806933412956,1.1656445445524974,11018.60016124659
obs,0,41,0.7419954744362387,1.1771675610593355,10259.808773386714,0.5698104411304545,1.1209920026384197,10262.939660300004,0.7378830984594917,1.2589171495445566,10862.67281635402,0.5660510125223698,1.1967937198716736,10926.227362711625
obs,0,42,0.783439712691756,1.135867303684674,10247.669935132451,0.5633535787829402,1.0597159983789337,10254.181535771382,0.7823141581792871,1.214417530049563,10825.961102622046,0.5625929049997407,1.1325893694058875,10908.797257381653
obs,0,43,0.7369447190251116,1.1810276982848287,10280.178833793874,0.5496137788190344,1.1079118193877189,10272.259667409782,0.7350784858850281,1.263135853693284,10892.683816673169,0.5475839221168354,1.1841037315102219,10964.02902908465
obs,0,44,0.7194999605385042,1.1994162908454664,10333.102640479814,0.5401306445686294,1.1217577354855106,10333.699432099673,0.7179790349238787,1.282036757072254,10929.143029878986,0.5387612431595249,1.198264901451666,10996.627220453225
obs,0,45,0.7339648220606103,1.1838155058429858,10284.575780518913,0.5315339730921442,1.1168630308364256,10354.166263683997,0.7336754011224021,1.267645577796068,10919.867657094392,0.5320110703063532,1.19494802498015,11032.699730143919
obs,0,46,0.7437883354959252,1.1738415006288314,10284.678844365157,0.5367026423422903,1.0831690261488836,10299.004444768972,0.7453161813493334,1.2551378941685647,10905.769365152886,0.5387526173193888,1.1589315801204825,10998.319252010517
obs,0,47,0.7376505528494194,1.1798977346541386,10292.26880314426,0.5414133235491935,1.1041711587474587,10322.85745613095,0.7377285485711682,1.2624102463366478,10902.250928959611,0.5413433261102315,1.1804405153420738,10995.41022434267
obs,0,48,0.7860163698442721,1.1312465888641239,10223.994550912987,0.5813496371212173,1.0411319541563542,10191.454033408798,0.7826718119838502,1.211824479615499,10804.680040014971,0.5788404055332004,1.1163798498178674,10841.228686054064
obs,0,49,0.8187222279346591,1.0998923214659109,10194.106525363739,0.6235992055941059,1.009742286988597,10091.576416270656,0.8117312023137597,1.1774727802778826,10741.23675098876,0.616473669278366,1.0826238357979618,10737.600589343321
obs,0,50,0.7230374506901184,1.1933457615442495,10302.345074882945,0.5243954465076426,1.1185315967744662,10370.815530936166,0.7252494388414018,1.2783243873748502,10946.578775543761,0.5273850815831539,1.19752892696111,11061.253144533037
obs,1,1,1.1964394565588452,0.7555485717126011,10182.485282056105,0.924297424116484,0.7148296747112135,10026.104248851583,1.194217770886656,0.7200238672370283,9984.867398782046,0.9170762609284118,0.6820821096469794,9755.035120684119
obs,1,2,0.9707570219341222,0.9793901189715023,10292.83670403108,0.7604976006451141,0.9090757872063219,10125.821005068947,0.9713941088780977,0.9313885667618151,10000.29961715557,0.7565790660455209,0.8644738917644441,9714.687062471587
obs,1,3,0.8573301068009065,1.093290408220293,10362.523442692245,0.7313553160403906,1.03933711781459,10249.766969301978,0.8565531047059828,1.040423940863187,9971.544193096326,0.7269143081807802,0.989564100675521,9768.09439417915
obs,1,4,0.9030286559114685,1.046373773483401,10314.713292109345,0.7643632189046476,0.9837781652894411,10173.498786076285,0.902629526006385,0.9958591310167637,9962.878541212654,0.7597236188572345,0.936426813773694,9728.399408141493
obs,1,5,0.9436987212458361,1.0054357394582496,10254.458896536646,0.7815829876776063,0.9635589545384207,10145.962911540177,0.9440335258798564,0.954903887728677,9916.87129714609,0.7772368063897646,0.916057273262434,9708.43183543317
obs,1,6,0.9992576182860161,0.9493711906250591,10271.892985986125,0.8008882033942578,0.8610306949856681,10067.44831603689,1.0001742391094073,0.9046764726663121,10004.99308897474,0.7964696775358381,0.8196716441852001,9695.267115414665
obs,1,7,1.0372780172051441,0.911198056263207,10215.477303615542,0.8954463417316368,0.8350753630870005,10039.924389725446,1.0357416277515372,0.867256544202581,9930.345026765379,0.8895315601767428,0.7944743325560368,9691.731613562262
obs,1,8,1.045565096859315,0.9033133273489105,10203.534791174228,0.9296424144582186,0.8367310552781924,10049.765316645153,1.0433181677848833,0.8585244338511271,9911.767701175017,0.9231471116875364,0.7953047425581161,9693.656265794385
obs,1,9,0.9313072677385049,1.0170406079844312,10320.460322594663,0.7575404489791736,0.9413168590343722,10146.282370113295,0.9322368807775343,0.9691107897024371,10004.407595891247,0.7541115656708033,0.8965944248874524,9723.984980589903
obs,1,10,0.9703011824421582,0.9775191443313199,10257.526444563862,0.8115128077026292,0.9032223392758791,10078.984242379145,0.9707299431898729,0.931474094758628,9957.976522960402,0.8072865503770132,0.8604637547799391,9695.499557964464
obs,1,11,0.9892186507800373,0.95928878226391,10302.599428294532,0.725345669575906,0.8651904981345578,10121.895386150924,0.9920901476288767,0.9179617527236102,10065.326154655098,0.7227730572916735,0.8267747517497872,9747.39177765065
obs,1,12,0.9295598933870737,1.0181025548886014,10285.083140738441,0.7567553338341464,0.9503503891569177,10142.554908352373,0.9306806832702037,0.9709770592000146,9967.452142198106,0.7532836754770208,0.9064288244151895,9729.314939963908
obs,1,13,1.0089494178923712,0.938511201002761,10215.579003156878,0.8923891007300697,0.8548797409501633,10039.922517482682,1.0078302282722664,0.894257787283743,9925.083984798872,0.8869739877520216,0.8141312897845385,9688.721090420642
obs,1,14,0.9912103441493874,0.9571265846782865,10281.083374181779,0.7110572705375644,0.8630054201093925,10134.034035478828,0.9947442734569516,0.9165806753992942,10040.423434869068,0.7086087328638303,0.8257446260783691,9769.94665896218
obs,1,15,0.9932771291191308,0.9531461486736342,10243.756895418135,0.7876051858885176,0.8602650656712798,10067.689249835703,0.9951512180691815,0.9105152690127888,9987.233321634565,0.784405950547038,0.8209984355152483,9703.793342919022
obs,1,16,1.0617984093629538,0.8850013610515475,10183.295551981417,0.8656841948768089,0.8068146069735933,10017.210564568148,1.0627338796520458,0.8459088660401898,9947.941454772043,0.8617589913018384,0.7707026285499764,9706.136983985178
obs,1,17,1.048494552538273,0.8989311158059538,10180.40935815716,0.9322375648887948,0.8154390187030552,10030.268888229424,1.047166132809177,0.8580277122642658,9910.483924435,0.9269661692866618,0.7776169695844849,9703.504093381942
obs,1,18,0.9969101584644858,0.9493614177842788,10216.476446343786,0.8314836972631982,0.8377733508543976,10023.721152151296,0.9980194397005716,0.9097982737763012,9957.122114468033,0.8283470906714478,0.8012294532698994,9693.717477065933
obs,1,19,0.959575050187938,0.9868348133639139,10261.182987068063,0.739436464066538,0.905567960510241,10122.201570632933,0.9626380852923725,0.9428663011321592,9990.013494008525,0.7369021698771425,0.8646996224058227,9731.493017661054
obs,1,20,0.9392747684250108,1.005910423325865,10272.222628520116,0.7520025624264948,0.8951781286624236,10099.294512746508,0.9428555837658075,0.9628629922871308,9995.15920829551,0.7503527095976402,0.8558889974673325,9722.518742870923
obs,1,21,0.9842376898361459,0.961684403103412,10236.963148782763,0.7490398316904179,0.8774876537112432,10096.871317094048,0.988165353096704,0.9200061726331129,9990.60190933847,0.7466980991535507,0.8387525339066126,9727.448193603985
obs,1,22,0.9642987710900651,0.9810779312635939,10243.635911385594,0.7795794421001437,0.8658743302794726,10060.767365384785,0.9666945548677502,0.9399536517494013,9987.729732545602,0.7768053938537183,0.8282094225017491,9710.457765228897
obs,1,23,1.01968646933469,0.926367228802045,10197.3338209181,0.8977227084691257,0.8318386389500042,10022.183325799033,1.0194710322897713,0.8846488434737168,9928.511414916818,0.8931305913270812,0.7933845484883382,9690.622699906915
obs,1,24,1.0203065718058741,0.9247187976669065,10216.37038089583,0.8269329456778373,0.7934739856447628,10026.7289213538,1.0221682356590294,0.8882529514325823,9999.9413553051,0.8234917772618543,0.7594791098712854,9720.097322548476
obs,1,25,1.0107807281542636,0.933961810993415,10208.95321783455,0.8116569347206984,0.8092665803907075,10007.698599663776,1.013920258198089,0.8965452186157715,9991.269210741699,0.8095276526828032,0.7752181465286532,9711.261142251979
obs,1,26,0.9695067306012903,0.9765642889581335,10224.749747550215,0.8330942612600434,0.8064647124631299,10014.457411365252,0.9712324432729222,0.9386864007878026,9979.508196667894,0.8296583843654489,0.7725995522882936,9700.894922586496
obs,1,27,0.9387930929154314,1.0053047170741494,10261.586408417072,0.7325016801835642,0.8985309330489967,10108.443771646851,0.9425622376392336,0.9653665161624964,10008.975110000929,0.7314247808315683,0.8617088716123507,9744.864399804412
obs,1,28,0.9361780914294703,1.0080833792578054,10266.764672451156,0.7470499933990522,0.884099818340852,10086.890393179858,0.9404504622439623,0.9669662376460976,10007.218530071445,0.7461685000871068,0.8465855042085983,9722.676627782654
obs,1,29,0.9937459578456965,0.950492961234828,10229.942022712668,0.7752311164446978,0.8098646521026699,10012.73419819886,0.9978305233498418,0.9156638913609474,10024.759536791307,0.7737332495374087,0.7776649608129979,9713.511434486498
obs,1,30,0.9386479480901222,1.0055709474948722,10261.13203039518,0.7453302429195794,0.8689593411577232,10071.581801552275,0.9421796848603082,0.9680891999048561,10011.110235333148,0.7441556174345179,0.83444115930392,9716.65532817485
obs,1,31,1.0068104010229646,0.9364445070216247,10196.681773349641,0.8268785518021476,0.8195245435981959,10006.78287534188,1.0095230220273794,0.8992282548826648,9973.010830284267,0.824581694878831,0.7857565397907325,9708.652110104465
obs,1,32,1.044741567331917,0.8991163653831028,10207.385681779531,0.8468780156010024,0.7185821764952347,9960.576881763014,1.047623492920783,0.8688269166041988,10043.028627983855,0.8445800185345811,0.691832857934789,9741.608621037181
obs,1,33,0.8923196089184897,1.0527093380483683,10315.252063554655,0.6638098186086241,0.9612762605871169,10226.928490508892,0.8970730187567848,1.0103687057379644,10039.271732349862,0.6632451189081949,0.9219786221822116,9830.834355967696
obs,1,34,0.9828544017588084,0.960382636578467,10235.981132523757,0.7425114481866877,0.8241093497109567,10032.689738377263,0.9872852203547714,0.9262157125705447,10031.289503108721,0.7416660342918812,0.7929046028222458,9723.88518917828
obs,1,35,0.9675592741554818,0.9742764862508819,10222.240027660879,0.7566095402374349,0.8395326240336781,10047.344609314106,0.9723006046911369,0.9390711056362169,10008.70737648676,0.7563740542961883,0.8076836417586285,9728.582240083122
obs,1,36,0.9589294934663573,0.9831836192572447,10231.073639421113,0.7793181209419715,0.8521296365869543,10041.641974806997,0.9626916068909799,0.9459990999216848,9991.90683357026,0.7786260566466257,0.8183372334476756,9709.718214893668
obs,1,37,0.9229366922384588,1.0201401901991631,10245.002261514135,0.7561398494622273,0.8940085276316477,10075.477257688184,0.9273616773164656,0.9799479874324369,9979.196615625342,0.7558432141727058,0.8571376186714355,9708.49923474596
obs,1,38,0.9119984567171152,1.0307761085708913,10267.711840240887,0.7583713438954823,0.9169575660532481,10096.016104396096,0.9153511779204196,0.9900340967101087,9988.555989735181,0.7575065590632611,0.8795720378882467,9721.73194433521
obs,1,39,0.9775175194254868,0.9657751037250099,10230.251865402019,0.821193443462311,0.8369728343233356,10041.153225477527,0.9808461486937997,0.9259554494748431,9983.409575779036,0.8192219935644135,0.8005253021293616,9713.994420600702
obs,1,40,0.9952664485478493,0.9470335505112377,10200.460559589219,0.8287868714884408,0.8201429149639469,10008.424197678616,0.9984003017680833,0.9095455011888449,9970.559199240348,0.8274141569439646,0.786300453635101,9704.481607315487
obs,1,41,0.9015193456409238,1.0405260245491017,10310.971285991665,0.6909462994227898,0.8835984439272887,10123.311922288427,0.9072610579785415,1.0042365074056425,10077.433084704058,0.69139715498278,0.8498098317936159,9764.86259339871
obs,1,42,0.9469582155320655,0.994686893628678,10244.65234647175,0.7473186867415023,0.8184790933663608,10026.319554582304,0.9523077485611938,0.9601695552346271,10032.001276519555,0.7479027404347041,0.7874887915325455,9714.468725232424
obs,1,43,0.9309770332384114,1.0113024618670003,10262.913768434462,0.6840645126628251,0.8286244876502159,10065.245670485161,0.936930767573097,0.9768880320622874,10060.878034968482,0.6843232690446596,0.7975059828283176,9732.240470319204
obs,1,44,1.0215054625482554,0.9199895855412423,10195.59701772851,0.8224968355021882,0.7584344749525765,9972.47566665763,1.0273518787843336,0.8880412130950869,10023.131315192111,0.823522484107929,0.7303158521616632,9735.908983551924
obs,1,45,0.9509485197018582,0.98957492982206,10223.995117386501,0.7769478337097809,0.8300709021416978,10009.421978334964,0.9554447165688097,0.956079569553296,10008.19963754323,0.7771248845461883,0.799175194190045,9701.590072601473
obs,1,46,1.0579029968129685,0.8829421534022035,10173.883202850307,0.8609880081889636,0.7310817879497231,9951.060758178259,1.0616821910430885,0.8533661982707145,10017.771949441858,0.859767440328133,0.7051900120059698,9729.391405560664
obs,1,47,0.8981573553496565,1.0436053660877114,10284.377355347271,0.7058318233622535,0.917447821966615,10117.735687724542,0.9047993994827338,1.0050578890139994,10030.593598456697,0.7078223183659471,0.882139581127723,9748.699469100191
obs,1,48,0.8843375872002158,1.0562972339647585,10308.083844364603,0.674985484443942,0.9034583613047164,10152.239069866258,0.8916733947981731,1.017871978610598,10063.797933880502,0.6776449097981239,0.8676140334172551,9773.503639101311
obs,1,49,1.0299483433074155,0.9099112377881807,10192.66575030498,0.7594600539721498,0.7229494346252059,9945.460812265384,1.0362590830203573,0.8839103256675924,10072.701326024066,0.7602779644313101,0.699040238533776,9730.237403772036
obs,1,50,0.9274762922050299,1.0132298996703317,10255.55279980751,0.7236408342461437,0.8078424234313288,10038.928677164926,0.9343045474872811,0.9796260887275303,10067.6010396862,0.7252970196316656,0.7775500422697619,9736.77860961475
obs,2,1,1.1928004481273538,0.7435924119075562,10066.811415961125,1.1350456532173252,0.6791571266470844,9984.438238284763,1.2784270696207036,0.7127884524238736,10561.384259513705,1.223197265804157,0.6516583575412142,10538.742862701047
obs,2,2,1.089121086410919,0.8445266684959143,10083.550045702543,1.0076776323237686,0.7266117105164636,9900.28493765306,1.1686575061864852,0.8169457288763954,10521.325609327381,1.0909387831325417,0.7033095644978764,10430.794605124156
obs,2,3,1.2247647119411609,0.709533304427695,10083.071210291013,1.1342632271544217,0.6399501286111903,9967.143101803656,1.307564703040566,0.6856918974012802,10629.38060422132,1.2212237953795397,0.6181394619146,10595.289176672568
obs,2,4,1.1777618949518094,0.7563227171669454,10075.008461407562,1.0990700996517435,0.6645577052314118,9942.105456977313,1.261028428599425,0.7329064413155266,10620.046980996456,1.186287290197639,0.6445782439199769,10558.076122754113
obs,2,5,1.0771783313308827,0.8554431685656084,10096.902256139572,0.9740959586386692,0.7597337576935317,9896.787318177001,1.1550069942062904,0.8228363968274852,10480.802752897265,1.0558619207537325,0.7318614367611342,10351.28634955231
obs,2,6,1.1768391277743908,0.7563128637158505,10041.613950252571,1.1068524459290765,0.6912745665340072,9947.4279608869,1.2605537448943598,0.7269827358216614,10518.2691487652,1.1944527957879432,0.6653745286188913,10481.434914358832
obs,2,7,1.1181328061759301,0.8141969152409579,10076.71879961754,1.0146900966751389,0.7302915276306027,9900.239691461104,1.1963174282226012,0.7835266511472883,10493.708000323291,1.096068767594685,0.7038611653909017,10386.352952624753
obs,2,8,1.0652643412058,0.8671101241920354,10087.665972051158,0.9288496529381297,0.7785494131836572,9894.845218709106,1.1390521254622734,0.8335976709392087,10427.732610953106,1.0063856251176935,0.7495938966723291,10298.050157478416
obs,2,9,1.0833645502323033,0.8484721271627672,10084.385266724981,0.9704313168229061,0.7360672630462078,9883.735432135984,1.1600037960932326,0.8214542216194489,10498.580860650569,1.0508049162551567,0.7128552578772346,10388.160446393866
obs,2,10,1.0563438798013527,0.8755748374162272,10081.476785374747,0.9748223520518478,0.7836621858867427,9906.891655109666,1.1351281189456146,0.8421105218965943,10445.20020498786,1.0570469115783014,0.7555244539263701,10338.727389441212
obs,2,11,1.110514071081238,0.8221726329302254,10040.28875906803,1.0605934949704663,0.7625673927915698,9938.686876268288,1.193387649962326,0.7871323150536609,10430.081592165814,1.1467102491819585,0.7322117095372681,10382.060838136651
obs,2,12,1.0923699690647732,0.8398776418863105,10046.117809250116,1.0175454854457335,0.7509111332816476,9914.799567634696,1.1740342314132806,0.8076970777687845,10445.224768581338,1.1017584832668594,0.7234105684893704,10379.149793049264
obs,2,13,1.0258974957430835,0.9055901360589916,10096.512651020099,0.9082956417427192,0.7936842891331077,9901.978550558699,1.1004445865368666,0.8742589970071598,10427.199040402513,0.9857378380025893,0.766935806027974,10309.909726719106
obs,2,14,1.0701061295674161,0.8609294678021755,10064.571250128907,0.9919563973307927,0.763198446193055,9905.60772753874,1.14937795972547,0.8312242784292619,10459.96391285094,1.074739264560466,0.7380070489671845,10379.56187635719
obs,2,15,1.0265620148882986,0.9047651524017027,10114.795702495121,0.884374434471807,0.7972290963655997,9892.556227203373,1.098164785769669,0.8749855217347121,10452.686598902594,0.9596159438150813,0.7717727431467972,10294.505876593477
obs,2,16,1.1332384671561797,0.7976386852058293,10046.36253991298,1.060129292933824,0.7011604232860698,9914.596122603783,1.2141584367427893,0.7729809916199433,10515.240316818354,1.1450944630589388,0.6800815371206144,10473.890422604298
obs,2,17,1.1143597078558578,0.8156617407783063,10056.874015072925,1.0039297381409367,0.7071430249938322,9885.534940424282,1.1923515211304692,0.7930998450556941,10521.068271789145,1.0859807607051049,0.6877620102215868,10440.367962685767
obs,2,18,1.041157241958348,0.8890248328348886,10092.975091435137,0.9019463128418231,0.7693984219288884,9877.745971491235,1.115560397842874,0.8614493254260475,10471.205570813154,0.9796901399922009,0.7462156489585254,10332.652209185513
obs,2,19,1.0195807820338005,0.9104524671187526,10087.087253931037,0.923059743740615,0.8071011383495327,9908.23938009661,1.0953160569484541,0.8784836754888966,10427.927200626662,1.0022860458328888,0.7804368540372286,10318.779504179609
obs,2,20,1.0098981971870398,0.9203111748775846,10102.011486570405,0.868130439018049,0.7990914708389919,9886.662350267201,1.0813416546198051,0.8914988835787366,10438.768395486755,0.9429569420121732,0.7745956360184711,10300.114188868489
obs,2,21,1.074147728025992,0.8554648166712883,10064.314524698193,0.9916410221876729,0.7302084279265786,9895.120628472167,1.1526029177030663,0.8300422845095873,10491.282974476333,1.0741506592044052,0.7086639437518848,10430.27525080249
obs,2,22,1.09446256625486,0.8346295362762302,10056.77647509745,0.9856252638166993,0.7326918271737153,9887.772771624484,1.171468710617558,0.8097049270351069,10486.12328475948,1.0668715766078076,0.7111687217323942,10393.490618885175
obs,2,23,1.1404509100308946,0.7893162434418396,10058.732436520431,1.0635327038581759,0.679021701307684,9915.41636350849,1.2207979433737564,0.7702766061252749,10568.626592797073,1.1479416470623596,0.6623133068363851,10530.693443358747
