perm,fold,epoch,train_mse_ang_ch,train_mse_ang_sac,test_mse_ang_ch,test_mse_ang_sac
perm46,0,40,10625.836669048687,10436.043540990446,10634.025892470667,10467.706481889007
perm46,0,41,10318.5972988252,10148.672166061666,10376.810410201348,10115.005985501497
perm46,0,42,10319.579857711373,10170.233175972902,10393.728460177372,10182.779546196483
perm46,0,43,10310.16448145589,10168.363576627939,10371.890160505847,10187.862502719654
perm46,0,44,10294.63869120203,10170.876937229057,10361.407649096864,10198.47890620816
perm46,0,45,10303.584877593126,10181.651963738708,10354.432333898201,10208.69369065096
perm46,0,46,10274.103648109753,10183.13706862064,10360.719343822982,10214.211076830943
perm46,0,47,10538.045454668614,10227.290246463419,10522.348649734824,10270.894115732026
perm46,0,48,10508.681005084456,10217.589298401592,10519.25892752599,10180.041251316074
perm46,0,49,10281.481337332612,10181.646245838107,10351.927020397467,10213.792566784357
perm46,0,50,10259.841692843227,10169.189845870245,10314.825098049458,10188.207486634272
perm46,1,1,10792.630944752123,10648.804109400427,10847.090811183838,11203.370276931026
perm46,1,2,10735.487199565701,10347.687662104392,10730.866290032549,10623.713695658204
perm46,1,3,10756.783213372408,10619.720786338088,10743.180467559516,10630.988987693405
perm46,1,4,10684.130069420184,10146.089753922572,10677.799494451221,10553.354883582217
perm46,1,5,10672.238632899194,10256.328681678042,10650.28636025506,10478.138511930922
perm46,1,6,10669.342425778601,10142.171530806365,10679.550046855917,10694.611218540476
perm46,1,7,10229.88208061893,10029.019151084127,10668.085189848933,10527.263167304942
perm46,1,8,10289.281482400924,10092.495058412873,10743.59747040567,10623.771816305545
perm46,1,9,10203.46372356895,10040.905077055333,10696.579536310497,10570.230303496088
perm46,1,10,10203.48326605959,10096.182232071029,10685.350946024248,10591.502469169436
perm46,1,11,10259.118472470174,10173.368920905114,10763.705316726875,10712.28167770375
perm46,1,12,10244.29675881704,10146.060858710187,10750.521820341188,10683.705749842959
perm46,1,13,10266.636307472148,10215.65505566755,10724.754367361485,10698.154567009266
perm46,1,14,10242.260701983598,10182.884526715798,10739.176955075403,10693.001693087777
perm46,1,15,10318.606370832858,10270.922674725627,10814.969293320693,10774.796013019011
perm46,1,16,10135.890817455833,10124.782895724598,10665.622300886806,10620.662550920979
perm46,1,17,10210.763474688525,10184.893407333782,10729.916007760141,10684.159272536534
perm46,1,18,10182.864710161868,10170.824934847165,10688.351321674649,10653.830891664373
perm46,1,19,10115.14461266902,10104.751830248459,10646.03836304261,10591.936731777747
perm46,1,20,10175.787373104393,10142.283614679383,10675.847770651357,10638.97426822775
perm46,1,21,10269.409635784117,10264.63391242663,10754.71292280143,10739.248616843153
perm46,1,22,10013.422730399512,10024.182455418058,10494.0218312833,10470.481843586775
perm46,1,23,10148.78447754553,10136.170052779958,10671.951662137928,10617.728712985685
perm46,1,24,10082.66037935919,10083.867520665888,10595.781803257432,10552.321209060838
perm46,1,25,10156.880645847968,10089.23791213298,10632.983430508395,10576.102248643758
perm46,1,26,10062.891678133186,10067.062903445518,10594.521566708241,10550.921370280972
perm46,1,27,10301.71428480783,10287.875337469948,10801.886391082771,10779.36075827944
perm46,1,28,10135.095112499668,10128.090910494053,10656.390573580524,10623.222584655246
perm46,1,29,10240.017302534332,10223.904069902583,10750.936408137908,10722.852593709058
perm46,1,30,10382.86422336561,10374.704571553704,10867.168957407777,10853.205408024098
perm46,1,31,10276.806981510716,10263.084925426454,10771.643109482879,10766.999399801016
perm46,1,32,10204.086989951102,10196.016398891528,10741.04978353836,10704.880589668977
perm46,1,33,10145.83181536212,10100.706461425905,10675.946898337455,10604.756283878725
perm46,1,34,10276.204533461168,10255.628119063136,10766.213458750803,10742.515045050206
perm46,1,35,10303.235390027017,10293.479762659104,10802.190443956271,10782.274143699056
perm46,1,36,10205.704941573804,10202.193520942034,10721.757198321224,10699.036000686297
perm46,1,37,10262.405197348578,10257.196919074178,10774.651723889594,10760.493602022629
perm46,1,38,10190.953675757184,10178.029186551174,10715.38058084936,10683.340388488292
perm46,1,39,10229.047560708033,10219.996426304597,10759.302141111606,10736.67146606313
perm46,1,40,10243.964550710503,10227.814370357271,10771.871249957125,10738.621761400927
perm46,1,41,10093.976095783311,10084.94559662069,10625.154681107617,10566.372705656157
perm46,1,42,10212.118244388997,10171.066856158634,10730.848281969404,10681.216798592128
perm46,1,43,10411.304850656721,10421.233278616663,10879.170974290504,10871.051871056694
perm46,1,44,10276.714477585414,10237.102687643232,10775.97300758541,10741.034583067316
perm46,1,45,10343.858097729519,10334.175492425962,10803.169652938504,10827.715204376838
perm46,1,46,10201.347484524375,10175.95294246227,10713.857820849276,10688.954798283223
perm46,1,47,10213.570720392692,10162.527785554195,10729.488938904813,10700.329304660492
perm46,1,48,10328.77441269484,10240.38362818372,10817.418583920818,10768.493064771785
perm46,1,49,10181.313004806503,10151.781942274294,10707.167453813447,10667.859579456073
perm46,1,50,10208.156738419866,10173.738674393573,10742.600131297479,10700.084771864369
perm46,2,1,10785.413223244528,10676.970573847684,10787.053008783245,10775.871760539618
perm46,2,2,10779.011165984724,10705.85744783453,10809.29441269299,10836.821606302454
perm46,2,3,10793.997401629977,10601.950821461318,10775.879465753695,10434.718623592982
perm46,2,4,10800.718576583584,10769.017252413474,10773.743858591713,10837.436759684259
perm46,2,5,10816.890131013008,10998.379653668093,10835.219371748148,11439.770201468384
perm46,2,6,10787.277015649113,10582.14584108653,10812.421403683724,11217.155382481598
perm46,2,7,10789.286622348012,10633.307318564574,10800.369225014489,10674.269179682644
perm46,2,8,10806.09596312202,11067.428559313026,10790.87036768193,11080.271870642546
perm46,2,9,10818.053012926448,10880.52483550854,10789.053816263093,10642.48547786927
perm46,2,10,10804.680729612595,10865.794793192279,10832.397848442242,11414.430318729863
perm46,2,11,10785.042033653364,10705.996802789263,10788.032776331618,10617.775532745693
perm46,2,12,10805.474128296304,11111.593110125725,10811.374088035262,11238.357656921009
perm46,2,13,10792.39887650489,10903.230590936842,10797.615782713428,11242.951331631168
perm46,2,14,10804.39184904303,10956.80877716991,10789.239938260363,10553.049703826719
perm46,2,15,10796.396836421032,10906.793156982609,10826.11856108835,11157.363739793474
perm46,2,16,10787.433949635804,10597.37542954785,10809.794704179682,10885.01821295931
perm46,2,17,10799.91977078943,10939.959872194178,10784.690655627493,10888.169418477306
perm46,2,18,10806.336467461895,10837.653613250171,10780.7976745406,10560.485522247434
perm46,2,19,10798.845297809465,10879.999095862453,10873.257414932461,11632.085684354663
perm46,2,20,10799.21878857115,10873.7250424715,10785.060968971173,10308.70857574812
perm46,2,21,10782.847206395616,10624.142460861309,10821.025771055349,10868.398851764696
perm46,2,22,10809.561072668555,10888.001561085715,10805.592086904346,11084.421241614606
perm46,2,23,10793.652151532744,10677.851894093303,10820.240540623246,11051.846887359678
perm46,2,24,10799.120080207256,10776.390043078138,10796.223790458,10582.699133680406
perm46,2,25,10803.386820022197,10906.625117848616,10789.62289146312,10734.356975699468
perm46,2,26,10810.84159475271,10759.372582576994,10786.091901439711,10266.039727425992
perm46,2,27,10808.22574671876,11011.730181377412,10793.678911680454,10881.953056380942
perm46,2,28,10786.850299069636,10601.220216926053,10839.568362155796,11146.53520249876
perm46,2,29,10824.190452413384,11060.200226551906,10790.523764878606,10479.784010276764
perm46,2,30,10773.675168021453,10687.670584599562,10836.549893789756,11271.399910783779
perm46,2,31,10791.6955940767,10595.014598265734,10792.584061478841,10998.454384297904
perm46,2,32,10814.819722512393,10943.59328167411,10812.9073563668,10792.462802910624
perm46,2,33,10813.947201573767,10842.277712623778,10805.928287740167,10673.951250514054
perm46,2,34,10788.70041174928,10832.76728709467,10796.425376534935,10851.31618293935
perm46,2,35,10806.728990464779,10803.058136031204,10790.423648094167,10766.831387167696
perm46,2,36,10808.438096512986,10935.360836426542,10795.970547786059,10718.5956714068
perm46,2,37,10807.114704696214,10776.125088549848,10831.061062910381,11069.332279394821
perm46,2,38,10799.384995838736,10840.93377712129,10807.425305549865,10960.854005807996
perm46,2,39,10811.527180123378,10883.501578088044,10772.834232923955,10608.476407292641
perm46,2,40,10818.950079351713,10957.39278777828,10822.639222869404,11031.477637716314
perm46,2,41,10778.251395497442,10419.665705783922,10788.233919386355,10868.175865635581
perm46,2,42,10794.652201821995,10718.323606493002,10810.279535569847,10697.316285608676
perm46,2,43,10797.938159429405,10795.809881010475,10798.14245496168,11035.499037371825
perm46,2,44,10809.172770498964,10966.370969105676,10822.823244297204,11043.003907575041
perm46,2,45,10795.94852516525,10787.993180997391,10849.493431092393,11255.036140256918
perm46,2,46,10813.727762141703,10795.50082756174,10793.153004557164,10826.732648512614
perm46,2,47,10805.590372469807,10856.550551396092,10794.738437112454,10439.061808824481
perm46,2,48,10844.021422400514,11086.57217439369,10869.98074740975,11305.413982711669
perm46,2,49,10794.526008762003,10758.519765930494,10806.909177003854,11226.1538535548
perm46,2,50,10771.761447443583,10346.096740998431,10825.705095818052,10701.326069448374
perm46,3,1,10791.406940013894,10707.363272866647,10758.53307077381,10403.648906814986
perm46,3,2,10768.517615928955,10613.53254802293,10825.518224902115,11137.995987838276
perm46,3,3,10774.208345513207,10714.452321757957,10806.544027160004,11026.553129852196
perm46,3,4,10810.721852372604,10851.769265657429,10823.016918284122,11012.52228151868
perm46,3,5,10789.026795423171,10615.601992667129,10824.482006728507,11131.511723024321
perm46,3,6,10804.49250314282,10869.353343507675,10825.041874628387,11034.437911029474
perm46,3,7,10803.355625271328,10949.059501201858,10774.002523140794,10674.90209749654
perm46,3,8,10806.327457251002,11005.37991496494,10772.141368081031,10735.560238177753
perm46,3,9,10818.250759296829,10910.09412544916,10795.596609397142,10636.737476446118
perm46,3,10,10773.788252218545,10400.012302722225,10799.120370681096,10776.167470172884
perm46,3,11,10784.445352909228,10566.98248192079,10767.823569383394,10469.83324956627
perm46,3,12,10772.080059439964,10435.870201555656,10755.910213646672,10180.942329023552
perm46,3,13,10790.157579058352,10743.10117513668,10782.737776398586,10356.547328935412
perm46,3,14,10800.97805247864,10744.598371810687,10787.9646212552,10717.110446792323
perm46,3,15,10785.10068270141,10535.163892219456,10794.545286723396,10679.590724670517
perm46,3,16,10800.686746015632,10787.534410942962,10804.320349683168,10852.934486553255
perm46,3,17,10815.575149653714,10797.503195366968,10760.551059078409,10747.014455569039
perm46,3,18,10710.985438932814,10358.315074889691,10755.006207135159,10450.4550129498
perm46,3,19,10712.205347214609,10274.813678086643,10774.31967639706,10677.74820592634
perm46,3,20,10724.406852597604,10496.380412723012,10715.892749950366,10481.615211444006
perm46,3,21,10691.397060284698,10255.37797950031,10722.556790884899,10475.470015423727
perm46,3,22,10765.586187821533,10667.991965179228,10802.782097806235,10872.337112891182
perm46,3,23,10792.160132012936,10813.416021109619,10782.775975030825,10568.912425805369
perm46,3,24,10816.127601868768,10936.206773926435,10800.697883253595,10816.671047843876
perm46,3,25,10808.847757626816,10920.684543290809,10783.959546133388,10344.12435015704
perm46,3,26,10792.63077831191,10695.513563875154,10786.635692124293,10775.742159000527
perm46,3,27,10808.038498189682,10789.501495408596,10806.065795628694,11155.455050646578
perm46,3,28,10788.58543766632,10698.251936057446,10793.231824221752,10553.580123250948
perm46,3,29,10814.757534812605,11096.597113685582,10805.043658664517,10914.337982550835
perm46,3,30,10794.328648121362,10848.047316880655,10806.03426511738,11048.085374849314
perm46,3,31,10799.186485946962,10643.196174888886,10762.491638791556,10382.174018116051
perm46,3,32,10809.007880638765,10754.224248124143,10796.148417368257,10690.038150555818
perm46,3,33,10803.849161987544,10824.370938524478,10814.864671925006,10960.576968024263
perm46,3,34,10797.140032537385,10888.748998820463,10773.74283675026,10810.430116277426
perm46,3,35,10801.744344305112,10891.463177785494,10868.34205530354,11393.125288473513
perm46,3,36,10780.28626630901,10466.140833778485,10824.754438827085,11202.772929807383
perm46,3,37,10818.57490966645,11088.635138043435,10782.413925239856,10767.324925309595
perm46,3,38,10778.338564128338,10563.668381878757,10763.355493398058,10276.282584407345
perm46,3,39,10851.895609641322,11149.346844366304,10824.865424011443,10780.263746930033
perm46,3,40,10810.320917151703,10910.954037461754,10811.437770263388,10722.100850570818
perm46,3,41,10775.753005587316,10492.268592926172,10802.250551854764,10990.415652513004
perm46,3,42,10774.919802855113,10444.473998141773,10827.209523946254,11171.846495691227
perm46,3,43,10809.285533614104,10966.381549846841,10783.953246537323,10781.362357480848
perm46,3,44,10792.91908201637,10946.249562759342,10790.26000794742,10494.544717003506
perm46,3,45,10805.176972472682,10841.949074395672,10813.948525992564,10911.035703327907
perm46,3,46,10785.97052859176,10706.234473195647,10791.823913269769,10490.056948651036
perm46,3,47,10801.547351697729,10858.462964144377,10753.726067725374,10346.280433189902
perm46,3,48,10806.043480478795,10891.608212054181,10809.030745314803,10729.581751442316
perm46,3,49,10805.422920631396,10989.9244583776,10797.330517620814,10535.806035078924
perm46,3,50,10814.083120569107,10949.286620267034,10805.026026007301,11146.83280006992
perm46,4,1,10803.742677341157,10871.932194867646,10787.679916490171,10456.678279041584
perm46,4,2,10795.64895875317,10680.706403544533,10801.117493814643,10470.356286841494
perm46,4,3,10790.158859369463,10738.065631509004,10817.130120591322,10774.953683862117
perm46,4,4,10804.158772014718,10916.596143246741,10803.139204099953,10932.732800889704
perm46,4,5,10804.49499588408,10922.69778364021,10798.77431591006,10648.022168858899
perm46,4,6,10784.703388740838,10583.243409869587,10843.422096704388,11343.77755767533
perm46,4,7,10828.762409095556,11190.989946089498,10810.139424858986,11022.257107816857
perm46,4,8,10797.373359633017,10646.613277401153,10800.354469759395,10716.876787763491
perm46,4,9,10783.1137567437,10628.72497286003,10818.153375499167,11233.898052158129
perm46,4,10,10804.411482828049,10773.29452650007,10807.93402622476,11003.077797969956
perm46,4,11,10799.730965720059,10734.771027864404,10774.516455521392,10554.792634139936
perm46,4,12,10807.27621302278,10843.458349064173,10812.726896395448,11009.272377423387
perm46,4,13,10799.365349289985,10778.323161228249,10831.814586410392,11221.546988303475
perm46,4,14,10795.398980003896,10641.284854388145,10807.424818261254,10834.79467000431
perm46,4,15,10796.629872099182,10771.09830300921,10749.406781963593,10316.46156555544
perm46,4,16,10848.61643673545,11299.566787291074,10861.420685028274,11304.325746702927
perm46,4,17,10797.319236098207,10770.887394430394,10818.664407642396,11228.82247805657
perm46,4,18,10770.208522865963,10613.68206474544,10779.45640867411,10422.632824243008
perm46,4,19,10728.948957084704,10425.729583335158,10713.003550628437,10214.51616710243
perm46,4,20,10778.531215332703,10649.883990031205,10692.30153651426,10479.627675452173
perm46,4,21,10792.307735921626,10621.943847725619,10808.852094841446,10694.626145922879
perm46,4,22,10794.657882407208,10879.76635047084,10838.5864091525,11487.189573780983
perm46,4,23,10796.591067998135,10766.841688401239,10815.024286975558,10910.493228073972
perm46,4,24,10794.956290673937,10634.028006765864,10719.08160945892,10055.798565003992
perm46,4,25,10792.623605096356,10682.436683326563,10812.140063540273,11053.796144512356
perm46,4,26,10788.373126552458,10633.12311289613,10796.11127432652,10817.238531455414
perm46,4,27,10808.36043315665,10837.547758511324,10820.597493827421,10844.010727442053
perm46,4,28,10797.524916574728,10717.181759535075,10845.273569719662,11209.805910360163
perm46,4,29,10801.535483248803,10949.2058982051,10816.997271875993,11033.934430969524
perm46,4,30,10785.878048540542,10776.633861637907,10783.22108608334,10643.552468887536
perm46,4,31,10789.277394294886,10726.33393401507,10769.888781813364,10631.056210349761
perm46,4,32,10813.239833530028,10983.406908868643,10779.07097835421,10422.342945681132
perm46,4,33,10796.003118803099,10704.840072297233,10806.901623610072,10961.982560653554
perm46,4,34,10811.7387878701,10930.79589982841,10835.662223668742,11229.920591272712
perm46,4,35,10777.286241598084,10504.852763304963,10792.105776212022,11072.561862751192
perm46,4,36,10778.759995063037,10704.934198123165,10826.532241575798,11421.249772282725
perm46,4,37,10792.782136128859,10659.45372714038,10781.842543120682,10710.679816742262
perm46,4,38,10806.794963742586,11046.489478210666,10818.738203022915,10964.159489616515
perm46,4,39,10800.613466477018,10810.079184750599,10754.15825795914,10396.32447711058
perm46,4,40,10807.959842294236,10839.453646669266,10776.64252606885,10723.598629653847
perm46,4,41,10804.225046576004,10881.653962884555,10805.761365585531,11289.257202335004
perm46,4,42,10799.853428347846,10839.831157889394,10771.405274453453,10353.839296822873
perm46,4,43,10792.778311015492,10705.476419316468,10829.513636823132,11158.861149864024
perm46,4,44,10772.901714959318,10469.117407383512,10792.687985967319,10825.387770597184
perm46,4,45,10792.275733540038,10795.322462431472,10774.324751112968,10139.238260425096
perm46,4,46,10787.824243624587,10682.817966664212,10803.377022761937,10941.708909040808
perm46,4,47,10793.954877718914,10755.762250229178,10777.227698388428,10547.636803353626
perm46,4,48,10779.044163015189,10571.739990434178,10786.69188987603,10511.987780222247
perm46,4,49,10789.17816211744,10727.576975321866,10797.064901960408,10615.30608782538
perm46,4,50,10801.766351041193,10861.417508678907,10791.445176105932,10766.173579351029
perm47,0,1,10801.604610419663,10914.623444520183,10787.946365043643,10678.260092778839
perm47,0,2,10791.88505400937,10608.094749256508,10797.256557104029,10949.101036742148
perm47,0,3,10798.333342299044,10729.760390284346,10827.021149246164,11141.156364273722
perm47,0,4,10801.130987877581,10750.486132470967,10825.71572224793,11116.46064187464
perm47,0,5,10810.715116135116,10911.15564424954,10818.4965965532,10805.132667402493
perm47,0,6,10789.79752897632,10806.27921567155,10819.197094264708,11190.454823875158
perm47,0,7,10800.764727134032,10954.6129540268,10807.162153813813,10734.677230165711
perm47,0,8,10761.071743934737,10390.644619792483,10800.42701804536,10740.504930882027
perm47,0,9,10791.760182033266,10771.702627495413,10818.434205921898,11057.038818206765
perm47,0,10,10797.997490494952,10965.80886011166,10788.307270907044,10460.760004473143
perm47,0,11,10793.42752724563,10697.012801918978,10828.772627915887,11066.422669571775
perm47,0,12,10794.718069152306,10704.44669648968,10807.532194897922,10718.039401454687
perm47,0,13,10801.243136061303,10747.077002467719,10811.946747167853,11064.672483340548
perm47,0,14,10821.176372071095,11021.568808431677,10817.140768231966,10834.675290463674
perm47,0,15,10818.174348196073,11152.31096130714,10768.865551979057,10592.842750124302
perm47,0,16,10784.857554660599,10608.122319986405,10753.99390187611,10350.419451038204
perm47,0,17,10805.280521824183,11110.914978279827,10790.829946922177,11134.316423453223
perm47,0,18,10793.846045311368,10744.47168587815,10803.270963419975,10717.22472049073
perm47,0,19,10798.019858320493,10894.339062190387,10741.891186133671,10047.498314731392
perm47,0,20,10746.62232297256,10185.828670104816,10797.25516741167,10717.30655617714
perm47,0,21,10773.384136777275,10354.190352178519,10825.647747543093,10961.183824624663
perm47,0,22,10716.613049229038,10069.242361223183,10750.267444540314,10728.968721527694
perm47,0,23,10622.202139116462,10016.847131931207,10737.548101944474,10457.740324499597
perm47,0,24,10693.989226728696,10088.562838870484,10757.523836122851,10394.2010845575
perm47,0,25,10621.61386838502,10086.36625281191,10735.54163634938,10600.871520703442
perm47,0,26,10689.851116933096,10527.152811473747,10784.047564167895,10800.994322640949
perm47,0,27,10648.909218813036,10476.090454276808,10804.169042094114,10930.304516137057
perm47,0,28,10489.457959464846,9996.885610410978,10667.219906272272,10396.559058306826
perm47,0,29,10484.008967626294,10063.902766920915,10696.785167506305,10483.027862554458
perm47,0,30,10579.18643042129,10326.764138018407,10804.337413741447,10829.558861443562
perm47,0,31,10387.116990091436,10028.386676552369,10637.729887830505,10496.466290533719
perm47,0,32,10530.264182160578,10264.93528718208,10739.679702167035,10703.998464488386
perm47,0,33,10575.83652896697,10154.13080802259,10793.797003048614,10611.218039553287
perm47,0,34,10459.73446388007,9996.238554511367,10691.133646957032,10544.403863087875
perm47,0,35,10544.950844672421,10005.778537289452,10751.083584850645,10687.092264665724
perm47,0,36,10572.197739173129,10294.706604466057,10765.900425716845,10788.753230462762
perm47,0,37,10553.813534361323,10188.945496684186,10746.104419231433,10614.235451319291
perm47,0,38,10497.744655335357,10100.083168464194,10726.99166195773,10524.5589327689
perm47,0,39,10524.507658033237,10160.803592856986,10757.52573395056,10611.685870640218
perm47,0,40,10495.262151725878,10078.827172104655,10731.620050718117,10653.977600243552
perm47,0,41,10545.227706223992,10184.411165451844,10718.239997709654,10616.492263994618
perm47,0,42,10583.547931960313,10152.487234824715,10732.725968879551,10559.572891923775
perm47,0,43,10587.502244709667,10121.285451363294,10759.458728193751,10618.741602034106
perm47,0,44,10554.919055745162,10066.435182761381,10731.924324725343,10629.103857742593
perm47,0,45,10656.289957203737,10431.935778011119,10789.644158834943,10741.764834275484
perm47,0,46,10504.87912308372,10073.534431136,10650.578918607389,10436.358180643496
perm47,0,47,10565.22020117675,10072.760527880737,10698.172166946975,10506.856028168064
perm47,0,48,10736.820573240168,10833.678606744734,10879.861412372966,11051.35854516267
perm47,0,49,10444.085429134919,10040.393269019754,10639.929768541528,10496.33029218753
perm47,0,50,10439.876120072966,10109.431930121791,10644.756560238195,10488.630931366308
perm47,1,1,10815.412732835504,10964.1382305038,10777.24613764572,10484.482366713313
perm47,1,2,10797.865047470415,10673.877116950573,10808.761269049186,10608.188629222806
perm47,1,3,10805.779835247666,11059.419798720806,10812.724090745556,11017.292841465476
perm47,1,4,10807.162528171099,10937.662470475754,10793.54956126586,10588.996150714462
perm47,1,5,10812.539459296404,11105.749900927283,10799.189155719698,10656.372894891754
perm47,1,6,10805.60428303242,10893.025552510131,10817.32014851782,11078.38263592998
perm47,1,7,10786.201504279721,10488.240524613822,10853.609489713175,11669.107352975645
perm47,1,8,10808.25232070634,10790.571829859193,10804.202853470779,10952.94939235
perm47,1,9,10816.95090320608,11088.931403772778,10803.41967051317,10718.647658564014
perm47,1,10,10779.060685871476,10671.820641253082,10834.263432646834,11233.066623958026
perm47,1,11,10798.377944154756,10770.590645203609,10875.687546484276,11466.950588962833
perm47,1,12,10797.137644466946,10872.121954131811,10810.965953378389,10937.84959704318
perm47,1,13,10804.465919260929,10830.133374006522,10798.469504108647,10776.790653108694
perm47,1,14,10784.483464382924,10809.575184764995,10729.295729353003,9786.810672480518
perm47,1,15,10815.281877443032,11018.311989528336,10841.101594336385,11222.720492302335
perm47,1,16,10775.790322191922,10774.188341811541,10763.06921395641,10433.815402121041
perm47,1,17,10792.883516871365,10597.482730349637,10736.07823187241,10160.00367555131
perm47,1,18,10821.924569867255,11002.424953414806,10773.008327087939,10801.234662908273
perm47,1,19,10795.578768479241,10697.58162671436,10793.003433044225,10432.728872150166
perm47,1,20,10799.867704480665,10971.009947943172,10845.378582498457,11063.49704219745
perm47,1,21,10811.9417826845,11039.510282018102,10839.239564226475,11407.756051276021
perm47,1,22,10799.120870857654,10706.228610236058,10786.155095817201,10421.455074390833
perm47,1,23,10807.547720126684,10730.269978442986,10773.893970889067,10374.003198880906
perm47,1,24,10813.049789964649,11012.126695347213,10789.769492232157,10557.257589508266
perm47,1,25,10776.8310437951,10647.004328433617,10819.960225182178,11092.018776523457
perm47,1,26,10770.714473384807,10533.955401479998,10804.961973063757,10755.432914057028
perm47,1,27,10794.872152596236,10743.820938455356,10771.122670840861,10868.116333789156
perm47,1,28,10780.29258737408,10517.109097813132,10774.45106949854,10472.021185533627
perm47,1,29,10807.492168072007,10655.88931339548,10863.658159272105,11541.707784809376
perm47,1,30,10785.861333784604,10760.263854777892,10787.353228539918,11115.745564426505
perm47,1,31,10800.03432141109,10698.56418908577,10809.062082104043,10940.238431630503
perm47,1,32,10783.775826833162,10563.606543087077,10783.27970738773,10196.529378453231
perm47,1,33,10805.740732100292,11009.421084645104,10809.178144478503,11155.20840092911
perm47,1,34,10797.901163211567,10854.97114735354,10798.525699299154,10745.891387414697
perm47,1,35,10801.854393153055,10767.960425377049,10788.199667308114,10717.078839074875
perm47,1,36,10787.674217417254,10646.113292893611,10789.315110718935,10513.54674798945
perm47,1,37,10830.294423231368,11119.265549596765,10756.536763746562,10374.578427654576
perm47,1,38,10811.486952586254,10809.637220231585,10789.320894001658,10417.537513955374
perm47,1,39,10803.917041049612,10754.044530767384,10810.202740119523,11247.259095593003
perm47,1,40,10794.522568514836,10649.697080124688,10753.711042745448,9966.4130438101
perm47,1,41,10803.826181727309,10829.72606436696,10793.993149660624,10790.579701556897
perm47,1,42,10806.119542372433,10778.388230209015,10765.633947693455,10433.904054932775
perm47,1,43,10810.585885257346,10978.722825903733,10784.92958328263,10555.275957961892
perm47,1,44,10800.97123461443,10921.29480858569,10803.574631906591,11053.550411368367
perm47,1,45,10806.99331998109,10828.262762050374,10749.029231004122,10180.19610960528
perm47,1,46,10808.797412021779,10710.673246099492,10774.310909313863,10697.728960789576
perm47,1,47,10812.722260448556,10904.96363135034,10789.790295362456,10487.552385921026
perm47,1,48,10780.331816039254,10594.608619757802,10815.319300937537,10957.075067490141
perm47,1,49,10794.15483109151,10761.21447561581,10799.440129932163,11051.47398846308
perm47,1,50,10796.973259188791,10806.160664141065,10792.658787192799,10569.786843839538
perm47,2,1,10708.65393281864,10272.018303948671,10607.900822424053,10245.672687091945
perm47,2,2,10790.079819890176,10765.904133049895,10768.457872980793,10111.883098568978
perm47,2,3,10789.634439712454,10702.024654219018,10784.254314232654,10685.523896106146
perm47,2,4,10805.469589137716,10790.72128892114,10833.107028523327,11129.058651964257
perm47,2,5,10805.682125933636,11044.693906043698,10823.97772673723,10929.335977039542
perm47,2,6,10809.169337154199,10933.714444875439,10773.026148400855,10323.813756294814
perm47,2,7,10793.762209315546,10715.400297731454,10788.529307089042,10678.982007864177
perm47,2,8,10782.652022541884,10669.168440924295,10780.36569083949,10791.607595366835
perm47,2,9,10817.487783892735,10985.405439660066,10835.060385636945,11314.17967095695
perm47,2,10,10806.232824482868,11021.738248662974,10813.64484102099,11212.9674925687
perm47,2,11,10808.087064984667,11001.991759367349,10789.674429477005,10845.721259930318
perm47,2,12,10764.425131528395,10664.042291495238,10719.472287567907,10406.119458400311
perm47,2,13,10815.3921860617,11051.713592157212,10809.5443341865,10751.999604860392
perm47,2,14,10770.85877089201,10772.793419241463,10800.250604687286,10582.002847967464
perm47,2,15,10788.36137501708,10518.24254968129,10835.535434825155,11338.537748335466
perm47,2,16,10796.558926003552,10862.239486801327,10818.168073824982,11231.162694749635
perm47,2,17,10809.989762107865,10935.371961955172,10800.836108589576,10597.769928617814
perm47,2,18,10743.485147119276,10843.595116834405,10753.324390801252,10796.993148766038
perm47,2,19,10816.351540197456,11108.010044275114,10807.396378563664,11196.08419137092
perm47,2,20,10802.890233560047,10813.571464063136,10780.96960327053,10645.228993919245
perm47,2,21,10792.953100404597,10889.81684446604,10809.198458059143,11282.786947253731
perm47,2,22,10800.10005953742,10706.411635007233,10796.88442715313,10924.989259572132
perm47,2,23,10797.741173270988,10705.114462260735,10768.526670992931,10245.710428173405
perm47,2,24,10796.08727157056,10823.542256101342,10845.611389843547,11478.449389330917
perm47,2,25,10804.181653136733,10701.55116835269,10778.226488535378,10566.549488916944
perm47,2,26,10786.512165234315,10687.62763832845,10777.297628707642,11029.293836367457
perm47,2,27,10791.633508371944,10577.4211513632,10782.724463646118,10581.403629268885
perm47,2,28,10783.370378776555,10421.97626546837,10810.711618812002,10411.18065131841
perm47,2,29,10794.841841850252,10733.469279852887,10776.907336277127,10318.981869324354
perm47,2,30,10826.131787238968,11093.53158049075,10815.620273234183,11200.689178979866
perm47,2,31,10793.890611964302,10711.213018535074,10783.139535722803,10450.103998916515
perm47,2,32,10794.884058913389,10830.793179227523,10778.636397037753,10545.588097008713
perm47,2,33,10791.619080014907,10787.901842222462,10804.851999339604,10724.89399776412
perm47,2,34,10807.939410642324,11135.120371547266,10770.9604303133,10450.656439256703
perm47,2,35,10811.501427460775,10911.61919153756,10837.200623162045,11381.787297705781
perm47,2,36,10824.120308496927,11187.763994320929,10776.416649599116,10150.605719678952
perm47,2,37,10787.980985780921,10555.183994307812,10779.800659954068,10588.748611731558
